ecomm_sale_id,week_start_date,item_id,fulfillment_center_id,channel,fulfillment_type,units_sold,units_returned,net_units,gross_sales,net_sales,cogs,gross_margin,shipping_revenue,shipping_cost,num_orders,avg_order_value
6583,2024-06-02,482,,Website,Store Pickup,15,0,15,2094.75,2094.75,1323.15,771.6,0.0,0.0,6,523.69
6584,2024-06-02,298,,Website,Same-Day Delivery,1,0,1,117.09,117.09,76.59,40.5,0.0,0.0,1,117.09
6585,2024-06-02,196,,App,Store Pickup,7,0,7,1805.23,1805.23,1370.67,434.56,0.0,0.0,2,902.62
6586,2024-06-02,97,,App,Store Pickup,2,0,2,206.42,206.42,129.96,76.46,0.0,0.0,1,103.21
6587,2024-06-02,707,,Website,Store Pickup,3,0,3,482.7,482.7,331.68,151.02,0.0,0.0,1,482.7
6588,2024-06-02,514,,Website,Store Pickup,5,0,5,332.75,332.75,217.55,115.2,0.0,0.0,2,166.38
6589,2024-06-02,573,FC009,Website,Ship to Home,2,0,2,149.36,149.36,104.6,44.76,8.28,12.42,1,149.36
6590,2024-06-02,7,FC008,Website,Ship to Home,4,0,4,1031.6,1031.6,707.96,323.64,32.04,48.06,1,515.8
6591,2024-06-02,536,FC006,Website,Ship to Home,5,0,5,724.6,724.6,554.35,170.25,33.5,50.25,1,181.15
6592,2024-06-02,957,,App,Store Pickup,8,0,8,2194.8,2194.8,1376.48,818.32,0.0,0.0,1,2194.8
6593,2024-06-02,613,,App,Store Pickup,3,0,3,282.33,282.33,194.61,87.72,0.0,0.0,1,141.16
6594,2024-06-02,324,FC009,App,Ship to Home,7,0,7,776.23,776.23,489.65,286.58,38.22,57.33,3,129.37
6595,2024-06-02,960,FC002,App,Ship to Home,5,0,5,729.15,729.15,492.1,237.05,21.45,32.17,1,182.29
6596,2024-06-02,322,,Website,Same-Day Delivery,6,0,6,676.74,676.74,528.42,148.32,0.0,0.0,3,169.19
6597,2024-06-02,622,FC002,App,Ship to Home,1,0,1,255.64,255.64,190.23,65.41,5.22,7.83,1,255.64
6598,2024-06-02,308,,Website,Store Pickup,6,0,6,74.1,74.1,50.76,23.34,0.0,0.0,3,37.05
6599,2024-06-02,670,FC008,Website,Ship to Home,2,0,2,243.48,243.48,197.32,46.16,4.3,6.45,1,243.48
6600,2024-06-02,472,,Website,Same-Day Delivery,6,0,6,1512.78,1512.78,1042.44,470.34,0.0,0.0,2,504.26
6601,2024-06-09,80,,Website,Store Pickup,3,0,3,64.11,64.11,42.57,21.54,0.0,0.0,1,64.11
6602,2024-06-09,567,FC006,App,Ship to Home,8,0,8,1714.08,1714.08,1118.72,595.36,32.96,49.44,1,244.87
6603,2024-06-09,850,FC008,App,Ship to Home,5,0,5,282.45,282.45,196.9,85.55,32.55,48.82,2,141.22
6604,2024-06-09,129,FC006,App,Ship to Home,4,0,4,489.12,489.12,374.24,114.88,2.24,3.36,1,244.56
6605,2024-06-09,117,,Website,Store Pickup,8,0,8,371.92,371.92,270.0,101.92,0.0,0.0,3,46.49
6606,2024-06-09,38,,Website,Store Pickup,8,0,8,1206.96,1206.96,765.28,441.68,0.0,0.0,2,402.32
6607,2024-06-09,972,,Website,Store Pickup,9,0,9,797.76,797.76,555.93,241.83,0.0,0.0,2,398.88
6608,2024-06-09,558,,Website,Store Pickup,4,0,4,425.28,425.28,328.88,96.4,0.0,0.0,1,425.28
6609,2024-06-09,343,,Website,Store Pickup,5,0,5,345.75,345.75,261.65,84.1,0.0,0.0,1,172.88
6610,2024-06-09,420,FC004,App,Ship to Home,8,0,8,1759.6,1759.6,1424.32,335.28,59.68,89.52,4,251.37
6611,2024-06-09,690,FC008,Website,Ship to Home,5,0,5,1036.75,1036.75,816.05,220.7,23.15,34.72,1,345.58
6612,2024-06-09,339,FC010,App,Ship to Home,3,0,3,134.91,134.91,111.57,23.34,3.33,5.0,1,67.45
6613,2024-06-09,650,,App,Store Pickup,6,0,6,1673.82,1673.82,1145.58,528.24,0.0,0.0,2,418.45
6614,2024-06-09,509,,Website,Curbside Pickup,3,0,3,551.97,551.97,361.86,190.11,0.0,0.0,1,551.97
6615,2024-06-09,715,FC002,Website,Ship to Home,5,0,5,1195.3,1195.3,977.5,217.8,37.5,56.25,1,298.82
6616,2024-06-09,521,FC006,App,Ship to Home,6,0,6,1325.94,1325.94,1042.2,283.74,42.660000000000004,63.99,1,662.97
6617,2024-06-09,501,,Website,Same-Day Delivery,6,0,6,1267.38,1267.38,957.06,310.32,0.0,0.0,3,253.48
6618,2024-06-09,990,,App,Store Pickup,3,0,3,684.6,684.6,566.01,118.59,0.0,0.0,1,342.3
6619,2024-06-09,514,,Website,Same-Day Delivery,7,0,7,465.85,465.85,304.57,161.28,0.0,0.0,2,77.64
6620,2024-06-09,875,,Website,Store Pickup,4,0,4,115.52,115.52,77.48,38.04,0.0,0.0,2,28.88
6621,2024-06-09,462,FC002,App,Ship to Home,6,0,6,244.38,244.38,196.02,48.36,47.46,71.19,3,122.19
6622,2024-06-09,368,,App,Curbside Pickup,2,0,2,80.14,80.14,60.06,20.08,0.0,0.0,1,80.14
6623,2024-06-09,577,,Website,Store Pickup,9,0,9,622.89,622.89,448.29,174.6,0.0,0.0,2,77.86
6624,2024-06-09,886,,Website,Store Pickup,6,0,6,1368.54,1368.54,991.86,376.68,0.0,0.0,3,228.09
6625,2024-06-09,533,FC009,App,Ship to Home,4,0,4,507.32,507.32,349.76,157.56,8.6,12.9,1,507.32
6626,2024-06-09,907,,App,Same-Day Delivery,8,0,8,222.08,222.08,168.24,53.84,0.0,0.0,4,74.03
6627,2024-06-09,305,,App,Same-Day Delivery,3,0,3,245.28,245.28,157.47,87.81,0.0,0.0,1,122.64
6628,2024-06-09,516,FC008,Website,Ship to Home,1,0,1,16.29,16.29,12.22,4.07,7.29,10.94,1,16.29
6629,2024-06-09,947,,Website,Store Pickup,1,0,1,172.45,172.45,116.23,56.22,0.0,0.0,1,172.45
6630,2024-06-09,411,,Website,Same-Day Delivery,1,0,1,223.4,223.4,157.57,65.83,0.0,0.0,1,223.4
6631,2024-06-09,553,,App,Store Pickup,5,0,5,1207.15,1207.15,779.4,427.75,0.0,0.0,1,1207.15
6632,2024-06-09,264,,Website,Store Pickup,5,0,5,528.0,528.0,339.5,188.5,0.0,0.0,1,176.0
6633,2024-06-09,986,FC008,Website,Ship to Home,7,0,7,2172.03,2172.03,1398.81,773.22,28.28,42.42,3,310.29
6634,2024-06-09,518,,Website,Same-Day Delivery,3,0,3,821.79,821.79,587.13,234.66,0.0,0.0,1,410.89
6635,2024-06-09,185,,App,Same-Day Delivery,6,0,6,520.14,520.14,376.32,143.82,0.0,0.0,2,86.69
6636,2024-06-09,155,FC007,Website,Ship to Home,4,0,4,267.04,267.04,199.52,67.52,11.4,17.1,2,267.04
6637,2024-06-09,369,,Website,Same-Day Delivery,4,0,4,453.52,453.52,317.48,136.04,0.0,0.0,1,453.52
6638,2024-06-09,234,,App,Curbside Pickup,6,0,6,1159.44,1159.44,895.2,264.24,0.0,0.0,3,579.72
6639,2024-06-09,320,FC008,Website,Ship to Home,8,0,8,470.96,470.96,346.24,124.72,58.56,87.84,2,67.28
6640,2024-06-09,151,,App,Same-Day Delivery,5,0,5,151.85,151.85,118.45,33.4,0.0,0.0,1,30.37
6641,2024-06-09,255,,Website,Curbside Pickup,3,0,3,63.36,63.36,39.72,23.64,0.0,0.0,1,31.68
6642,2024-06-09,792,,Website,Same-Day Delivery,3,0,3,201.48,201.48,140.37,61.11,0.0,0.0,1,100.74
6643,2024-06-09,809,,App,Store Pickup,2,0,2,371.78,371.78,264.02,107.76,0.0,0.0,1,371.78
6644,2024-06-09,6,FC009,Website,Ship to Home,3,0,3,632.13,632.13,411.24,220.89,3.33,5.0,1,210.71
6645,2024-06-09,937,,App,Curbside Pickup,7,0,7,1115.03,1115.03,737.45,377.58,0.0,0.0,2,1115.03
6646,2024-06-09,458,,Website,Store Pickup,4,0,4,987.2,987.2,713.72,273.48,0.0,0.0,2,493.6
6647,2024-06-09,49,FC009,Website,Ship to Home,7,0,7,557.83,557.83,431.69,126.14,12.950000000000001,19.43,1,278.92
6648,2024-06-09,901,,App,Same-Day Delivery,1,0,1,68.47,68.47,46.05,22.42,0.0,0.0,1,68.47
6649,2024-06-09,531,,Website,Curbside Pickup,6,0,6,772.68,772.68,642.66,130.02,0.0,0.0,2,257.56
6650,2024-06-09,359,,Website,Store Pickup,3,0,3,195.33,195.33,160.59,34.74,0.0,0.0,1,65.11
6651,2024-06-09,923,,Website,Curbside Pickup,2,0,2,563.1,563.1,376.34,186.76,0.0,0.0,1,563.1
6652,2024-06-09,481,,App,Curbside Pickup,7,0,7,1102.85,1102.85,742.0,360.85,0.0,0.0,1,1102.85
6653,2024-06-09,772,,App,Curbside Pickup,7,0,7,248.22,248.22,173.11,75.11,0.0,0.0,2,124.11
6654,2024-06-09,670,,App,Curbside Pickup,4,0,4,486.96,486.96,394.64,92.32,0.0,0.0,1,243.48
6655,2024-06-09,612,,App,Store Pickup,5,0,5,1320.55,1320.55,989.3,331.25,0.0,0.0,1,330.14
6656,2024-06-09,752,FC009,App,Ship to Home,8,0,8,446.08,446.08,328.0,118.08,29.68,44.52,3,55.76
6657,2024-06-09,723,FC008,Website,Ship to Home,6,0,6,717.72,717.72,505.98,211.74,24.78,37.17,1,358.86
6658,2024-06-09,134,,Website,Curbside Pickup,6,0,6,793.38,793.38,550.02,243.36,0.0,0.0,2,264.46
6659,2024-06-09,419,,App,Store Pickup,6,0,6,52.32,52.32,43.08,9.24,0.0,0.0,3,26.16
6660,2024-06-09,165,FC002,Website,Ship to Home,5,0,5,201.6,201.6,142.1,59.5,11.899999999999999,17.85,2,40.32
6661,2024-06-09,941,FC003,Website,Ship to Home,5,0,5,360.55,360.55,228.25,132.3,44.55,66.82,1,90.14
6662,2024-06-09,655,,Website,Store Pickup,2,0,2,571.94,571.94,390.86,181.08,0.0,0.0,1,285.97
6663,2024-06-09,126,,App,Curbside Pickup,3,0,3,712.92,712.92,565.05,147.87,0.0,0.0,1,712.92
6664,2024-06-09,147,,Website,Same-Day Delivery,3,0,3,351.36,351.36,268.86,82.5,0.0,0.0,1,351.36
6665,2024-06-09,376,FC003,Website,Ship to Home,5,0,5,378.9,378.9,238.1,140.8,24.75,37.12,2,94.72
6666,2024-06-09,88,,App,Same-Day Delivery,3,0,3,187.71,187.71,136.86,50.85,0.0,0.0,1,93.86
6667,2024-06-09,572,,Website,Curbside Pickup,3,0,3,745.44,745.44,522.15,223.29,0.0,0.0,1,372.72
6668,2024-06-09,688,,Website,Store Pickup,4,0,4,814.64,814.64,526.52,288.12,0.0,0.0,2,271.55
6669,2024-06-09,962,FC009,Website,Ship to Home,6,0,6,1774.92,1774.92,1175.82,599.1,53.16,79.74,2,295.82
6670,2024-06-09,243,,App,Same-Day Delivery,4,0,4,644.04,644.04,457.84,186.2,0.0,0.0,1,644.04
6671,2024-06-09,666,,App,Same-Day Delivery,4,0,4,1092.12,1092.12,728.88,363.24,0.0,0.0,1,546.06
6672,2024-06-09,267,,App,Store Pickup,5,0,5,923.35,923.35,623.75,299.6,0.0,0.0,1,461.68
6673,2024-06-09,241,,Website,Store Pickup,15,1,14,1102.5,1029.0,742.42,286.58,0.0,0.0,5,275.62
6674,2024-06-09,546,,App,Store Pickup,3,0,3,52.44,52.44,36.09,16.35,0.0,0.0,1,17.48
6675,2024-06-09,228,,App,Same-Day Delivery,5,0,5,918.8,918.8,576.75,342.05,0.0,0.0,2,918.8
6676,2024-06-09,132,,Website,Same-Day Delivery,1,0,1,114.85,114.85,80.42,34.43,0.0,0.0,1,114.85
6677,2024-06-09,783,,Website,Same-Day Delivery,4,0,4,210.0,210.0,161.4,48.6,0.0,0.0,1,70.0
6678,2024-06-09,377,,App,Curbside Pickup,6,0,6,146.28,146.28,108.12,38.16,0.0,0.0,1,146.28
6679,2024-06-09,182,FC006,Website,Ship to Home,4,0,4,49.72,49.72,31.32,18.4,11.84,17.76,2,12.43
6680,2024-06-09,208,,App,Store Pickup,4,0,4,1165.96,1165.96,738.2,427.76,0.0,0.0,1,582.98
6681,2024-06-09,244,,App,Curbside Pickup,5,0,5,311.75,311.75,203.9,107.85,0.0,0.0,1,103.92
6682,2024-06-09,570,,Website,Store Pickup,5,0,5,270.15,270.15,179.25,90.9,0.0,0.0,2,90.05
6683,2024-06-09,204,FC002,App,Ship to Home,2,0,2,181.38,181.38,141.12,40.26,14.4,21.6,1,181.38
6684,2024-06-09,960,FC010,App,Ship to Home,5,0,5,729.15,729.15,492.1,237.05,35.699999999999996,53.55,2,364.57
6685,2024-06-09,663,FC004,App,Ship to Home,8,0,8,1472.72,1472.72,1133.2,339.52,42.0,63.0,4,245.45
6686,2024-06-09,587,FC003,App,Ship to Home,2,0,2,87.3,87.3,72.24,15.06,2.02,3.03,1,87.3
6687,2024-06-09,474,FC006,App,Ship to Home,2,0,2,303.92,303.92,239.9,64.02,17.34,26.01,1,151.96
6688,2024-06-09,537,,Website,Curbside Pickup,6,0,6,739.98,739.98,527.4,212.58,0.0,0.0,1,123.33
6689,2024-06-09,444,,Website,Curbside Pickup,3,0,3,848.43,848.43,586.11,262.32,0.0,0.0,1,424.21
6690,2024-06-09,564,FC008,Website,Ship to Home,8,0,8,687.44,687.44,433.6,253.84,39.12,58.68,4,98.21
6691,2024-06-09,490,,Website,Same-Day Delivery,6,0,6,58.56,58.56,46.08,12.48,0.0,0.0,2,11.71
6692,2024-06-09,390,FC009,App,Ship to Home,5,0,5,507.05,507.05,411.65,95.4,42.25,63.38,1,126.76
6693,2024-06-09,161,,Website,Curbside Pickup,1,0,1,206.41,206.41,145.0,61.41,0.0,0.0,1,206.41
6694,2024-06-09,676,,Website,Store Pickup,1,0,1,58.53,58.53,36.65,21.88,0.0,0.0,1,58.53
6695,2024-06-09,510,,App,Same-Day Delivery,3,0,3,233.34,233.34,189.27,44.07,0.0,0.0,1,77.78
6696,2024-06-09,279,,Website,Store Pickup,5,0,5,525.45,525.45,343.0,182.45,0.0,0.0,1,131.36
6697,2024-06-09,140,,App,Curbside Pickup,5,0,5,182.45,182.45,124.05,58.4,0.0,0.0,2,182.45
6698,2024-06-09,188,,Website,Curbside Pickup,1,0,1,32.21,32.21,20.8,11.41,0.0,0.0,1,32.21
6699,2024-06-09,277,FC001,Website,Ship to Home,6,0,6,171.84,171.84,125.88,45.96,10.02,15.03,3,171.84
6700,2024-06-09,599,FC008,App,Ship to Home,8,0,8,1495.44,1495.44,1098.48,396.96,11.44,17.16,1,747.72
6701,2024-06-09,976,,Website,Curbside Pickup,3,0,3,665.76,665.76,426.54,239.22,0.0,0.0,1,332.88
6702,2024-06-09,362,,App,Store Pickup,6,0,6,1042.26,1042.26,731.28,310.98,0.0,0.0,1,208.45
6703,2024-06-09,149,,Website,Store Pickup,6,0,6,873.72,873.72,547.62,326.1,0.0,0.0,3,291.24
6704,2024-06-09,1,,Website,Store Pickup,5,0,5,963.35,963.35,742.2,221.15,0.0,0.0,2,240.84
6705,2024-06-09,128,,App,Curbside Pickup,2,0,2,87.54,87.54,64.08,23.46,0.0,0.0,1,43.77
6706,2024-06-09,348,,Website,Curbside Pickup,8,0,8,198.0,198.0,132.0,66.0,0.0,0.0,4,33.0
6707,2024-06-09,549,,App,Same-Day Delivery,4,0,4,32.2,32.2,20.68,11.52,0.0,0.0,2,32.2
6708,2024-06-09,776,,App,Curbside Pickup,3,0,3,435.06,435.06,296.55,138.51,0.0,0.0,1,435.06
6709,2024-06-09,768,,App,Same-Day Delivery,5,0,5,213.0,213.0,141.35,71.65,0.0,0.0,2,213.0
6710,2024-06-09,247,,App,Curbside Pickup,5,0,5,210.75,210.75,146.0,64.75,0.0,0.0,1,52.69
6711,2024-06-09,914,,App,Same-Day Delivery,6,0,6,1546.68,1546.68,1045.26,501.42,0.0,0.0,1,1546.68
6712,2024-06-09,436,FC005,Website,Ship to Home,6,0,6,1018.32,1018.32,757.86,260.46,30.72,46.08,2,339.44
6713,2024-06-09,879,,App,Store Pickup,9,0,9,888.21,888.21,735.57,152.64,0.0,0.0,2,222.05
6714,2024-06-09,141,,Website,Curbside Pickup,6,0,6,396.78,396.78,259.14,137.64,0.0,0.0,3,132.26
6715,2024-06-09,767,,Website,Curbside Pickup,6,0,6,442.5,442.5,300.72,141.78,0.0,0.0,2,442.5
6716,2024-06-09,293,FC008,Website,Ship to Home,7,0,7,1977.71,1977.71,1342.6,635.11,47.669999999999995,71.5,3,1977.71
6717,2024-06-09,834,FC001,Website,Ship to Home,4,0,4,860.72,860.72,628.24,232.48,23.08,34.62,2,860.72
6718,2024-06-09,702,,App,Curbside Pickup,6,0,6,824.82,824.82,573.78,251.04,0.0,0.0,1,274.94
6719,2024-06-09,621,,App,Curbside Pickup,4,0,4,769.0,769.0,580.56,188.44,0.0,0.0,1,192.25
6720,2024-06-09,101,,Website,Store Pickup,6,0,6,565.86,565.86,397.62,168.24,0.0,0.0,2,188.62
6721,2024-06-09,624,,Website,Curbside Pickup,5,0,5,1101.15,1101.15,916.35,184.8,0.0,0.0,2,367.05
6722,2024-06-09,456,FC004,Website,Ship to Home,7,0,7,225.47,225.47,162.05,63.42,53.27,79.91,2,37.58
6723,2024-06-09,410,FC001,Website,Ship to Home,2,0,2,290.52,290.52,213.56,76.96,15.9,23.85,1,290.52
6724,2024-06-09,697,FC008,App,Ship to Home,4,0,4,1097.36,1097.36,689.64,407.72,6.6,9.9,2,274.34
6725,2024-06-09,641,,Website,Curbside Pickup,3,0,3,625.86,625.86,485.37,140.49,0.0,0.0,1,312.93
6726,2024-06-09,791,,Website,Store Pickup,7,0,7,1585.71,1585.71,1072.75,512.96,0.0,0.0,3,528.57
6727,2024-06-09,818,,App,Store Pickup,3,0,3,265.14,265.14,209.4,55.74,0.0,0.0,1,265.14
6728,2024-06-09,967,,Website,Same-Day Delivery,3,0,3,641.97,641.97,484.62,157.35,0.0,0.0,1,213.99
6729,2024-06-09,734,,App,Store Pickup,7,0,7,932.75,932.75,693.7,239.05,0.0,0.0,2,932.75
6730,2024-06-09,139,,App,Store Pickup,5,0,5,721.35,721.35,559.2,162.15,0.0,0.0,2,360.68
6731,2024-06-09,528,,App,Same-Day Delivery,4,0,4,150.88,150.88,120.6,30.28,0.0,0.0,1,75.44
6732,2024-06-09,562,FC007,App,Ship to Home,4,0,4,77.64,77.64,49.0,28.64,23.56,35.34,1,19.41
6733,2024-06-09,806,FC005,Website,Ship to Home,3,0,3,298.38,298.38,196.92,101.46,26.97,40.45,1,298.38
6734,2024-06-09,93,FC008,Website,Ship to Home,8,0,8,1230.32,1230.32,802.4,427.92,67.84,101.76,3,615.16
6735,2024-06-09,391,,Website,Store Pickup,7,0,7,1754.13,1754.13,1195.88,558.25,0.0,0.0,1,1754.13
6736,2024-06-09,336,FC008,App,Ship to Home,7,0,7,1925.7,1925.7,1214.78,710.92,61.18,91.77,3,275.1
6737,2024-06-09,65,,App,Same-Day Delivery,4,0,4,454.4,454.4,310.08,144.32,0.0,0.0,1,227.2
6738,2024-06-09,83,,Website,Curbside Pickup,6,0,6,1394.16,1394.16,1017.24,376.92,0.0,0.0,3,697.08
6739,2024-06-09,799,,App,Store Pickup,2,0,2,350.6,350.6,221.76,128.84,0.0,0.0,1,350.6
6740,2024-06-09,352,,Website,Curbside Pickup,4,0,4,591.12,591.12,400.92,190.2,0.0,0.0,1,147.78
6741,2024-06-09,450,FC003,Website,Ship to Home,8,0,8,1052.24,1052.24,759.68,292.56,63.44,95.16,2,131.53
6742,2024-06-09,980,,App,Same-Day Delivery,3,0,3,76.14,76.14,51.54,24.6,0.0,0.0,1,76.14
6743,2024-06-09,52,,App,Curbside Pickup,6,0,6,281.46,281.46,184.62,96.84,0.0,0.0,2,46.91
6744,2024-06-09,824,FC002,App,Ship to Home,6,0,6,1543.26,1543.26,1029.0,514.26,9.120000000000001,13.68,2,257.21
6745,2024-06-09,659,,Website,Curbside Pickup,5,0,5,531.25,531.25,421.15,110.1,0.0,0.0,2,531.25
6746,2024-06-09,424,,Website,Store Pickup,4,0,4,206.4,206.4,146.28,60.12,0.0,0.0,2,51.6
6747,2024-06-09,181,FC010,Website,Ship to Home,4,0,4,149.4,149.4,113.08,36.32,4.96,7.44,1,37.35
6748,2024-06-09,81,,App,Store Pickup,6,0,6,961.32,961.32,794.28,167.04,0.0,0.0,3,160.22
6749,2024-06-09,281,,Website,Store Pickup,3,0,3,114.87,114.87,82.08,32.79,0.0,0.0,1,38.29
6750,2024-06-09,747,,App,Same-Day Delivery,4,0,4,884.2,884.2,579.84,304.36,0.0,0.0,2,294.73
6751,2024-06-09,300,FC002,Website,Ship to Home,7,0,7,294.07,294.07,228.27,65.8,37.800000000000004,56.7,3,294.07
6752,2024-06-09,361,,Website,Curbside Pickup,6,0,6,927.06,927.06,661.32,265.74,0.0,0.0,3,154.51
6753,2024-06-09,350,,Website,Same-Day Delivery,6,0,6,1269.9,1269.9,894.42,375.48,0.0,0.0,2,317.48
6754,2024-06-09,525,,App,Curbside Pickup,2,0,2,410.02,410.02,259.22,150.8,0.0,0.0,1,205.01
6755,2024-06-09,780,,Website,Curbside Pickup,7,0,7,540.68,540.68,365.54,175.14,0.0,0.0,2,90.11
6756,2024-06-09,95,,Website,Same-Day Delivery,4,0,4,100.28,100.28,64.76,35.52,0.0,0.0,2,25.07
6757,2024-06-09,125,FC009,App,Ship to Home,3,0,3,328.8,328.8,208.59,120.21,10.89,16.34,1,109.6
6758,2024-06-09,40,,App,Curbside Pickup,5,0,5,807.3,807.3,643.65,163.65,0.0,0.0,1,161.46
6759,2024-06-09,482,,Website,Curbside Pickup,5,0,5,698.25,698.25,441.05,257.2,0.0,0.0,2,698.25
6760,2024-06-09,159,FC001,App,Ship to Home,3,0,3,673.11,673.11,509.82,163.29,2.34,3.51,1,336.56
6761,2024-06-09,380,,Website,Same-Day Delivery,5,0,5,968.9,968.9,779.65,189.25,0.0,0.0,1,484.45
6762,2024-06-09,820,,App,Curbside Pickup,6,0,6,707.64,707.64,513.54,194.1,0.0,0.0,3,235.88
6763,2024-06-09,353,,Website,Store Pickup,3,0,3,665.19,665.19,483.6,181.59,0.0,0.0,1,332.6
6764,2024-06-09,378,,Website,Curbside Pickup,11,1,10,576.51,524.1,417.5,106.6,0.0,0.0,3,144.13
6765,2024-06-09,542,,Website,Curbside Pickup,9,0,9,2071.26,2071.26,1640.16,431.1,0.0,0.0,2,295.89
6766,2024-06-09,938,,App,Store Pickup,4,0,4,785.12,785.12,508.64,276.48,0.0,0.0,1,261.71
6767,2024-06-09,629,FC005,Website,Ship to Home,1,0,1,192.49,192.49,127.42,65.07,5.68,8.52,1,192.49
6768,2024-06-09,626,,App,Store Pickup,9,0,9,1842.66,1842.66,1173.24,669.42,0.0,0.0,4,614.22
6769,2024-06-09,468,,App,Same-Day Delivery,4,0,4,353.64,353.64,232.32,121.32,0.0,0.0,2,117.88
6770,2024-06-09,613,,Website,Same-Day Delivery,4,0,4,376.44,376.44,259.48,116.96,0.0,0.0,2,376.44
6771,2024-06-09,432,,Website,Store Pickup,7,0,7,308.14,308.14,204.4,103.74,0.0,0.0,1,308.14
6772,2024-06-09,440,FC007,Website,Ship to Home,4,0,4,145.0,145.0,98.4,46.6,31.12,46.68,1,72.5
6773,2024-06-09,897,,Website,Store Pickup,2,0,2,477.04,477.04,298.44,178.6,0.0,0.0,1,477.04
6774,2024-06-09,782,,App,Store Pickup,6,0,6,367.92,367.92,302.82,65.1,0.0,0.0,2,61.32
6775,2024-06-09,1000,,App,Store Pickup,5,0,5,1238.8,1238.8,803.65,435.15,0.0,0.0,1,619.4
6776,2024-06-09,574,,Website,Curbside Pickup,5,0,5,6.1,6.1,4.45,1.65,0.0,0.0,2,1.22
6777,2024-06-09,924,,Website,Same-Day Delivery,3,0,3,313.23,313.23,228.96,84.27,0.0,0.0,1,156.62
6778,2024-06-09,989,,Website,Store Pickup,8,0,8,259.2,259.2,177.44,81.76,0.0,0.0,4,64.8
6779,2024-06-09,214,,App,Same-Day Delivery,6,0,6,1459.8,1459.8,1099.26,360.54,0.0,0.0,1,364.95
6780,2024-06-09,800,FC006,App,Ship to Home,2,0,2,468.6,468.6,298.5,170.1,14.86,22.29,1,468.6
6781,2024-06-09,484,,Website,Curbside Pickup,4,0,4,1080.48,1080.48,788.0,292.48,0.0,0.0,2,270.12
6782,2024-06-09,198,FC002,Website,Ship to Home,8,0,8,1084.24,1084.24,826.88,257.36,34.4,51.6,2,216.85
6783,2024-06-09,652,,App,Store Pickup,5,0,5,375.15,375.15,300.1,75.05,0.0,0.0,1,187.57
6784,2024-06-09,194,FC002,Website,Ship to Home,4,0,4,861.28,861.28,589.32,271.96,8.52,12.78,1,430.64
6785,2024-06-09,756,FC009,App,Ship to Home,1,0,1,261.3,261.3,176.58,84.72,1.64,2.46,1,261.3
6786,2024-06-09,197,,App,Same-Day Delivery,6,0,6,236.64,236.64,178.08,58.56,0.0,0.0,1,59.16
6787,2024-06-09,431,,App,Curbside Pickup,7,0,7,1473.15,1473.15,1088.71,384.44,0.0,0.0,1,245.53
6788,2024-06-09,130,,App,Store Pickup,3,0,3,641.19,641.19,458.22,182.97,0.0,0.0,1,213.73
6789,2024-06-09,54,FC010,Website,Ship to Home,5,0,5,216.35,216.35,175.9,40.45,3.35,5.03,1,43.27
6790,2024-06-09,733,,Website,Store Pickup,4,0,4,1085.52,1085.52,748.12,337.4,0.0,0.0,1,542.76
6791,2024-06-09,23,,Website,Store Pickup,6,0,6,918.18,918.18,587.76,330.42,0.0,0.0,2,459.09
6792,2024-06-09,449,,Website,Store Pickup,4,0,4,733.24,733.24,483.72,249.52,0.0,0.0,1,244.41
6793,2024-06-09,62,,App,Curbside Pickup,5,0,5,964.75,964.75,706.15,258.6,0.0,0.0,2,321.58
6794,2024-06-09,346,,Website,Same-Day Delivery,1,0,1,34.54,34.54,27.76,6.78,0.0,0.0,1,34.54
6795,2024-06-09,637,,App,Store Pickup,6,0,6,1162.02,1162.02,881.94,280.08,0.0,0.0,1,193.67
6796,2024-06-09,921,FC006,Website,Ship to Home,4,0,4,1025.28,1025.28,792.84,232.44,18.48,27.72,2,256.32
6797,2024-06-09,138,,App,Curbside Pickup,5,0,5,1388.75,1388.75,998.15,390.6,0.0,0.0,2,277.75
6798,2024-06-09,367,,Website,Same-Day Delivery,2,0,2,301.28,301.28,226.4,74.88,0.0,0.0,1,150.64
6799,2024-06-09,687,,App,Same-Day Delivery,3,0,3,591.21,591.21,433.65,157.56,0.0,0.0,1,295.61
6800,2024-06-09,711,,App,Same-Day Delivery,5,0,5,1345.05,1345.05,890.95,454.1,0.0,0.0,1,672.52
6801,2024-06-09,416,,Website,Store Pickup,1,0,1,111.99,111.99,81.5,30.49,0.0,0.0,1,111.99
6802,2024-06-09,841,,Website,Store Pickup,2,0,2,201.7,201.7,129.64,72.06,0.0,0.0,1,201.7
6803,2024-06-09,415,,Website,Same-Day Delivery,7,0,7,736.89,736.89,519.12,217.77,0.0,0.0,2,122.81
6804,2024-06-09,898,,App,Store Pickup,5,0,5,1213.3,1213.3,871.1,342.2,0.0,0.0,1,606.65
6805,2024-06-09,483,,App,Store Pickup,3,0,3,401.01,401.01,298.26,102.75,0.0,0.0,1,401.01
6806,2024-06-09,757,,Website,Curbside Pickup,6,0,6,417.66,417.66,347.7,69.96,0.0,0.0,1,208.83
6807,2024-06-09,189,,App,Store Pickup,5,0,5,156.15,156.15,116.45,39.7,0.0,0.0,2,156.15
6808,2024-06-09,89,FC002,Website,Ship to Home,9,0,9,2223.9,2223.9,1659.15,564.75,7.0200000000000005,10.53,4,370.65
6809,2024-06-09,203,,App,Same-Day Delivery,5,0,5,142.05,142.05,105.45,36.6,0.0,0.0,1,71.03
