item_id,item_name,category_id,category_name,subcategory,brand,vendor_id,upc,unit_cost,unit_retail,unit_weight_lbs,unit_volume_cf,is_perishable,is_private_label,is_seasonal,avg_shelf_days,min_shelf_qty,max_shelf_qty,reorder_point,lead_time_days,item_status
353,Ozark Trail Outdoor Item 0353,4,Home & Garden,Outdoor,Ozark Trail,V1790,856005953800,161.2,221.73,18.95,3.625,False,False,False,27,4,57,17,18,Active
354,Hometrends Decor Item 0354,4,Home & Garden,Decor,Hometrends,V2325,614246752633,113.56,160.97,13.84,4.158,False,False,False,290,2,16,19,5,Active
355,Oster Bedding Item 0355,4,Home & Garden,Bedding,Oster,V3613,518784899627,73.74,88.51,36.71,4.416,False,False,False,193,5,27,13,3,Active
356,Ozark Trail Kitchen Item 0356,4,Home & Garden,Kitchen,Ozark Trail,V4136,269872260739,38.38,56.54,30.69,1.62,False,False,False,63,1,45,24,3,Active
357,Mainstays Decor Item 0357,4,Home & Garden,Decor,Mainstays,V2988,208197169617,174.76,223.84,1.69,3.212,False,False,False,257,5,51,21,9,Active
358,Mainstays Bedding Item 0358,4,Home & Garden,Bedding,Mainstays,V4772,818156061706,143.71,173.2,24.62,4.45,False,False,True,334,1,35,20,14,Active
359,Better Homes & Gardens Bedding Item 0359,4,Home & Garden,Bedding,Better Homes & Gardens,V1288,434296445181,53.53,65.11,3.99,1.087,False,False,False,58,6,26,20,13,Active
360,Ozark Trail Decor Item 0360,4,Home & Garden,Decor,Ozark Trail,V3287,713103121288,114.22,180.35,20.82,0.537,False,False,False,190,6,41,24,14,Active
361,Mainstays Decor Item 0361,4,Home & Garden,Decor,Mainstays,V3693,684794914950,110.22,154.51,49.92,2.221,False,False,False,168,5,32,14,14,Active
362,Hometrends Outdoor Item 0362,4,Home & Garden,Outdoor,Hometrends,V1876,943424473649,121.88,173.71,27.56,3.725,False,False,False,238,4,37,3,2,Seasonal
363,Ozark Trail Furniture Item 0363,4,Home & Garden,Furniture,Ozark Trail,V2236,426445727409,103.76,165.74,49.22,1.082,False,False,False,360,3,70,20,17,Active
364,Ozark Trail Decor Item 0364,4,Home & Garden,Decor,Ozark Trail,V1639,388357267506,19.31,26.73,18.42,2.915,False,False,False,160,1,48,15,19,Discontinued
365,Better Homes & Gardens Outdoor Item 0365,4,Home & Garden,Outdoor,Better Homes & Gardens,V4382,859775523172,158.68,201.39,35.17,4.099,False,False,True,335,3,14,21,13,Active
366,Better Homes & Gardens Outdoor Item 0366,4,Home & Garden,Outdoor,Better Homes & Gardens,V2706,352416903282,69.91,106.74,37.41,4.249,False,False,False,331,6,36,4,10,Active
367,Oster Bedding Item 0367,4,Home & Garden,Bedding,Oster,V3858,268452041215,113.2,150.64,2.62,3.661,False,False,False,235,5,48,19,3,Active
368,Oster Kitchen Item 0368,4,Home & Garden,Kitchen,Oster,V2949,918498104890,30.03,40.07,2.56,2.002,False,False,True,263,4,61,7,5,Active
369,Mainstays Kitchen Item 0369,4,Home & Garden,Kitchen,Mainstays,V3298,678685286593,79.37,113.38,12.39,0.368,False,False,False,172,6,71,21,3,Active
370,Hometrends Kitchen Item 0370,4,Home & Garden,Kitchen,Hometrends,V2411,819810221356,73.37,93.63,1.31,1.531,False,False,False,322,4,51,7,15,Active
371,Mainstays Decor Item 0371,4,Home & Garden,Decor,Mainstays,V3983,193856907340,137.23,173.24,5.71,0.282,False,False,False,82,3,12,13,4,Active
372,Hometrends Furniture Item 0372,4,Home & Garden,Furniture,Hometrends,V1867,697875774280,66.71,99.8,26.21,1.301,False,False,False,79,6,56,24,1,Active
373,Ozark Trail Furniture Item 0373,4,Home & Garden,Furniture,Ozark Trail,V1822,867893717470,51.46,62.99,30.94,0.275,False,False,False,11,1,36,24,9,Active
374,Oster Furniture Item 0374,4,Home & Garden,Furniture,Oster,V3659,355063175086,4.31,6.67,48.99,2.548,False,False,False,168,4,67,22,18,Active
375,Mainstays Bedding Item 0375,4,Home & Garden,Bedding,Mainstays,V3918,143041965203,193.37,275.41,12.44,2.652,False,False,False,208,6,22,3,12,Active
376,Oster Outdoor Item 0376,4,Home & Garden,Outdoor,Oster,V3053,990243118434,47.62,75.78,3.19,1.296,False,False,False,22,5,72,11,8,Active
377,Hometrends Decor Item 0377,4,Home & Garden,Decor,Hometrends,V4934,772926864069,18.02,24.38,43.65,3.436,False,False,False,300,2,39,12,20,Active
378,Ozark Trail Decor Item 0378,4,Home & Garden,Decor,Ozark Trail,V3217,979111294904,41.75,52.41,10.2,0.699,False,False,False,275,2,39,7,21,Discontinued
379,Mainstays Outdoor Item 0379,4,Home & Garden,Outdoor,Mainstays,V3946,302371932467,14.03,19.83,15.95,4.399,False,False,False,170,4,38,12,15,Active
380,Oster Decor Item 0380,4,Home & Garden,Decor,Oster,V1756,937631143207,155.93,193.78,49.3,3.089,False,False,False,320,2,50,10,8,Active
381,Oster Furniture Item 0381,4,Home & Garden,Furniture,Oster,V3057,765059099638,137.78,191.6,23.49,3.251,False,False,False,205,4,42,7,6,Active
382,Better Homes & Gardens Kitchen Item 0382,4,Home & Garden,Kitchen,Better Homes & Gardens,V2105,555052635603,153.03,184.56,11.21,3.36,False,False,False,111,1,23,17,20,Active
383,Oster Kitchen Item 0383,4,Home & Garden,Kitchen,Oster,V4179,765899573375,177.57,243.45,36.79,1.908,False,False,False,320,6,48,22,18,Active
384,Better Homes & Gardens Bedding Item 0384,4,Home & Garden,Bedding,Better Homes & Gardens,V4595,370565057016,22.31,30.85,25.98,1.984,False,False,False,292,4,45,23,2,Active
385,Hometrends Kitchen Item 0385,4,Home & Garden,Kitchen,Hometrends,V2171,282370097428,176.94,267.09,21.18,3.07,False,False,True,271,2,41,23,15,Active
386,Ozark Trail Furniture Item 0386,4,Home & Garden,Furniture,Ozark Trail,V4663,699990241608,36.36,52.15,6.85,2.074,False,False,False,98,4,49,9,15,Active
387,Oster Decor Item 0387,4,Home & Garden,Decor,Oster,V1467,596954459667,143.82,179.69,31.74,0.436,False,False,False,268,5,72,8,13,Active
388,Better Homes & Gardens Decor Item 0388,4,Home & Garden,Decor,Better Homes & Gardens,V3701,266913907339,182.49,260.27,8.19,0.732,False,False,False,33,4,31,12,15,Active
389,Mainstays Furniture Item 0389,4,Home & Garden,Furniture,Mainstays,V1014,940192498967,179.76,284.77,12.73,2.299,False,False,False,285,1,50,18,8,Active
390,Hometrends Kitchen Item 0390,4,Home & Garden,Kitchen,Hometrends,V3458,366316203269,82.33,101.41,44.12,1.398,False,False,False,113,1,23,7,2,Active
391,Better Homes & Gardens Decor Item 0391,4,Home & Garden,Decor,Better Homes & Gardens,V4432,429008605834,170.84,250.59,16.62,0.448,False,False,True,98,2,55,12,20,Active
392,Ozark Trail Bedding Item 0392,4,Home & Garden,Bedding,Ozark Trail,V2865,738873528295,157.57,200.27,18.07,0.189,False,False,False,172,3,69,15,3,Active
393,Ozark Trail Furniture Item 0393,4,Home & Garden,Furniture,Ozark Trail,V3845,404338839727,58.92,73.87,16.53,2.075,False,False,False,114,5,15,6,19,Active
394,Ozark Trail Furniture Item 0394,4,Home & Garden,Furniture,Ozark Trail,V4825,416568319740,96.99,143.11,21.41,4.241,False,False,False,301,5,34,7,20,Active
395,Ozark Trail Kitchen Item 0395,4,Home & Garden,Kitchen,Ozark Trail,V3496,878388612415,98.75,125.61,14.6,0.976,False,False,True,245,6,62,6,7,Active
396,Hometrends Kitchen Item 0396,4,Home & Garden,Kitchen,Hometrends,V4301,334666290856,9.58,12.84,0.66,1.014,False,False,False,41,3,31,19,18,Active
397,Better Homes & Gardens Furniture Item 0397,4,Home & Garden,Furniture,Better Homes & Gardens,V3967,776753364886,137.32,183.53,48.01,4.162,False,False,False,180,6,42,18,2,Active
398,Hometrends Decor Item 0398,4,Home & Garden,Decor,Hometrends,V3199,468920204205,125.63,195.58,23.18,4.073,False,False,False,35,5,31,21,11,Active
399,Better Homes & Gardens Decor Item 0399,4,Home & Garden,Decor,Better Homes & Gardens,V4752,975692418614,115.69,154.18,17.74,4.848,False,False,False,22,3,36,23,18,Active
400,Ozark Trail Bedding Item 0400,4,Home & Garden,Bedding,Ozark Trail,V4541,927993862448,78.22,112.49,15.48,4.291,False,False,False,146,4,17,18,8,Active
401,Athletic Works Camping Item 0401,5,Sporting Goods,Camping,Athletic Works,V2532,142026014401,105.26,133.68,38.91,4.568,False,False,False,19,4,69,19,5,Active
402,Wilson Cycling Item 0402,5,Sporting Goods,Cycling,Wilson,V4151,211118530535,62.42,83.08,41.12,4.691,False,False,False,74,2,58,4,15,Active
403,Russell Fitness Item 0403,5,Sporting Goods,Fitness,Russell,V3814,756477693926,1.32,2.08,43.61,1.673,False,False,False,59,5,61,24,10,Active
404,Athletic Works Camping Item 0404,5,Sporting Goods,Camping,Athletic Works,V2133,450178458168,64.52,82.39,38.66,3.359,False,False,False,87,3,19,3,20,Active
405,Spalding Camping Item 0405,5,Sporting Goods,Camping,Spalding,V2110,983493471760,108.73,154.37,14.24,1.232,False,False,True,320,3,46,17,2,Active
406,Wilson Fitness Item 0406,5,Sporting Goods,Fitness,Wilson,V2746,294956797994,21.63,26.42,35.26,4.457,False,False,False,360,6,40,22,12,Active
407,Ozark Trail Cycling Item 0407,5,Sporting Goods,Cycling,Ozark Trail,V4131,724770404277,16.17,25.37,6.68,4.066,False,False,False,246,1,41,12,21,Active
408,Wilson Water Sports Item 0408,5,Sporting Goods,Water Sports,Wilson,V4527,778156871370,46.72,60.25,12.98,1.824,False,False,False,347,3,62,13,15,Active
409,Spalding Water Sports Item 0409,5,Sporting Goods,Water Sports,Spalding,V4464,409971232353,23.02,32.03,38.42,3.026,False,False,True,59,4,64,6,11,Active
410,Spalding Team Sports Item 0410,5,Sporting Goods,Team Sports,Spalding,V2693,779629505830,106.78,145.26,12.26,0.804,False,False,False,40,3,25,21,14,Active
411,Wilson Cycling Item 0411,5,Sporting Goods,Cycling,Wilson,V1967,826592869398,157.57,223.4,33.51,3.699,False,False,False,256,1,49,22,15,Active
412,Spalding Water Sports Item 0412,5,Sporting Goods,Water Sports,Spalding,V1285,218533620635,35.65,56.41,34.31,2.986,False,False,False,174,4,53,24,2,Active
413,Ozark Trail Cycling Item 0413,5,Sporting Goods,Cycling,Ozark Trail,V1000,262165414008,180.7,262.82,33.08,2.27,False,False,False,322,5,40,9,7,Active
414,Athletic Works Team Sports Item 0414,5,Sporting Goods,Team Sports,Athletic Works,V2247,580764364718,114.27,178.86,35.92,4.576,False,False,False,305,1,51,19,13,Active
415,Athletic Works Fitness Item 0415,5,Sporting Goods,Fitness,Athletic Works,V1217,873097735295,74.16,105.27,28.05,4.894,False,False,True,151,1,27,16,19,Active
416,Athletic Works Water Sports Item 0416,5,Sporting Goods,Water Sports,Athletic Works,V1865,291823923425,81.5,111.99,23.8,0.949,False,False,False,191,4,21,12,5,Active
417,Spalding Fitness Item 0417,5,Sporting Goods,Fitness,Spalding,V3694,250281840476,29.23,45.42,4.32,3.215,False,False,False,240,6,50,16,20,Active
418,Russell Water Sports Item 0418,5,Sporting Goods,Water Sports,Russell,V2455,302833012774,110.63,152.67,21.3,0.047,False,False,False,128,6,44,11,14,Discontinued
419,Russell Team Sports Item 0419,5,Sporting Goods,Team Sports,Russell,V2979,506754373302,7.18,8.72,5.75,2.413,False,False,False,79,6,58,19,9,Active
420,Spalding Cycling Item 0420,5,Sporting Goods,Cycling,Spalding,V2935,914457495256,178.04,219.95,33.22,3.347,False,False,False,283,5,31,22,2,Discontinued
421,Russell Fitness Item 0421,5,Sporting Goods,Fitness,Russell,V2921,905624046529,94.04,132.13,16.64,1.771,False,False,False,157,3,22,4,20,Active
422,Russell Team Sports Item 0422,5,Sporting Goods,Team Sports,Russell,V1692,158294989798,12.75,17.71,32.85,1.466,False,False,False,20,3,43,5,5,Active
423,Athletic Works Team Sports Item 0423,5,Sporting Goods,Team Sports,Athletic Works,V4513,113988518323,26.94,35.36,37.1,3.023,False,False,False,84,6,40,14,6,Active
424,Ozark Trail Water Sports Item 0424,5,Sporting Goods,Water Sports,Ozark Trail,V1135,753458100982,36.57,51.6,46.7,0.779,False,False,False,218,4,27,24,15,Active
425,Ozark Trail Camping Item 0425,5,Sporting Goods,Camping,Ozark Trail,V1222,390521299250,115.76,177.89,37.8,0.589,False,False,False,211,4,31,18,18,Active
426,Wilson Water Sports Item 0426,5,Sporting Goods,Water Sports,Wilson,V2780,413583563968,52.89,74.69,46.37,2.25,False,False,False,278,6,14,6,18,Active
427,Wilson Cycling Item 0427,5,Sporting Goods,Cycling,Wilson,V2372,393218817973,183.65,283.43,40.14,1.284,False,False,False,243,6,59,10,19,Active
428,Russell Team Sports Item 0428,5,Sporting Goods,Team Sports,Russell,V2283,110941912639,135.7,216.75,33.67,4.16,False,False,True,57,5,18,24,15,Active
429,Athletic Works Team Sports Item 0429,5,Sporting Goods,Team Sports,Athletic Works,V1376,824106311497,39.02,47.19,44.71,1.092,False,False,False,69,6,19,5,20,Active
430,Russell Camping Item 0430,5,Sporting Goods,Camping,Russell,V2037,612366270797,179.25,264.98,33.06,0.388,False,False,False,148,4,56,24,11,Active
431,Spalding Team Sports Item 0431,5,Sporting Goods,Team Sports,Spalding,V2362,168702118928,155.53,210.45,12.99,4.066,False,False,False,42,4,71,9,20,Active
432,Wilson Fitness Item 0432,5,Sporting Goods,Fitness,Wilson,V1894,807011601691,29.2,44.02,5.4,2.213,False,False,False,24,1,16,21,9,Active
433,Spalding Water Sports Item 0433,5,Sporting Goods,Water Sports,Spalding,V4821,830306943107,30.2,43.98,19.59,0.767,False,False,False,207,5,12,19,16,Active
434,Wilson Fitness Item 0434,5,Sporting Goods,Fitness,Wilson,V4908,631630321263,108.26,130.06,6.15,2.681,False,False,False,177,6,31,15,2,Active
435,Spalding Team Sports Item 0435,5,Sporting Goods,Team Sports,Spalding,V1329,606124021048,107.16,169.78,38.05,1.457,False,False,False,290,1,36,24,7,Active
436,Wilson Fitness Item 0436,5,Sporting Goods,Fitness,Wilson,V1347,795291700490,126.31,169.72,21.96,0.955,False,False,True,19,6,49,10,16,Active
437,Russell Team Sports Item 0437,5,Sporting Goods,Team Sports,Russell,V4325,121456942049,100.19,158.9,1.95,0.29,False,False,False,28,4,19,9,21,Active
438,Wilson Cycling Item 0438,5,Sporting Goods,Cycling,Wilson,V4788,138964087093,30.22,43.27,36.8,2.45,False,False,True,323,1,27,23,5,Active
439,Spalding Team Sports Item 0439,5,Sporting Goods,Team Sports,Spalding,V3503,171257984899,164.24,203.48,40.91,0.541,False,False,False,322,2,16,9,14,Active
440,Wilson Team Sports Item 0440,5,Sporting Goods,Team Sports,Wilson,V3235,452777143582,24.6,36.25,41.84,3.968,False,False,False,310,2,33,5,4,Active
441,Wilson Camping Item 0441,5,Sporting Goods,Camping,Wilson,V2796,145449282964,139.41,198.15,6.76,3.957,False,False,False,199,2,13,18,3,Active
442,Ozark Trail Fitness Item 0442,5,Sporting Goods,Fitness,Ozark Trail,V2162,861996872304,141.49,203.39,40.39,3.865,False,False,False,112,2,52,11,17,Active
443,Ozark Trail Camping Item 0443,5,Sporting Goods,Camping,Ozark Trail,V1737,648541191787,122.3,148.6,30.64,0.449,False,False,False,161,3,38,3,18,Active
444,Spalding Cycling Item 0444,5,Sporting Goods,Cycling,Spalding,V4533,656368873070,195.37,282.81,11.04,3.854,False,False,False,148,1,24,6,5,Active
445,Wilson Water Sports Item 0445,5,Sporting Goods,Water Sports,Wilson,V1176,808901650662,35.68,52.38,18.27,1.056,False,False,False,322,4,14,6,2,Discontinued
446,Ozark Trail Camping Item 0446,5,Sporting Goods,Camping,Ozark Trail,V1475,891284587528,157.21,219.15,22.3,2.903,False,False,False,353,3,26,6,11,Active
447,Ozark Trail Water Sports Item 0447,5,Sporting Goods,Water Sports,Ozark Trail,V1903,615711883238,174.04,234.99,29.3,0.281,False,False,False,117,5,41,8,13,Active
448,Wilson Camping Item 0448,5,Sporting Goods,Camping,Wilson,V1828,238881595793,126.59,201.31,1.7,2.848,False,False,False,63,4,41,16,6,Active
449,Ozark Trail Team Sports Item 0449,5,Sporting Goods,Team Sports,Ozark Trail,V3613,774106971829,120.93,183.31,45.29,2.895,False,False,False,124,1,38,19,16,Active
450,Ozark Trail Cycling Item 0450,5,Sporting Goods,Cycling,Ozark Trail,V1059,571286837656,94.96,131.53,36.84,1.241,False,False,False,303,2,69,21,5,Discontinued
451,Spalding Water Sports Item 0451,5,Sporting Goods,Water Sports,Spalding,V2927,944963846736,196.05,238.4,25.26,2.134,False,False,False,363,1,40,18,8,Active
452,Spalding Water Sports Item 0452,5,Sporting Goods,Water Sports,Spalding,V2211,809696368996,190.01,238.1,49.95,0.089,False,False,False,89,6,41,21,19,Active
453,Wilson Water Sports Item 0453,5,Sporting Goods,Water Sports,Wilson,V2660,968377729665,154.48,239.39,43.59,3.138,False,False,False,7,6,16,15,11,Active
454,Athletic Works Water Sports Item 0454,5,Sporting Goods,Water Sports,Athletic Works,V3508,733689933561,150.7,222.92,39.74,3.941,False,False,True,178,6,71,4,17,Discontinued
455,Athletic Works Fitness Item 0455,5,Sporting Goods,Fitness,Athletic Works,V3535,499607512465,22.64,30.48,18.39,3.244,False,False,False,294,6,61,9,5,Seasonal
456,Ozark Trail Cycling Item 0456,5,Sporting Goods,Cycling,Ozark Trail,V4846,738886165523,23.15,32.21,43.57,3.517,False,False,False,122,3,34,11,17,Active
457,Athletic Works Fitness Item 0457,5,Sporting Goods,Fitness,Athletic Works,V2991,677679329426,13.14,17.58,41.5,2.356,False,False,False,279,3,40,22,12,Active
458,Spalding Camping Item 0458,5,Sporting Goods,Camping,Spalding,V1328,414300603536,178.43,246.8,47.92,0.394,False,False,False,64,6,21,18,5,Active
459,Russell Fitness Item 0459,5,Sporting Goods,Fitness,Russell,V3217,245735634034,58.99,93.67,23.75,2.106,False,False,False,17,3,24,5,1,Active
460,Ozark Trail Cycling Item 0460,5,Sporting Goods,Cycling,Ozark Trail,V2404,811486073746,129.11,176.19,39.36,2.436,False,False,False,278,5,40,17,10,Active
461,Athletic Works Camping Item 0461,5,Sporting Goods,Camping,Athletic Works,V2523,417701840664,157.96,203.88,38.51,0.246,False,False,False,240,2,51,8,18,Active
462,Ozark Trail Camping Item 0462,5,Sporting Goods,Camping,Ozark Trail,V2296,239906520296,32.67,40.73,22.1,1.855,False,False,False,24,6,32,14,5,Active
463,Russell Camping Item 0463,5,Sporting Goods,Camping,Russell,V1102,943958569327,106.96,133.55,7.35,2.296,False,False,False,9,6,46,19,11,Active
464,Athletic Works Water Sports Item 0464,5,Sporting Goods,Water Sports,Athletic Works,V4089,832608581529,179.25,284.62,7.44,2.831,False,False,False,233,3,56,6,16,Discontinued
465,Ozark Trail Cycling Item 0465,5,Sporting Goods,Cycling,Ozark Trail,V3529,344129707432,23.82,28.82,22.35,0.471,False,False,True,335,2,49,19,8,Active
466,Athletic Works Camping Item 0466,5,Sporting Goods,Camping,Athletic Works,V2824,837347372732,5.0,7.08,47.89,4.879,False,False,False,258,3,50,22,17,Discontinued
467,Athletic Works Water Sports Item 0467,5,Sporting Goods,Water Sports,Athletic Works,V2514,509680234192,30.02,46.28,0.71,1.731,False,False,False,235,5,17,9,15,Active
468,Wilson Water Sports Item 0468,5,Sporting Goods,Water Sports,Wilson,V4974,567712161506,58.08,88.41,36.46,2.077,False,False,False,313,1,21,9,10,Active
469,Russell Team Sports Item 0469,5,Sporting Goods,Team Sports,Russell,V4097,196103210726,13.69,21.69,0.43,3.198,False,False,False,96,5,41,21,5,Active
470,Wilson Team Sports Item 0470,5,Sporting Goods,Team Sports,Wilson,V4384,433225932101,111.0,135.08,24.76,3.702,False,False,False,8,2,28,12,21,Active
471,Wilson Fitness Item 0471,5,Sporting Goods,Fitness,Wilson,V2708,637641310201,130.94,203.88,45.35,3.227,False,False,True,148,4,16,22,12,Active
472,Russell Water Sports Item 0472,5,Sporting Goods,Water Sports,Russell,V2949,864393620857,173.74,252.13,40.93,1.872,False,False,False,15,3,22,21,2,Active
473,Wilson Camping Item 0473,5,Sporting Goods,Camping,Wilson,V2479,797586500875,71.8,87.68,45.61,1.786,False,False,False,278,6,71,5,17,Active
474,Ozark Trail Fitness Item 0474,5,Sporting Goods,Fitness,Ozark Trail,V2321,447344498431,119.95,151.96,41.36,3.428,False,False,False,357,6,56,14,4,Active
475,Athletic Works Camping Item 0475,5,Sporting Goods,Camping,Athletic Works,V2527,635920898920,3.07,4.32,20.66,4.605,False,False,False,118,2,44,10,7,Active
476,Russell Cycling Item 0476,5,Sporting Goods,Cycling,Russell,V4465,883969381308,138.09,218.32,27.6,3.784,False,False,True,242,1,19,7,1,Active
477,Athletic Works Team Sports Item 0477,5,Sporting Goods,Team Sports,Athletic Works,V3447,939765410760,28.23,38.87,48.51,0.869,False,False,False,67,2,20,7,8,Active
478,Ozark Trail Camping Item 0478,5,Sporting Goods,Camping,Ozark Trail,V4125,223626466328,196.23,268.82,3.98,3.876,False,False,False,28,2,18,4,17,Active
479,Wilson Fitness Item 0479,5,Sporting Goods,Fitness,Wilson,V2235,111457196449,181.75,221.25,37.75,3.914,False,False,False,112,5,69,9,6,Active
480,Spalding Fitness Item 0480,5,Sporting Goods,Fitness,Spalding,V2136,739730188719,29.54,44.27,17.46,0.811,False,False,False,320,2,44,21,3,Active
481,Russell Fitness Item 0481,5,Sporting Goods,Fitness,Russell,V4949,285894159424,106.0,157.55,45.09,2.69,False,False,False,57,2,70,19,16,Active
482,Russell Camping Item 0482,5,Sporting Goods,Camping,Russell,V1740,490132246890,88.21,139.65,49.07,2.126,False,False,False,215,1,60,13,4,Active
483,Russell Camping Item 0483,5,Sporting Goods,Camping,Russell,V2180,892666846704,99.42,133.67,2.13,1.647,False,False,True,152,4,50,12,15,Active
484,Wilson Team Sports Item 0484,5,Sporting Goods,Team Sports,Wilson,V4509,984080613444,197.0,270.12,23.84,3.399,False,False,False,352,4,55,6,13,Active
485,Spalding Fitness Item 0485,5,Sporting Goods,Fitness,Spalding,V3418,215867784558,29.1,39.58,37.1,4.463,False,False,False,193,2,33,9,20,Active
486,Wilson Fitness Item 0486,5,Sporting Goods,Fitness,Wilson,V3044,938714849833,46.96,64.33,35.7,2.914,False,False,False,336,4,34,18,20,Seasonal
487,Wilson Cycling Item 0487,5,Sporting Goods,Cycling,Wilson,V1442,375402709250,56.14,84.61,24.52,1.162,False,False,False,22,1,59,4,3,Active
488,Spalding Camping Item 0488,5,Sporting Goods,Camping,Spalding,V1625,784200112629,76.84,113.08,31.2,3.803,False,False,False,273,4,62,17,7,Active
489,Wilson Water Sports Item 0489,5,Sporting Goods,Water Sports,Wilson,V4315,696397751300,101.21,143.41,27.38,4.763,False,False,True,227,1,36,17,11,Active
490,Wilson Water Sports Item 0490,5,Sporting Goods,Water Sports,Wilson,V3700,958393712962,7.68,9.76,15.22,3.533,False,False,False,75,3,57,15,16,Active
491,Russell Water Sports Item 0491,5,Sporting Goods,Water Sports,Russell,V3343,621708897396,132.19,194.87,28.16,0.79,False,False,True,141,4,49,15,20,Active
492,Athletic Works Team Sports Item 0492,5,Sporting Goods,Team Sports,Athletic Works,V1525,503026563330,12.75,18.31,17.51,3.713,False,False,True,327,3,36,6,14,Active
493,Athletic Works Water Sports Item 0493,5,Sporting Goods,Water Sports,Athletic Works,V2014,809677298029,70.58,103.36,15.67,0.434,False,False,False,163,1,33,8,1,Active
494,Spalding Water Sports Item 0494,5,Sporting Goods,Water Sports,Spalding,V3108,563433026487,131.72,180.32,13.4,3.483,False,False,False,169,4,48,15,11,Active
495,Wilson Fitness Item 0495,5,Sporting Goods,Fitness,Wilson,V3034,991217604627,138.33,177.39,38.27,1.704,False,False,False,193,4,24,18,21,Active
496,Spalding Cycling Item 0496,5,Sporting Goods,Cycling,Spalding,V2217,731343990585,43.21,56.43,20.16,1.137,False,False,False,54,6,66,21,4,Active
497,Athletic Works Fitness Item 0497,5,Sporting Goods,Fitness,Athletic Works,V2749,478857944892,113.5,160.31,39.8,3.261,False,False,False,160,4,54,20,11,Active
498,Wilson Team Sports Item 0498,5,Sporting Goods,Team Sports,Wilson,V4127,299920258599,125.18,172.91,44.06,3.143,False,False,False,102,5,43,9,15,Active
499,Russell Cycling Item 0499,5,Sporting Goods,Cycling,Russell,V4828,901295368659,170.63,266.65,31.38,2.616,False,False,False,82,2,21,24,10,Active
500,Wilson Team Sports Item 0500,5,Sporting Goods,Team Sports,Wilson,V3596,393829185489,172.11,269.26,41.2,3.234,False,False,False,314,2,37,10,4,Active
501,Equate Vitamins Item 0501,6,Pharmacy,Vitamins,Equate,V2988,565729644572,159.51,211.23,32.38,0.195,True,True,False,76,1,28,11,18,Active
502,Equate Diabetic Item 0502,6,Pharmacy,Diabetic,Equate,V4672,443957858323,156.56,191.34,30.12,4.337,True,True,False,215,3,54,24,3,Active
503,ReliOn Vitamins Item 0503,6,Pharmacy,Vitamins,ReliOn,V4821,671748806457,22.83,34.1,33.24,2.906,True,False,False,275,3,43,5,8,Active
504,Sunmark First Aid Item 0504,6,Pharmacy,First Aid,Sunmark,V4300,919258029059,166.55,248.97,11.87,2.12,True,False,True,96,2,29,17,14,Active
505,GoodSense OTC Meds Item 0505,6,Pharmacy,OTC Meds,GoodSense,V4885,448377516286,98.33,132.73,27.33,2.38,True,False,False,149,2,35,18,12,Active
506,Equate Personal Care Item 0506,6,Pharmacy,Personal Care,Equate,V4272,159875487435,7.44,11.13,34.57,3.946,True,True,False,289,4,31,23,12,Discontinued
507,Equate Personal Care Item 0507,6,Pharmacy,Personal Care,Equate,V2591,533623110714,173.46,267.66,46.38,4.59,True,True,False,127,3,25,8,15,Active
508,Kroger Health OTC Meds Item 0508,6,Pharmacy,OTC Meds,Kroger Health,V4192,640910309067,55.17,67.97,23.61,2.071,True,False,False,223,1,64,8,9,Active
509,Sunmark Diabetic Item 0509,6,Pharmacy,Diabetic,Sunmark,V4021,599619665689,120.62,183.99,34.79,3.812,True,False,False,101,6,40,23,5,Active
510,ReliOn First Aid Item 0510,6,Pharmacy,First Aid,ReliOn,V1646,668007722228,63.09,77.78,35.71,3.84,True,False,False,73,5,55,16,11,Active
511,ReliOn First Aid Item 0511,6,Pharmacy,First Aid,ReliOn,V2341,412671594798,35.11,50.46,10.01,2.078,True,False,False,200,5,26,3,1,Discontinued
512,GoodSense Vitamins Item 0512,6,Pharmacy,Vitamins,GoodSense,V1812,869923496117,181.42,288.39,42.61,0.258,True,False,False,314,3,21,5,12,Active
513,GoodSense OTC Meds Item 0513,6,Pharmacy,OTC Meds,GoodSense,V4167,644059012401,3.32,4.68,6.01,3.571,True,False,False,143,3,59,18,13,Active
514,ReliOn Personal Care Item 0514,6,Pharmacy,Personal Care,ReliOn,V3976,309066933321,43.51,66.55,20.97,2.049,True,False,True,155,3,27,22,15,Discontinued
515,Sunmark Personal Care Item 0515,6,Pharmacy,Personal Care,Sunmark,V1042,248042719236,137.01,189.52,43.59,4.872,True,False,False,115,6,36,16,20,Active
516,Equate Personal Care Item 0516,6,Pharmacy,Personal Care,Equate,V1961,760575627385,12.22,16.29,35.51,4.051,True,True,True,265,5,36,12,13,Active
517,ReliOn Personal Care Item 0517,6,Pharmacy,Personal Care,ReliOn,V1695,643329454977,8.7,11.06,46.52,4.391,True,False,True,169,6,45,16,5,Active
518,Sunmark OTC Meds Item 0518,6,Pharmacy,OTC Meds,Sunmark,V4986,408528134064,195.71,273.93,37.42,4.632,True,False,False,141,5,65,11,17,Active
519,ReliOn First Aid Item 0519,6,Pharmacy,First Aid,ReliOn,V4891,710535033173,147.51,206.0,42.67,3.291,True,False,False,34,2,21,4,8,Active
520,Kroger Health First Aid Item 0520,6,Pharmacy,First Aid,Kroger Health,V1475,645148200208,33.13,45.95,2.14,1.789,True,False,False,255,4,43,6,5,Active
