otif_id,po_number,vendor_id,dc_id,order_date,expected_delivery_date,actual_delivery_date,expected_units,received_units,on_time_flag,in_full_flag,otif_flag,days_early_late,short_units,fill_rate_pct,otif_score
6648,PO00009454,V1467,DC013,2024-02-10,2024-02-16,2024-02-18,1297,1297,False,True,False,-2,0,100.0,50.0
6649,PO00009455,V2037,DC023,2024-07-18,2024-08-01,2024-07-31,1063,1063,True,True,True,1,0,100.0,100.0
6650,PO00009456,V3984,DC023,2024-06-12,2024-06-28,2024-07-03,502,418,False,False,False,-5,84,83.27,0.0
6651,PO00009457,V2121,DC006,2024-01-22,2024-02-10,2024-02-09,1206,1188,True,True,True,1,18,98.51,100.0
6652,PO00009458,V1121,DC002,2024-12-30,2025-01-17,2025-01-16,548,548,True,True,True,1,0,100.0,100.0
6653,PO00009459,V2222,DC004,2024-04-20,2024-05-04,2024-05-05,174,153,False,False,False,-1,21,87.93,0.0
6654,PO00009461,V1475,DC019,2024-05-16,2024-06-04,2024-06-05,1031,1031,False,True,False,-1,0,100.0,50.0
6655,PO00009462,V3170,DC010,2024-06-12,2024-06-21,2024-06-21,719,719,True,True,True,0,0,100.0,100.0
6656,PO00009463,V3764,DC006,2024-11-28,2024-12-14,2024-12-14,245,245,True,True,True,0,0,100.0,100.0
6657,PO00009464,V1797,DC003,2024-03-05,2024-03-22,2024-03-22,851,824,True,False,False,0,27,96.83,50.0
6658,PO00009466,V2503,DC017,2024-09-08,2024-09-20,2024-09-21,660,564,False,False,False,-1,96,85.45,0.0
6659,PO00009467,V2753,DC017,2024-08-21,2024-09-05,2024-09-04,300,253,True,False,False,1,47,84.33,50.0
6660,PO00009468,V2345,DC024,2024-07-21,2024-08-03,2024-08-05,85,85,False,True,False,-2,0,100.0,50.0
6661,PO00009469,V1796,DC018,2024-04-13,2024-04-26,2024-04-27,1246,1246,False,True,False,-1,0,100.0,50.0
6662,PO00009471,V1199,DC022,2024-01-13,2024-02-02,2024-02-01,1143,1143,True,True,True,1,0,100.0,100.0
6663,PO00009477,V1340,DC025,2024-07-30,2024-08-09,2024-08-09,66,66,True,True,True,0,0,100.0,100.0
6664,PO00009479,V1765,DC014,2024-04-13,2024-05-03,2024-05-04,608,608,False,True,False,-1,0,100.0,50.0
6665,PO00009480,V3166,DC003,2024-02-19,2024-02-27,2024-02-29,1326,1326,False,True,False,-2,0,100.0,50.0
6666,PO00009481,V1639,DC012,2024-07-08,2024-07-13,2024-07-14,382,382,False,True,False,-1,0,100.0,50.0
6667,PO00009486,V3418,DC025,2024-03-06,2024-03-26,2024-04-02,606,606,False,True,False,-7,0,100.0,50.0
6668,PO00009487,V1738,DC018,2024-08-11,2024-08-29,2024-08-28,1425,1425,True,True,True,1,0,100.0,100.0
6669,PO00009488,V4368,DC023,2024-11-05,2024-11-24,2024-11-24,557,557,True,True,True,0,0,100.0,100.0
6670,PO00009489,V1823,DC004,2024-04-07,2024-04-16,2024-04-16,848,848,True,True,True,0,0,100.0,100.0
6671,PO00009490,V4334,DC025,2024-04-17,2024-05-05,2024-05-04,100,100,True,True,True,1,0,100.0,100.0
6672,PO00009491,V2827,DC006,2024-01-05,2024-01-12,2024-01-12,681,681,True,True,True,0,0,100.0,100.0
6673,PO00009494,V1892,DC007,2024-11-10,2024-11-30,2024-11-30,223,223,True,True,True,0,0,100.0,100.0
6674,PO00009496,V4452,DC023,2024-01-06,2024-01-20,2024-01-27,865,865,False,True,False,-7,0,100.0,50.0
6675,PO00009500,V4986,DC024,2024-03-06,2024-03-18,2024-03-17,1200,1028,True,False,False,1,172,85.67,50.0
6676,PO00009501,V2033,DC017,2024-10-08,2024-10-25,2024-10-24,802,656,True,False,False,1,146,81.8,50.0
6677,PO00009503,V1104,DC004,2024-04-13,2024-04-28,2024-05-01,839,839,False,True,False,-3,0,100.0,50.0
6678,PO00009504,V1504,DC020,2024-10-26,2024-11-15,2024-11-14,62,62,True,True,True,1,0,100.0,100.0
6679,PO00009506,V1719,DC021,2024-12-02,2024-12-11,2024-12-11,48,40,True,False,False,0,8,83.33,50.0
6680,PO00009508,V3369,DC016,2024-01-09,2024-01-21,2024-01-21,836,836,True,True,True,0,0,100.0,100.0
6681,PO00009509,V1796,DC023,2024-01-12,2024-01-30,2024-02-05,906,883,False,False,False,-6,23,97.46,0.0
6682,PO00009510,V4774,DC006,2024-05-05,2024-05-11,2024-05-11,1325,1325,True,True,True,0,0,100.0,100.0
6683,PO00009511,V1967,DC019,2024-10-11,2024-10-21,2024-10-21,169,169,True,True,True,0,0,100.0,100.0
6684,PO00009514,V4027,DC002,2024-07-29,2024-08-02,2024-08-01,132,132,True,True,True,1,0,100.0,100.0
6685,PO00009515,V2014,DC022,2024-08-04,2024-08-09,2024-08-11,1144,1144,False,True,False,-2,0,100.0,50.0
6686,PO00009517,V1845,DC008,2024-11-21,2024-11-24,2024-11-26,847,807,False,False,False,-2,40,95.28,0.0
6687,PO00009518,V3858,DC022,2024-12-28,2024-12-31,2025-01-02,604,604,False,True,False,-2,0,100.0,50.0
6688,PO00009519,V4938,DC017,2024-01-31,2024-02-06,2024-02-05,1097,1097,True,True,True,1,0,100.0,100.0
6689,PO00009520,V2429,DC024,2024-10-11,2024-10-22,2024-10-29,465,465,False,True,False,-7,0,100.0,50.0
6690,PO00009521,V3814,DC013,2024-10-23,2024-10-29,2024-10-29,1258,1258,True,True,True,0,0,100.0,100.0
6691,PO00009522,V3370,DC014,2024-04-06,2024-04-18,2024-04-19,752,612,False,False,False,-1,140,81.38,0.0
6692,PO00009523,V3305,DC017,2024-12-15,2024-12-21,2024-12-20,533,533,True,True,True,1,0,100.0,100.0
6693,PO00009524,V2175,DC019,2024-12-02,2024-12-23,2024-12-23,1069,865,True,False,False,0,204,80.92,50.0
6694,PO00009525,V2526,DC011,2024-09-09,2024-09-16,2024-09-15,128,128,True,True,True,1,0,100.0,100.0
6695,PO00009527,V1318,DC017,2024-11-28,2024-12-07,2024-12-07,975,975,True,True,True,0,0,100.0,100.0
6696,PO00009529,V3724,DC011,2024-05-07,2024-05-26,2024-05-27,665,665,False,True,False,-1,0,100.0,50.0
6697,PO00009530,V1222,DC005,2024-03-16,2024-03-22,2024-03-21,229,229,True,True,True,1,0,100.0,100.0
6698,PO00009533,V2245,DC009,2024-11-06,2024-11-15,2024-11-17,457,457,False,True,False,-2,0,100.0,50.0
6699,PO00009535,V2969,DC002,2024-07-26,2024-08-14,2024-08-13,165,165,True,True,True,1,0,100.0,100.0
6700,PO00009536,V3925,DC014,2024-09-29,2024-10-03,2024-10-03,247,247,True,True,True,0,0,100.0,100.0
6701,PO00009537,V3398,DC004,2024-02-27,2024-03-18,2024-03-18,763,763,True,True,True,0,0,100.0,100.0
6702,PO00009538,V1605,DC004,2024-06-24,2024-07-07,2024-07-07,1294,1294,True,True,True,0,0,100.0,100.0
6703,PO00009539,V4821,DC014,2024-10-11,2024-10-15,2024-10-15,744,744,True,True,True,0,0,100.0,100.0
6704,PO00009541,V1876,DC025,2024-02-10,2024-02-27,2024-02-26,331,331,True,True,True,1,0,100.0,100.0
6705,PO00009544,V1844,DC001,2024-09-08,2024-09-20,2024-09-20,1217,1217,True,True,True,0,0,100.0,100.0
6706,PO00009545,V3954,DC023,2024-05-08,2024-05-21,2024-05-22,390,390,False,True,False,-1,0,100.0,50.0
6707,PO00009546,V2254,DC009,2024-09-18,2024-10-06,2024-10-06,159,159,True,True,True,0,0,100.0,100.0
6708,PO00009548,V3244,DC015,2024-08-31,2024-09-04,2024-09-09,272,272,False,True,False,-5,0,100.0,50.0
6709,PO00009549,V1297,DC019,2024-09-25,2024-10-16,2024-10-16,1115,1115,True,True,True,0,0,100.0,100.0
6710,PO00009550,V3663,DC010,2024-01-01,2024-01-14,2024-01-13,1092,1092,True,True,True,1,0,100.0,100.0
6711,PO00009551,V3954,DC001,2024-12-15,2024-12-29,2024-12-28,1250,1250,True,True,True,1,0,100.0,100.0
6712,PO00009552,V2872,DC021,2024-06-11,2024-06-30,2024-06-29,1327,1327,True,True,True,1,0,100.0,100.0
6713,PO00009555,V4310,DC009,2024-04-05,2024-04-09,2024-04-08,1152,977,True,False,False,1,175,84.81,50.0
6714,PO00009556,V2817,DC021,2024-01-01,2024-01-16,2024-01-18,601,601,False,True,False,-2,0,100.0,50.0
6715,PO00009557,V2831,DC012,2024-10-13,2024-10-23,2024-10-26,786,786,False,True,False,-3,0,100.0,50.0
6716,PO00009558,V1800,DC017,2024-11-30,2024-12-05,2024-12-11,982,982,False,True,False,-6,0,100.0,50.0
6717,PO00009560,V4434,DC013,2024-03-29,2024-04-08,2024-04-08,159,159,True,True,True,0,0,100.0,100.0
6718,PO00009561,V1550,DC012,2024-04-27,2024-05-13,2024-05-13,1258,1258,True,True,True,0,0,100.0,100.0
6719,PO00009562,V2619,DC023,2024-11-13,2024-11-20,2024-11-20,521,521,True,True,True,0,0,100.0,100.0
6720,PO00009563,V3369,DC021,2024-08-24,2024-09-04,2024-09-06,432,432,False,True,False,-2,0,100.0,50.0
6721,PO00009564,V1222,DC004,2024-08-28,2024-09-04,2024-09-05,1279,1279,False,True,False,-1,0,100.0,50.0
6722,PO00009565,V1203,DC001,2024-10-05,2024-10-13,2024-10-17,295,295,False,True,False,-4,0,100.0,50.0
6723,PO00009567,V3774,DC008,2024-06-07,2024-06-12,2024-06-11,832,832,True,True,True,1,0,100.0,100.0
6724,PO00009568,V1497,DC011,2024-07-26,2024-07-30,2024-07-29,1337,1337,True,True,True,1,0,100.0,100.0
6725,PO00009569,V4290,DC024,2024-01-06,2024-01-24,2024-01-24,94,94,True,True,True,0,0,100.0,100.0
6726,PO00009570,V1321,DC008,2024-04-17,2024-04-27,2024-04-26,336,279,True,False,False,1,57,83.04,50.0
6727,PO00009572,V1639,DC015,2024-12-05,2024-12-21,2024-12-25,473,473,False,True,False,-4,0,100.0,50.0
6728,PO00009573,V3337,DC022,2024-10-09,2024-10-22,2024-10-21,114,97,True,False,False,1,17,85.09,50.0
6729,PO00009574,V2538,DC019,2024-06-25,2024-07-13,2024-07-13,1221,1221,True,True,True,0,0,100.0,100.0
6730,PO00009575,V2550,DC012,2024-07-28,2024-08-02,2024-08-01,1167,1167,True,True,True,1,0,100.0,100.0
6731,PO00009576,V4788,DC016,2024-08-09,2024-08-23,2024-08-22,222,222,True,True,True,1,0,100.0,100.0
6732,PO00009577,V4185,DC025,2024-08-04,2024-08-19,2024-08-20,925,925,False,True,False,-1,0,100.0,50.0
6733,PO00009579,V1041,DC020,2024-03-21,2024-04-05,2024-04-05,512,512,True,True,True,0,0,100.0,100.0
6734,PO00009580,V2134,DC015,2024-12-21,2025-01-10,2025-01-09,381,381,True,True,True,1,0,100.0,100.0
6735,PO00009584,V2162,DC009,2024-07-22,2024-07-30,2024-07-29,76,76,True,True,True,1,0,100.0,100.0
6736,PO00009585,V4509,DC016,2024-09-08,2024-09-17,2024-09-17,1297,1043,True,False,False,0,254,80.42,50.0
6737,PO00009586,V3220,DC009,2024-09-18,2024-09-29,2024-09-28,105,105,True,True,True,1,0,100.0,100.0
6738,PO00009587,V3331,DC008,2024-01-13,2024-01-19,2024-01-19,992,992,True,True,True,0,0,100.0,100.0
6739,PO00009588,V1756,DC020,2024-04-27,2024-05-06,2024-05-11,463,463,False,True,False,-5,0,100.0,50.0
6740,PO00009589,V4334,DC020,2024-10-03,2024-10-13,2024-10-13,215,215,True,True,True,0,0,100.0,100.0
6741,PO00009590,V2432,DC020,2024-12-19,2024-12-25,2024-12-26,521,521,False,True,False,-1,0,100.0,50.0
6742,PO00009592,V2872,DC021,2024-01-20,2024-01-28,2024-01-29,1359,1359,False,True,False,-1,0,100.0,50.0
6743,PO00009594,V4840,DC018,2024-01-22,2024-02-01,2024-02-03,1103,906,False,False,False,-2,197,82.14,0.0
6744,PO00009595,V4572,DC014,2024-08-18,2024-08-27,2024-08-30,793,793,False,True,False,-3,0,100.0,50.0
6745,PO00009598,V4974,DC020,2024-06-09,2024-06-25,2024-06-27,1122,1122,False,True,False,-2,0,100.0,50.0
6746,PO00009599,V2083,DC004,2024-04-12,2024-04-19,2024-04-21,302,302,False,True,False,-2,0,100.0,50.0
6747,PO00009600,V2697,DC011,2024-02-14,2024-02-25,2024-02-25,175,170,True,False,False,0,5,97.14,50.0
6748,PO00009601,V4926,DC019,2024-11-16,2024-11-27,2024-11-27,1260,1260,True,True,True,0,0,100.0,100.0
6749,PO00009602,V1655,DC002,2024-09-14,2024-10-02,2024-10-02,1082,1082,True,True,True,0,0,100.0,100.0
6750,PO00009603,V2923,DC013,2024-09-06,2024-09-26,2024-09-25,1019,1019,True,True,True,1,0,100.0,100.0
6751,PO00009604,V1828,DC024,2024-09-01,2024-09-09,2024-09-10,119,119,False,True,False,-1,0,100.0,50.0
6752,PO00009605,V2355,DC018,2024-09-10,2024-09-19,2024-09-18,14,14,True,True,True,1,0,100.0,100.0
6753,PO00009606,V4489,DC013,2024-11-09,2024-11-21,2024-11-21,127,127,True,True,True,0,0,100.0,100.0
6754,PO00009608,V1647,DC013,2024-06-28,2024-07-15,2024-07-15,494,494,True,True,True,0,0,100.0,100.0
6755,PO00009609,V3970,DC016,2024-05-02,2024-05-08,2024-05-07,504,504,True,True,True,1,0,100.0,100.0
6756,PO00009610,V3861,DC021,2024-09-23,2024-10-04,2024-10-04,540,540,True,True,True,0,0,100.0,100.0
6757,PO00009611,V4927,DC007,2024-03-16,2024-04-06,2024-04-05,1068,1068,True,True,True,1,0,100.0,100.0
6758,PO00009612,V1765,DC014,2024-07-04,2024-07-11,2024-07-12,1113,1113,False,True,False,-1,0,100.0,50.0
6759,PO00009614,V2512,DC001,2024-01-03,2024-01-10,2024-01-09,862,862,True,True,True,1,0,100.0,100.0
6760,PO00009618,V1847,DC005,2024-04-14,2024-04-22,2024-04-22,1307,1307,True,True,True,0,0,100.0,100.0
6761,PO00009621,V2514,DC016,2024-11-20,2024-11-23,2024-11-24,840,840,False,True,False,-1,0,100.0,50.0
6762,PO00009622,V2797,DC024,2024-12-11,2024-12-31,2025-01-01,723,723,False,True,False,-1,0,100.0,50.0
6763,PO00009623,V4658,DC013,2024-12-29,2025-01-16,2025-01-16,304,304,True,True,True,0,0,100.0,100.0
6764,PO00009624,V3720,DC021,2024-01-12,2024-01-16,2024-01-17,86,86,False,True,False,-1,0,100.0,50.0
6765,PO00009626,V2217,DC010,2024-07-29,2024-08-18,2024-08-19,94,94,False,True,False,-1,0,100.0,50.0
6766,PO00009628,V2518,DC007,2024-08-05,2024-08-21,2024-08-20,1196,1196,True,True,True,1,0,100.0,100.0
6767,PO00009629,V3983,DC002,2024-11-10,2024-11-27,2024-11-27,338,338,True,True,True,0,0,100.0,100.0
6768,PO00009630,V3558,DC023,2024-01-24,2024-02-09,2024-02-12,353,353,False,True,False,-3,0,100.0,50.0
6769,PO00009633,V3614,DC001,2024-03-05,2024-03-18,2024-03-17,28,25,True,False,False,1,3,89.29,50.0
6770,PO00009635,V1876,DC018,2024-09-20,2024-10-09,2024-10-10,500,500,False,True,False,-1,0,100.0,50.0
6771,PO00009636,V1765,DC011,2024-12-31,2025-01-05,2025-01-10,473,473,False,True,False,-5,0,100.0,50.0
6772,PO00009639,V3451,DC021,2024-12-19,2025-01-05,2025-01-09,1118,1118,False,True,False,-4,0,100.0,50.0
6773,PO00009640,V4776,DC017,2024-03-27,2024-04-09,2024-04-08,378,378,True,True,True,1,0,100.0,100.0
6774,PO00009641,V1239,DC001,2024-06-11,2024-06-16,2024-06-17,1032,1032,False,True,False,-1,0,100.0,50.0
6775,PO00009643,V4666,DC015,2024-08-29,2024-09-17,2024-09-16,536,536,True,True,True,1,0,100.0,100.0
6776,PO00009644,V1120,DC002,2024-11-24,2024-12-10,2024-12-09,1254,1254,True,True,True,1,0,100.0,100.0
6777,PO00009645,V3614,DC002,2024-09-30,2024-10-15,2024-10-15,165,165,True,True,True,0,0,100.0,100.0
6778,PO00009646,V4059,DC024,2024-02-10,2024-02-29,2024-02-28,695,695,True,True,True,1,0,100.0,100.0
6779,PO00009648,V1743,DC005,2024-03-13,2024-03-26,2024-03-25,837,723,True,False,False,1,114,86.38,50.0
6780,PO00009649,V4334,DC001,2024-07-07,2024-07-20,2024-07-22,906,906,False,True,False,-2,0,100.0,50.0
6781,PO00009650,V4297,DC001,2024-10-10,2024-10-13,2024-10-14,762,762,False,True,False,-1,0,100.0,50.0
6782,PO00009651,V2562,DC001,2024-02-14,2024-03-05,2024-03-08,473,448,False,False,False,-3,25,94.71,0.0
6783,PO00009652,V2211,DC017,2024-11-25,2024-12-10,2024-12-10,157,157,True,True,True,0,0,100.0,100.0
6784,PO00009655,V3108,DC020,2024-09-25,2024-10-14,2024-10-14,1053,1053,True,True,True,0,0,100.0,100.0
6785,PO00009656,V2386,DC011,2024-12-19,2025-01-06,2025-01-05,989,989,True,True,True,1,0,100.0,100.0
6786,PO00009657,V3343,DC016,2024-08-27,2024-09-01,2024-09-02,866,866,False,True,False,-1,0,100.0,50.0
6787,PO00009658,V4302,DC012,2024-11-08,2024-11-27,2024-11-27,994,994,True,True,True,0,0,100.0,100.0
6788,PO00009662,V2557,DC009,2024-10-20,2024-11-09,2024-11-09,1050,1050,True,True,True,0,0,100.0,100.0
6789,PO00009663,V2404,DC004,2024-11-12,2024-11-28,2024-11-30,591,591,False,True,False,-2,0,100.0,50.0
6790,PO00009665,V4713,DC025,2024-07-03,2024-07-12,2024-07-11,131,131,True,True,True,1,0,100.0,100.0
6791,PO00009666,V2523,DC001,2024-11-02,2024-11-06,2024-11-06,1276,1276,True,True,True,0,0,100.0,100.0
6792,PO00009668,V4555,DC010,2024-03-29,2024-04-15,2024-04-14,194,194,True,True,True,1,0,100.0,100.0
6793,PO00009671,V3564,DC014,2024-08-09,2024-08-23,2024-08-24,1412,1412,False,True,False,-1,0,100.0,50.0
6794,PO00009672,V2543,DC019,2024-01-12,2024-01-19,2024-01-18,94,94,True,True,True,1,0,100.0,100.0
6795,PO00009674,V1656,DC025,2024-09-15,2024-09-23,2024-09-23,1010,1010,True,True,True,0,0,100.0,100.0
6796,PO00009675,V4938,DC007,2024-09-08,2024-09-25,2024-09-26,1140,1140,False,True,False,-1,0,100.0,50.0
6797,PO00009677,V3841,DC015,2024-07-30,2024-08-09,2024-08-10,628,628,False,True,False,-1,0,100.0,50.0
6798,PO00009678,V2067,DC005,2024-11-26,2024-12-07,2024-12-08,1152,1152,False,True,False,-1,0,100.0,50.0
6799,PO00009679,V4479,DC002,2024-07-10,2024-07-13,2024-07-14,915,915,False,True,False,-1,0,100.0,50.0
6800,PO00009680,V4619,DC018,2024-07-07,2024-07-22,2024-07-22,1027,1027,True,True,True,0,0,100.0,100.0
6801,PO00009681,V3980,DC014,2024-12-19,2024-12-22,2024-12-23,703,683,False,False,False,-1,20,97.16,0.0
6802,PO00009682,V2537,DC022,2024-11-27,2024-12-06,2024-12-06,1366,1366,True,True,True,0,0,100.0,100.0
6803,PO00009683,V2597,DC017,2024-09-13,2024-09-27,2024-09-29,196,196,False,True,False,-2,0,100.0,50.0
6804,PO00009684,V2277,DC010,2024-12-19,2025-01-07,2025-01-08,570,570,False,True,False,-1,0,100.0,50.0
6805,PO00009685,V4624,DC007,2024-07-07,2024-07-13,2024-07-15,1177,1177,False,True,False,-2,0,100.0,50.0
6806,PO00009686,V1894,DC002,2024-05-27,2024-06-17,2024-06-18,943,943,False,True,False,-1,0,100.0,50.0
6807,PO00009688,V3918,DC004,2024-11-10,2024-11-19,2024-11-20,860,860,False,True,False,-1,0,100.0,50.0
6808,PO00009689,V2543,DC011,2024-05-29,2024-06-10,2024-06-10,68,68,True,True,True,0,0,100.0,100.0
6809,PO00009690,V2339,DC012,2024-04-23,2024-05-06,2024-05-06,1274,1274,True,True,True,0,0,100.0,100.0
6810,PO00009691,V1348,DC002,2024-07-12,2024-07-28,2024-08-02,1362,1209,False,False,False,-5,153,88.77,0.0
6811,PO00009694,V1863,DC014,2024-07-23,2024-08-05,2024-08-05,1083,1083,True,True,True,0,0,100.0,100.0
6812,PO00009695,V4118,DC006,2024-07-05,2024-07-15,2024-07-16,922,922,False,True,False,-1,0,100.0,50.0
6813,PO00009696,V4086,DC023,2024-12-05,2024-12-15,2024-12-15,1272,1272,True,True,True,0,0,100.0,100.0
6814,PO00009697,V2621,DC005,2024-05-14,2024-05-31,2024-05-30,675,675,True,True,True,1,0,100.0,100.0
6815,PO00009698,V2175,DC001,2024-03-30,2024-04-10,2024-04-09,1077,1077,True,True,True,1,0,100.0,100.0
6816,PO00009700,V2470,DC010,2024-07-11,2024-08-01,2024-08-06,670,670,False,True,False,-5,0,100.0,50.0
6817,PO00009701,V4950,DC002,2024-07-04,2024-07-13,2024-07-12,718,718,True,True,True,1,0,100.0,100.0
6818,PO00009702,V3150,DC023,2024-07-11,2024-07-15,2024-07-15,478,478,True,True,True,0,0,100.0,100.0
6819,PO00009703,V2386,DC002,2024-07-29,2024-08-07,2024-08-08,717,717,False,True,False,-1,0,100.0,50.0
6820,PO00009704,V4926,DC022,2024-05-19,2024-05-26,2024-05-27,553,553,False,True,False,-1,0,100.0,50.0
6821,PO00009705,V2945,DC025,2024-09-18,2024-10-03,2024-10-05,419,419,False,True,False,-2,0,100.0,50.0
6822,PO00009706,V3001,DC012,2024-03-05,2024-03-21,2024-03-22,510,510,False,True,False,-1,0,100.0,50.0
6823,PO00009707,V2872,DC015,2024-01-15,2024-01-20,2024-01-20,739,739,True,True,True,0,0,100.0,100.0
6824,PO00009708,V4027,DC009,2024-05-21,2024-06-01,2024-06-01,251,239,True,False,False,0,12,95.22,50.0
6825,PO00009710,V4864,DC020,2024-02-27,2024-03-19,2024-03-21,1294,1294,False,True,False,-2,0,100.0,50.0
6826,PO00009714,V1382,DC011,2024-06-11,2024-06-24,2024-06-24,443,415,True,False,False,0,28,93.68,50.0
6827,PO00009715,V2943,DC016,2024-06-09,2024-06-14,2024-06-14,1016,1016,True,True,True,0,0,100.0,100.0
6828,PO00009716,V4000,DC021,2024-06-23,2024-06-30,2024-06-30,1062,1062,True,True,True,0,0,100.0,100.0
6829,PO00009717,V4131,DC011,2024-04-01,2024-04-08,2024-04-07,1438,1438,True,True,True,1,0,100.0,100.0
6830,PO00009718,V2736,DC014,2024-07-11,2024-07-29,2024-07-28,958,958,True,True,True,1,0,100.0,100.0
6831,PO00009719,V4110,DC021,2024-11-29,2024-12-06,2024-12-05,546,546,True,True,True,1,0,100.0,100.0
6832,PO00009722,V3658,DC011,2024-05-29,2024-06-03,2024-06-03,1345,1345,True,True,True,0,0,100.0,100.0
6833,PO00009725,V1500,DC002,2024-10-15,2024-10-29,2024-10-29,603,603,True,True,True,0,0,100.0,100.0
6834,PO00009726,V2377,DC008,2024-03-06,2024-03-09,2024-03-13,65,63,False,False,False,-4,2,96.92,0.0
6835,PO00009729,V4238,DC008,2024-03-20,2024-03-25,2024-03-24,369,369,True,True,True,1,0,100.0,100.0
6836,PO00009730,V3053,DC004,2024-02-07,2024-02-12,2024-02-15,1385,1385,False,True,False,-3,0,100.0,50.0
6837,PO00009735,V2362,DC021,2024-02-21,2024-03-08,2024-03-07,1097,878,True,False,False,1,219,80.04,50.0
6838,PO00009736,V3776,DC017,2024-10-23,2024-10-31,2024-11-01,121,121,False,True,False,-1,0,100.0,50.0
6839,PO00009737,V4736,DC015,2024-11-10,2024-11-14,2024-11-14,513,513,True,True,True,0,0,100.0,100.0
6840,PO00009738,V1695,DC003,2024-03-25,2024-04-03,2024-04-02,1241,1241,True,True,True,1,0,100.0,100.0
6841,PO00009739,V1143,DC010,2024-07-19,2024-07-22,2024-07-23,105,105,False,True,False,-1,0,100.0,50.0
6842,PO00009740,V2693,DC014,2024-07-11,2024-07-18,2024-07-18,954,954,True,True,True,0,0,100.0,100.0
6843,PO00009741,V3873,DC016,2024-10-24,2024-11-04,2024-11-04,653,653,True,True,True,0,0,100.0,100.0
6844,PO00009742,V2532,DC011,2024-11-02,2024-11-18,2024-11-18,626,626,True,True,True,0,0,100.0,100.0
6845,PO00009743,V2333,DC023,2024-03-19,2024-04-02,2024-04-02,127,127,True,True,True,0,0,100.0,100.0
6846,PO00009744,V4131,DC008,2024-07-14,2024-07-25,2024-07-26,897,897,False,True,False,-1,0,100.0,50.0
6847,PO00009745,V3282,DC021,2024-09-25,2024-10-07,2024-10-06,94,94,True,True,True,1,0,100.0,100.0
6848,PO00009746,V1834,DC008,2024-08-23,2024-09-06,2024-09-08,1318,1318,False,True,False,-2,0,100.0,50.0
6849,PO00009748,V1239,DC015,2024-10-02,2024-10-06,2024-10-06,792,792,True,True,True,0,0,100.0,100.0
6850,PO00009749,V3692,DC003,2024-12-12,2024-12-29,2024-12-31,337,337,False,True,False,-2,0,100.0,50.0
6851,PO00009752,V2562,DC008,2024-05-04,2024-05-15,2024-05-14,820,820,True,True,True,1,0,100.0,100.0
6852,PO00009753,V3836,DC019,2024-11-21,2024-12-08,2024-12-15,670,670,False,True,False,-7,0,100.0,50.0
6853,PO00009754,V3382,DC007,2024-02-16,2024-02-27,2024-03-04,439,439,False,True,False,-6,0,100.0,50.0
6854,PO00009756,V4957,DC016,2024-05-15,2024-06-01,2024-06-01,577,577,True,True,True,0,0,100.0,100.0
6855,PO00009757,V4529,DC008,2024-02-24,2024-03-01,2024-03-02,169,169,False,True,False,-1,0,100.0,50.0
6856,PO00009758,V4630,DC024,2024-02-22,2024-03-14,2024-03-18,1329,1329,False,True,False,-4,0,100.0,50.0
6857,PO00009761,V1877,DC019,2024-06-27,2024-07-16,2024-07-15,1207,1207,True,True,True,1,0,100.0,100.0
6858,PO00009763,V2585,DC018,2024-01-31,2024-02-21,2024-02-21,887,887,True,True,True,0,0,100.0,100.0
6859,PO00009764,V2245,DC009,2024-07-11,2024-07-19,2024-07-19,457,457,True,True,True,0,0,100.0,100.0
6860,PO00009765,V2105,DC011,2024-06-10,2024-07-01,2024-06-30,804,804,True,True,True,1,0,100.0,100.0
6861,PO00009766,V3534,DC005,2024-04-19,2024-04-23,2024-04-27,138,138,False,True,False,-4,0,100.0,50.0
6862,PO00009767,V4628,DC017,2024-02-22,2024-02-26,2024-02-26,515,515,True,True,True,0,0,100.0,100.0
6863,PO00009768,V4118,DC015,2024-09-17,2024-09-25,2024-09-24,1282,1282,True,True,True,1,0,100.0,100.0
6864,PO00009769,V3309,DC025,2024-01-12,2024-01-19,2024-01-21,1170,1170,False,True,False,-2,0,100.0,50.0
6865,PO00009770,V2532,DC002,2024-12-12,2024-12-21,2024-12-23,747,747,False,True,False,-2,0,100.0,50.0
6866,PO00009773,V4774,DC001,2024-04-16,2024-05-02,2024-05-02,49,49,True,True,True,0,0,100.0,100.0
6867,PO00009774,V4634,DC001,2024-06-23,2024-07-14,2024-07-14,1396,1396,True,True,True,0,0,100.0,100.0
6868,PO00009775,V4099,DC012,2024-07-01,2024-07-20,2024-07-21,1074,1074,False,True,False,-1,0,100.0,50.0
6869,PO00009777,V3955,DC011,2024-04-02,2024-04-17,2024-04-17,935,935,True,True,True,0,0,100.0,100.0
6870,PO00009778,V2590,DC001,2024-11-08,2024-11-20,2024-11-19,114,114,True,True,True,1,0,100.0,100.0
6871,PO00009779,V4110,DC009,2024-02-28,2024-03-20,2024-03-20,698,698,True,True,True,0,0,100.0,100.0
6872,PO00009780,V2921,DC022,2024-10-12,2024-10-17,2024-10-17,1268,1268,True,True,True,0,0,100.0,100.0
6873,PO00009782,V2938,DC008,2024-08-29,2024-09-05,2024-09-06,871,871,False,True,False,-1,0,100.0,50.0
6874,PO00009783,V3122,DC011,2024-07-16,2024-07-28,2024-08-03,1241,1241,False,True,False,-6,0,100.0,50.0
