po_id,po_number,vendor_id,dc_id,item_id,order_date,expected_delivery_date,po_status,po_type,ordered_units,ordered_cases,unit_cost,total_cost,payment_terms
6784,PO00006784,V1844,DC013,654,2024-07-26,2024-08-10,Received,Rush,922,76,25.05,23096.1,Net 45
6785,PO00006785,V4000,DC025,833,2024-09-24,2024-10-13,Received,Cross-Dock,1175,97,101.15,118851.25,Net 45
6786,PO00006786,V2695,DC018,163,2024-12-11,2024-12-15,Shipped,Cross-Dock,903,75,182.91,165167.73,Net 60
6787,PO00006787,V4115,DC020,59,2024-01-16,2024-01-30,Received,Regular,726,60,132.69,96332.94,Net 45
6788,PO00006788,V4855,DC023,550,2024-01-14,2024-01-27,Received,Direct Import,724,60,25.2,18244.8,Net 45
6789,PO00006789,V2953,DC008,995,2024-09-13,2024-09-28,Shipped,Regular,60,5,176.11,10566.6,Net 30
6790,PO00006790,V1916,DC003,640,2024-04-13,2024-04-16,Shipped,Regular,391,32,159.21,62251.11,Net 60
6791,PO00006791,V4770,DC020,762,2024-12-06,2024-12-20,Received,Cross-Dock,79,6,41.66,3291.14,2/10 Net 30
6792,PO00006792,V2037,DC006,430,2024-11-06,2024-11-23,Received,Regular,860,71,179.25,154155.0,Net 60
6793,PO00006793,V2831,DC003,117,2024-01-14,2024-01-28,Received,Regular,847,70,33.75,28586.25,Net 45
6794,PO00006794,V2949,DC022,472,2024-10-26,2024-11-05,Received,Regular,781,65,173.74,135690.94,Net 60
6795,PO00006795,V4521,DC024,602,2024-04-01,2024-04-16,Received,Regular,344,28,103.95,35758.8,2/10 Net 30
6796,PO00006796,V1730,DC011,817,2024-08-28,2024-09-14,Received,Direct Import,1153,96,64.9,74829.7,Net 60
6797,PO00006797,V3041,DC014,60,2024-01-08,2024-01-28,Shipped,Regular,1254,104,103.93,130328.22,2/10 Net 30
6798,PO00006798,V2242,DC005,790,2024-10-03,2024-10-09,Received,Rush,201,16,130.24,26178.24,Net 45
6799,PO00006799,V2372,DC017,427,2024-02-03,2024-02-16,Confirmed,Regular,831,69,183.65,152613.15,Net 45
6800,PO00006800,V3757,DC024,574,2024-12-10,2024-12-24,Confirmed,Cross-Dock,42,3,0.89,37.38,Net 45
6801,PO00006801,V3504,DC005,687,2024-07-10,2024-07-17,Confirmed,Regular,1340,111,144.55,193697.0,Net 60
6802,PO00006802,V4791,DC022,811,2024-07-13,2024-08-03,Cancelled,Regular,109,9,165.65,18055.85,Net 45
6803,PO00006803,V4235,DC019,533,2024-02-05,2024-02-17,Received,Regular,1325,110,87.44,115858.0,Net 30
6804,PO00006804,V2345,DC019,568,2024-07-24,2024-08-06,Open,Cross-Dock,1117,93,42.52,47494.84,Net 30
6805,PO00006805,V3390,DC024,136,2024-05-21,2024-05-28,Confirmed,Regular,811,67,115.74,93865.14,Net 45
6806,PO00006806,V2162,DC019,442,2024-06-15,2024-06-21,Received,Regular,878,73,141.49,124228.22,2/10 Net 30
6807,PO00006807,V2715,DC017,267,2024-09-03,2024-09-11,Open,Regular,679,56,124.75,84705.25,Net 30
6808,PO00006808,V4465,DC025,476,2024-04-21,2024-05-08,Open,Regular,818,68,138.09,112957.62,Net 60
6809,PO00006809,V4914,DC022,274,2024-05-07,2024-05-11,Received,Regular,392,32,144.89,56796.88,2/10 Net 30
6810,PO00006810,V3411,DC014,780,2024-05-10,2024-05-28,Cancelled,Cross-Dock,1001,83,52.22,52272.22,Net 60
6811,PO00006811,V2934,DC024,142,2024-10-12,2024-10-25,Shipped,Regular,779,64,20.49,15961.71,2/10 Net 30
6812,PO00006812,V2547,DC002,622,2024-02-15,2024-02-21,Confirmed,Regular,351,29,190.23,66770.73,Net 60
6813,PO00006813,V4411,DC016,72,2024-01-12,2024-01-25,Confirmed,Regular,1019,84,182.17,185631.23,Net 60
6814,PO00006814,V2469,DC013,802,2024-12-21,2024-12-28,Received,Regular,749,62,2.27,1700.23,2/10 Net 30
6815,PO00006815,V4214,DC007,551,2024-05-07,2024-05-16,Received,Regular,1264,105,70.39,88972.96,Net 45
6816,PO00006816,V4008,DC021,585,2024-02-05,2024-02-22,Received,Cross-Dock,1007,83,124.97,125844.79,Net 60
6817,PO00006817,V3390,DC009,136,2024-10-13,2024-10-29,Shipped,Direct Import,1167,97,115.74,135068.58,Net 45
6818,PO00006818,V2149,DC003,749,2024-11-11,2024-12-02,Received,Regular,971,80,95.85,93070.35,2/10 Net 30
6819,PO00006819,V2470,DC008,3,2024-06-16,2024-06-24,Confirmed,Direct Import,1075,89,20.89,22456.75,Net 60
6820,PO00006820,V3524,DC006,950,2024-05-03,2024-05-23,Received,Regular,533,44,171.4,91356.2,2/10 Net 30
6821,PO00006821,V3048,DC001,708,2024-06-15,2024-06-30,Received,Direct Import,711,59,150.46,106977.06,Net 30
6822,PO00006822,V1323,DC022,116,2024-09-15,2024-10-01,Cancelled,Regular,307,25,160.33,49221.31,Net 45
6823,PO00006823,V2377,DC008,798,2024-01-20,2024-01-25,Shipped,Regular,1384,115,182.06,251971.04,Net 60
6824,PO00006824,V4698,DC012,528,2024-07-17,2024-07-26,Confirmed,Regular,986,82,30.15,29727.9,2/10 Net 30
6825,PO00006825,V4797,DC014,764,2024-10-05,2024-10-24,Confirmed,Regular,1072,89,22.48,24098.56,Net 45
6826,PO00006826,V2585,DC023,120,2024-08-29,2024-09-12,Confirmed,Regular,1279,106,147.27,188358.33,Net 60
6827,PO00006827,V3235,DC018,440,2024-09-09,2024-09-26,Received,Regular,303,25,24.6,7453.8,Net 30
6828,PO00006828,V1473,DC009,638,2024-11-26,2024-12-02,Open,Regular,1282,106,34.03,43626.46,Net 60
6829,PO00006829,V2171,DC003,385,2024-07-25,2024-08-01,Received,Regular,849,70,176.94,150222.06,Net 30
6830,PO00006830,V3359,DC001,812,2024-06-01,2024-06-19,Shipped,Regular,927,77,84.49,78322.23,Net 30
6831,PO00006831,V2673,DC024,317,2024-09-11,2024-09-20,Confirmed,Direct Import,950,79,57.01,54159.5,Net 45
6832,PO00006832,V2242,DC011,790,2024-10-04,2024-10-09,Received,Direct Import,790,65,130.24,102889.6,2/10 Net 30
6833,PO00006833,V3337,DC016,111,2024-01-12,2024-01-18,Cancelled,Direct Import,1223,101,0.81,990.63,2/10 Net 30
6834,PO00006834,V2332,DC013,652,2024-07-01,2024-07-11,Shipped,Regular,860,71,60.02,51617.2,Net 30
6835,PO00006835,V1988,DC014,944,2024-01-14,2024-01-31,Open,Regular,928,77,191.97,178148.16,Net 45
6836,PO00006836,V4586,DC025,829,2024-07-14,2024-07-18,Received,Regular,1184,98,89.8,106323.2,Net 30
6837,PO00006837,V1633,DC022,966,2024-11-25,2024-12-09,Received,Regular,1170,97,19.84,23212.8,Net 30
6838,PO00006838,V1882,DC016,91,2024-08-15,2024-08-18,Shipped,Cross-Dock,554,46,121.61,67371.94,Net 30
6839,PO00006839,V4132,DC003,788,2024-12-19,2025-01-08,Received,Regular,829,69,52.55,43563.95,Net 30
6840,PO00006840,V1504,DC018,299,2024-11-24,2024-12-02,Received,Regular,927,77,110.93,102832.11,2/10 Net 30
6841,PO00006841,V1764,DC016,732,2024-04-01,2024-04-21,Open,Cross-Dock,1135,94,127.08,144235.8,Net 60
6842,PO00006842,V3814,DC001,403,2024-04-25,2024-05-07,Received,Regular,862,71,1.32,1137.84,Net 30
6843,PO00006843,V3094,DC017,740,2024-02-16,2024-03-01,Open,Regular,487,40,33.87,16494.69,Net 45
6844,PO00006844,V4315,DC021,489,2024-04-29,2024-05-20,Received,Direct Import,1380,115,101.21,139669.8,2/10 Net 30
6845,PO00006845,V2278,DC012,263,2024-07-17,2024-08-03,Received,Regular,1283,106,45.64,58556.12,2/10 Net 30
6846,PO00006846,V1738,DC006,103,2024-09-20,2024-10-07,Received,Cross-Dock,217,18,72.68,15771.56,Net 30
6847,PO00006847,V3207,DC023,653,2024-07-29,2024-08-02,Received,Direct Import,205,17,13.25,2716.25,Net 45
6848,PO00006848,V4127,DC020,498,2024-07-10,2024-07-25,Received,Regular,1407,117,125.18,176128.26,2/10 Net 30
6849,PO00006849,V4411,DC006,250,2024-07-24,2024-08-10,Received,Rush,67,5,6.28,420.76,Net 30
6850,PO00006850,V1771,DC008,229,2024-03-05,2024-03-26,Received,Regular,1144,95,112.94,129203.36,Net 60
6851,PO00006851,V4898,DC014,888,2024-06-01,2024-06-09,Received,Regular,27,2,125.29,3382.83,2/10 Net 30
6852,PO00006852,V3951,DC021,983,2024-12-11,2024-12-23,Received,Regular,396,33,103.85,41124.6,Net 45
6853,PO00006853,V2410,DC006,629,2024-09-14,2024-09-24,Received,Regular,1384,115,127.42,176349.28,Net 60
6854,PO00006854,V1997,DC007,617,2024-04-13,2024-04-16,Received,Regular,813,67,47.66,38747.58,2/10 Net 30
6855,PO00006855,V2377,DC003,798,2024-06-08,2024-06-21,Received,Regular,429,35,182.06,78103.74,Net 30
6856,PO00006856,V4752,DC019,399,2024-07-05,2024-07-08,Open,Cross-Dock,352,29,115.69,40722.88,Net 30
6857,PO00006857,V2974,DC025,326,2024-08-04,2024-08-22,Shipped,Direct Import,438,36,179.36,78559.68,2/10 Net 30
6858,PO00006858,V1680,DC020,723,2024-11-28,2024-12-06,Shipped,Regular,1256,104,84.33,105918.48,Net 30
6859,PO00006859,V4226,DC004,659,2024-09-02,2024-09-08,Shipped,Regular,1030,85,84.23,86756.9,Net 45
6860,PO00006860,V2103,DC004,671,2024-07-01,2024-07-13,Received,Regular,400,33,178.49,71396.0,Net 30
6861,PO00006861,V4314,DC017,631,2024-06-07,2024-06-21,Cancelled,Regular,409,34,40.59,16601.31,Net 30
6862,PO00006862,V1799,DC014,637,2024-10-03,2024-10-12,Received,Regular,1188,99,146.99,174624.12,Net 60
6863,PO00006863,V3504,DC009,687,2024-05-05,2024-05-25,Received,Regular,1294,107,144.55,187047.7,Net 60
6864,PO00006864,V4105,DC004,236,2024-01-02,2024-01-07,Shipped,Cross-Dock,1028,85,157.85,162269.8,Net 30
6865,PO00006865,V2590,DC021,228,2024-05-02,2024-05-08,Shipped,Regular,131,10,115.35,15110.85,Net 45
6866,PO00006866,V1120,DC017,224,2024-01-17,2024-01-22,Open,Direct Import,994,82,164.43,163443.42,Net 60
6867,PO00006867,V2741,DC002,55,2024-02-17,2024-03-02,Cancelled,Regular,710,59,132.41,94011.1,2/10 Net 30
6868,PO00006868,V3106,DC001,670,2024-01-03,2024-01-06,Received,Regular,14,1,98.66,1381.24,Net 60
6869,PO00006869,V2581,DC006,108,2024-12-28,2025-01-16,Received,Cross-Dock,691,57,79.59,54996.69,2/10 Net 30
6870,PO00006870,V4906,DC001,620,2024-05-11,2024-05-30,Received,Regular,861,71,13.39,11528.79,Net 30
6871,PO00006871,V1684,DC005,177,2024-05-04,2024-05-07,Cancelled,Rush,752,62,54.05,40645.6,2/10 Net 30
6872,PO00006872,V2591,DC016,507,2024-04-18,2024-04-26,Received,Regular,340,28,173.46,58976.4,Net 30
6873,PO00006873,V4125,DC022,107,2024-08-12,2024-08-15,Received,Cross-Dock,488,40,170.31,83111.28,Net 45
6874,PO00006874,V4665,DC018,125,2024-12-12,2024-12-29,Open,Rush,630,52,69.53,43803.9,Net 45
6875,PO00006875,V1467,DC014,387,2024-03-13,2024-03-25,Cancelled,Regular,1175,97,143.82,168988.5,Net 45
6876,PO00006876,V2630,DC010,208,2024-08-01,2024-08-08,Received,Regular,763,63,184.55,140811.65,Net 30
6877,PO00006877,V2362,DC018,853,2024-08-09,2024-08-26,Received,Rush,305,25,131.19,40012.95,Net 60
6878,PO00006878,V4716,DC014,309,2024-09-13,2024-09-27,Shipped,Cross-Dock,1385,115,103.57,143444.45,Net 60
6879,PO00006879,V2877,DC020,218,2024-08-11,2024-08-25,Confirmed,Regular,1309,109,82.9,108516.1,Net 45
6880,PO00006880,V1060,DC023,81,2024-02-12,2024-03-02,Open,Regular,1227,102,132.38,162430.26,Net 45
6881,PO00006881,V2653,DC011,927,2024-02-24,2024-03-10,Received,Rush,264,22,6.48,1710.72,Net 60
6882,PO00006882,V2013,DC006,627,2024-01-11,2024-01-30,Shipped,Regular,128,10,188.88,24176.64,Net 60
6883,PO00006883,V4986,DC017,883,2024-09-14,2024-10-01,Received,Regular,482,40,199.17,95999.94,Net 30
6884,PO00006884,V4000,DC015,216,2024-09-24,2024-10-14,Received,Regular,337,28,199.56,67251.72,Net 45
6885,PO00006885,V1867,DC010,199,2024-02-04,2024-02-25,Received,Cross-Dock,604,50,43.96,26551.84,Net 30
6886,PO00006886,V1812,DC022,512,2024-03-25,2024-03-29,Confirmed,Regular,619,51,181.42,112298.98,Net 30
6887,PO00006887,V2283,DC004,769,2024-02-13,2024-03-04,Confirmed,Regular,979,81,28.15,27558.85,2/10 Net 30
6888,PO00006888,V3851,DC001,248,2024-08-02,2024-08-18,Shipped,Cross-Dock,881,73,56.43,49714.83,Net 30
6889,PO00006889,V4524,DC016,57,2024-07-20,2024-07-28,Received,Regular,340,28,46.17,15697.8,Net 60
6890,PO00006890,V2582,DC021,767,2024-04-03,2024-04-18,Received,Cross-Dock,224,18,50.12,11226.88,Net 30
6891,PO00006891,V3328,DC012,988,2024-05-31,2024-06-09,Received,Rush,1155,96,49.58,57264.9,Net 60
6892,PO00006892,V2842,DC010,119,2024-03-02,2024-03-17,Received,Rush,544,45,6.96,3786.24,Net 60
6893,PO00006893,V1726,DC016,901,2024-06-21,2024-07-02,Confirmed,Regular,343,28,46.05,15795.15,Net 30
6894,PO00006894,V2013,DC011,627,2024-01-25,2024-02-06,Received,Regular,93,7,188.88,17565.84,Net 60
6895,PO00006895,V2660,DC014,146,2024-01-04,2024-01-15,Received,Cross-Dock,472,39,122.39,57768.08,Net 45
6896,PO00006896,V2652,DC013,262,2024-03-04,2024-03-15,Received,Regular,545,45,123.09,67084.05,2/10 Net 30
6897,PO00006897,V3700,DC007,490,2024-09-20,2024-10-05,Received,Regular,41,3,7.68,314.88,Net 30
6898,PO00006898,V4000,DC025,833,2024-07-14,2024-07-21,Received,Regular,998,83,101.15,100947.7,Net 60
6899,PO00006899,V3034,DC022,495,2024-04-14,2024-04-22,Confirmed,Regular,890,74,138.33,123113.7,Net 45
6900,PO00006900,V2803,DC023,796,2024-04-16,2024-04-29,Shipped,Direct Import,200,16,7.66,1532.0,Net 60
6901,PO00006901,V4132,DC020,788,2024-01-30,2024-02-04,Received,Regular,34,2,52.55,1786.7,Net 60
6902,PO00006902,V4034,DC005,249,2024-02-22,2024-02-29,Received,Rush,146,12,42.67,6229.82,2/10 Net 30
6903,PO00006903,V3646,DC019,206,2024-07-15,2024-08-05,Received,Regular,141,11,38.13,5376.33,Net 30
6904,PO00006904,V4382,DC003,365,2024-10-28,2024-11-17,Received,Regular,274,22,158.68,43478.32,2/10 Net 30
6905,PO00006905,V2865,DC012,346,2024-08-04,2024-08-22,Open,Regular,939,78,27.76,26066.64,2/10 Net 30
6906,PO00006906,V4432,DC015,391,2024-02-22,2024-03-13,Received,Rush,203,16,170.84,34680.52,Net 30
6907,PO00006907,V3431,DC016,82,2024-05-07,2024-05-25,Received,Rush,852,71,89.93,76620.36,Net 45
6908,PO00006908,V4185,DC025,697,2024-02-28,2024-03-15,Received,Regular,563,46,172.41,97066.83,Net 30
6909,PO00006909,V4361,DC015,844,2024-01-21,2024-02-03,Cancelled,Regular,1338,111,185.61,248346.18,Net 30
6910,PO00006910,V1279,DC025,291,2024-04-08,2024-04-25,Shipped,Direct Import,1006,83,44.38,44646.28,Net 60
6911,PO00006911,V3508,DC023,454,2024-01-27,2024-02-02,Received,Regular,962,80,150.7,144973.4,2/10 Net 30
6912,PO00006912,V4465,DC025,23,2024-06-05,2024-06-16,Received,Direct Import,96,8,97.96,9404.16,Net 45
6913,PO00006913,V4908,DC016,434,2024-11-02,2024-11-06,Confirmed,Regular,1235,102,108.26,133701.1,Net 45
6914,PO00006914,V3525,DC014,862,2024-07-28,2024-08-17,Cancelled,Regular,982,81,150.53,147820.46,Net 30
6915,PO00006915,V3282,DC001,277,2024-06-18,2024-07-04,Confirmed,Regular,117,9,20.98,2454.66,Net 45
6916,PO00006916,V1120,DC016,224,2024-11-12,2024-11-27,Confirmed,Regular,931,77,164.43,153084.33,Net 45
6917,PO00006917,V4751,DC004,330,2024-10-23,2024-10-26,Received,Regular,999,83,98.42,98321.58,Net 45
6918,PO00006918,V4300,DC022,504,2024-06-18,2024-06-27,Confirmed,Regular,138,11,166.55,22983.9,2/10 Net 30
6919,PO00006919,V2328,DC017,90,2024-05-24,2024-06-01,Received,Cross-Dock,764,63,31.9,24371.6,Net 60
6920,PO00006920,V2581,DC025,108,2024-11-14,2024-11-20,Received,Regular,1215,101,79.59,96701.85,2/10 Net 30
6921,PO00006921,V2179,DC005,818,2024-07-09,2024-07-26,Received,Regular,40,3,69.8,2792.0,Net 30
6922,PO00006922,V3525,DC010,862,2024-09-21,2024-09-28,Received,Regular,772,64,150.53,116209.16,Net 45
6923,PO00006923,V2981,DC001,319,2024-06-17,2024-06-28,Received,Regular,336,28,36.15,12146.4,Net 30
6924,PO00006924,V4938,DC005,171,2024-12-18,2024-12-22,Shipped,Rush,353,29,185.79,65583.87,Net 45
6925,PO00006925,V3790,DC016,755,2024-08-04,2024-08-08,Shipped,Direct Import,1149,95,98.98,113728.02,2/10 Net 30
6926,PO00006926,V2372,DC006,427,2024-08-01,2024-08-12,Received,Regular,294,24,183.65,53993.1,2/10 Net 30
6927,PO00006927,V1726,DC020,901,2024-07-18,2024-07-29,Received,Cross-Dock,1264,105,46.05,58207.2,Net 60
6928,PO00006928,V2597,DC025,548,2024-09-17,2024-10-07,Received,Direct Import,859,71,17.31,14869.29,2/10 Net 30
6929,PO00006929,V2730,DC025,871,2024-06-12,2024-06-21,Received,Regular,240,20,130.94,31425.6,Net 60
6930,PO00006930,V2391,DC009,964,2024-12-06,2024-12-18,Received,Regular,1231,102,197.13,242667.03,Net 30
6931,PO00006931,V4406,DC008,11,2024-04-17,2024-04-23,Shipped,Cross-Dock,1371,114,22.82,31286.22,Net 45
6932,PO00006932,V3918,DC018,375,2024-03-10,2024-03-19,Received,Regular,682,56,193.37,131878.34,2/10 Net 30
6933,PO00006933,V4860,DC011,272,2024-12-25,2025-01-09,Confirmed,Regular,73,6,26.94,1966.62,Net 30
6934,PO00006934,V2119,DC025,660,2024-08-15,2024-08-20,Shipped,Regular,1349,112,72.88,98315.12,Net 30
6935,PO00006935,V3431,DC004,82,2024-10-26,2024-10-31,Received,Regular,685,57,89.93,61602.05,Net 45
6936,PO00006936,V2706,DC003,366,2024-09-25,2024-10-15,Cancelled,Regular,625,52,69.91,43693.75,2/10 Net 30
6937,PO00006937,V3496,DC012,395,2024-03-20,2024-03-23,Confirmed,Rush,307,25,98.75,30316.25,Net 45
6938,PO00006938,V1060,DC002,81,2024-02-28,2024-03-09,Received,Regular,618,51,132.38,81810.84,Net 45
6939,PO00006939,V2543,DC021,138,2024-03-22,2024-04-07,Shipped,Regular,1095,91,199.63,218594.85,2/10 Net 30
6940,PO00006940,V2061,DC019,211,2024-07-23,2024-08-10,Received,Regular,1354,112,103.69,140396.26,Net 45
6941,PO00006941,V1639,DC012,364,2024-02-05,2024-02-13,Received,Direct Import,670,55,19.31,12937.7,Net 60
6942,PO00006942,V4615,DC004,225,2024-06-03,2024-06-20,Received,Regular,133,11,129.63,17240.79,Net 45
6943,PO00006943,V2242,DC008,790,2024-07-11,2024-07-19,Cancelled,Regular,684,57,130.24,89084.16,Net 45
6944,PO00006944,V2298,DC007,809,2024-05-19,2024-05-23,Received,Regular,165,13,132.01,21781.65,Net 45
6945,PO00006945,V4595,DC019,384,2024-07-19,2024-07-26,Cancelled,Cross-Dock,243,20,22.31,5421.33,Net 60
6946,PO00006946,V4788,DC025,438,2024-07-02,2024-07-17,Cancelled,Regular,1306,108,30.22,39467.32,Net 30
6947,PO00006947,V3411,DC023,780,2024-01-21,2024-02-05,Shipped,Direct Import,1008,84,52.22,52637.76,Net 45
6948,PO00006948,V1822,DC009,373,2024-12-26,2025-01-01,Received,Direct Import,83,6,51.46,4271.18,Net 60
6949,PO00006949,V2296,DC010,462,2024-02-26,2024-03-12,Shipped,Direct Import,947,78,32.67,30938.49,Net 30
6950,PO00006950,V3776,DC022,646,2024-03-24,2024-04-13,Open,Direct Import,975,81,109.81,107064.75,2/10 Net 30
6951,PO00006951,V1227,DC015,774,2024-09-10,2024-09-14,Received,Regular,597,49,166.63,99478.11,Net 60
6952,PO00006952,V2235,DC013,479,2024-11-16,2024-11-24,Received,Regular,989,82,181.75,179750.75,Net 60
6953,PO00006953,V4110,DC017,682,2024-05-12,2024-05-30,Shipped,Regular,142,11,142.46,20229.32,Net 45
6954,PO00006954,V2021,DC010,675,2024-02-07,2024-02-28,Received,Regular,602,50,30.92,18613.84,Net 30
6955,PO00006955,V4054,DC011,95,2024-07-12,2024-07-21,Shipped,Direct Import,483,40,16.19,7819.77,Net 30
6956,PO00006956,V4926,DC012,332,2024-12-13,2025-01-03,Received,Rush,1363,113,52.94,72157.22,Net 45
6957,PO00006957,V2087,DC005,20,2024-05-14,2024-06-02,Received,Regular,306,25,134.11,41037.66,Net 45
6958,PO00006958,V1598,DC006,348,2024-02-26,2024-03-14,Received,Rush,1383,115,16.5,22819.5,2/10 Net 30
6959,PO00006959,V4432,DC005,943,2024-02-16,2024-02-25,Received,Rush,804,67,189.92,152695.68,Net 45
6960,PO00006960,V1907,DC023,48,2024-10-04,2024-10-19,Confirmed,Regular,742,61,158.69,117747.98,2/10 Net 30
6961,PO00006961,V2582,DC018,767,2024-10-04,2024-10-25,Received,Regular,236,19,50.12,11828.32,Net 45
6962,PO00006962,V3017,DC005,904,2024-03-05,2024-03-08,Received,Regular,653,54,151.03,98622.59,Net 45
6963,PO00006963,V1288,DC011,359,2024-08-27,2024-09-14,Received,Regular,249,20,53.53,13328.97,2/10 Net 30
6964,PO00006964,V4938,DC007,924,2024-10-05,2024-10-24,Received,Regular,1026,85,76.32,78304.32,Net 45
6965,PO00006965,V2935,DC001,420,2024-11-13,2024-11-22,Received,Regular,542,45,178.04,96497.68,2/10 Net 30
6966,PO00006966,V4372,DC020,851,2024-07-07,2024-07-28,Confirmed,Regular,542,45,125.24,67880.08,Net 60
6967,PO00006967,V2875,DC016,189,2024-01-29,2024-02-04,Received,Regular,68,5,23.29,1583.72,Net 30
6968,PO00006968,V4099,DC011,952,2024-08-12,2024-08-28,Received,Direct Import,906,75,140.2,127021.2,Net 60
6969,PO00006969,V2139,DC017,618,2024-09-14,2024-09-30,Confirmed,Cross-Dock,473,39,147.98,69994.54,Net 45
6970,PO00006970,V3520,DC025,109,2024-11-02,2024-11-12,Received,Regular,207,17,151.89,31441.23,Net 30
6971,PO00006971,V4027,DC025,914,2024-03-22,2024-03-28,Shipped,Regular,390,32,174.21,67941.9,2/10 Net 30
6972,PO00006972,V3836,DC015,918,2024-03-06,2024-03-21,Shipped,Regular,1138,94,68.29,77714.02,2/10 Net 30
6973,PO00006973,V2514,DC020,836,2024-06-14,2024-06-28,Shipped,Regular,361,30,79.77,28796.97,Net 45
6974,PO00006974,V3778,DC016,674,2024-04-01,2024-04-18,Received,Regular,1296,108,153.59,199052.64,2/10 Net 30
6975,PO00006975,V3095,DC011,269,2024-12-03,2024-12-15,Received,Regular,523,43,30.25,15820.75,Net 30
6976,PO00006976,V1882,DC001,91,2024-12-27,2025-01-15,Confirmed,Rush,30,2,121.61,3648.3,Net 45
6977,PO00006977,V1393,DC018,294,2024-04-21,2024-05-10,Received,Regular,221,18,64.4,14232.4,Net 45
6978,PO00006978,V3284,DC020,133,2024-06-28,2024-07-03,Open,Regular,269,22,74.95,20161.55,Net 45
6979,PO00006979,V1223,DC008,239,2024-03-07,2024-03-15,Cancelled,Direct Import,220,18,110.16,24235.2,Net 60
6980,PO00006980,V2341,DC004,511,2024-04-05,2024-04-19,Received,Cross-Dock,533,44,35.11,18713.63,Net 45
6981,PO00006981,V3951,DC015,983,2024-11-20,2024-11-29,Received,Regular,1098,91,103.85,114027.3,Net 45
6982,PO00006982,V2637,DC014,673,2024-04-21,2024-04-29,Open,Regular,228,19,150.34,34277.52,2/10 Net 30
6983,PO00006983,V1475,DC010,210,2024-05-18,2024-06-04,Open,Regular,360,30,49.27,17737.2,Net 60
6984,PO00006984,V4991,DC022,238,2024-04-05,2024-04-21,Received,Regular,475,39,11.18,5310.5,Net 60
6985,PO00006985,V4615,DC009,282,2024-03-11,2024-03-30,Confirmed,Regular,218,18,77.79,16958.22,Net 30
6986,PO00006986,V2776,DC019,973,2024-12-05,2024-12-20,Received,Cross-Dock,113,9,164.84,18626.92,Net 45
6987,PO00006987,V3057,DC007,381,2024-01-08,2024-01-25,Open,Regular,1083,90,137.78,149215.74,2/10 Net 30
6988,PO00006988,V2462,DC005,794,2024-12-01,2024-12-10,Received,Cross-Dock,1217,101,99.24,120775.08,Net 45
6989,PO00006989,V1348,DC011,559,2024-08-09,2024-08-19,Shipped,Direct Import,1227,102,129.21,158540.67,Net 30
6990,PO00006990,V3287,DC010,598,2024-11-16,2024-11-22,Shipped,Regular,790,65,42.31,33424.9,Net 45
6991,PO00006991,V1847,DC018,185,2024-08-31,2024-09-21,Received,Regular,126,10,62.72,7902.72,Net 30
6992,PO00006992,V1542,DC018,175,2024-09-08,2024-09-29,Shipped,Regular,1191,99,72.3,86109.3,Net 60
6993,PO00006993,V1692,DC009,893,2024-09-11,2024-09-24,Received,Rush,235,19,150.84,35447.4,Net 45
6994,PO00006994,V2121,DC025,954,2024-12-02,2024-12-14,Open,Rush,680,56,49.56,33700.8,Net 45
6995,PO00006995,V4002,DC009,271,2024-06-24,2024-07-03,Received,Regular,378,31,191.04,72213.12,2/10 Net 30
6996,PO00006996,V4344,DC006,152,2024-11-07,2024-11-19,Open,Regular,1314,109,144.79,190254.06,Net 30
6997,PO00006997,V2530,DC001,149,2024-04-10,2024-04-29,Received,Rush,230,19,91.27,20992.1,Net 45
6998,PO00006998,V2270,DC007,114,2024-01-08,2024-01-26,Confirmed,Direct Import,255,21,177.22,45191.1,Net 60
6999,PO00006999,V2923,DC022,727,2024-12-17,2025-01-07,Received,Regular,993,82,76.53,75994.29,Net 30
7000,PO00007000,V4831,DC013,878,2024-05-25,2024-06-09,Shipped,Cross-Dock,638,53,114.88,73293.44,Net 60
7001,PO00007001,V2943,DC006,758,2024-06-18,2024-06-25,Open,Regular,313,26,28.8,9014.4,Net 60
7002,PO00007002,V1620,DC006,137,2024-03-16,2024-03-25,Shipped,Regular,571,47,4.28,2443.88,Net 60
7003,PO00007003,V3451,DC022,928,2024-12-22,2025-01-12,Shipped,Regular,597,49,9.78,5838.66,Net 30
7004,PO00007004,V4938,DC019,171,2024-03-27,2024-03-31,Received,Regular,731,60,185.79,135812.49,Net 45
7005,PO00007005,V2557,DC003,566,2024-02-15,2024-02-22,Received,Regular,949,79,119.77,113661.73,Net 45
7006,PO00007006,V2161,DC004,556,2024-07-15,2024-07-27,Shipped,Cross-Dock,224,18,187.4,41977.6,Net 60
7007,PO00007007,V1384,DC025,843,2024-09-12,2024-09-23,Shipped,Regular,19,1,140.44,2668.36,Net 60
7008,PO00007008,V2377,DC010,798,2024-01-18,2024-01-28,Received,Regular,50,4,182.06,9103.0,Net 30
7009,PO00007009,V2590,DC003,228,2024-04-10,2024-04-15,Received,Rush,791,65,115.35,91241.85,Net 30
7010,PO00007010,V1692,DC013,422,2024-05-07,2024-05-27,Open,Rush,907,75,12.75,11564.25,Net 45
7011,PO00007011,V2225,DC016,203,2024-08-21,2024-08-27,Shipped,Rush,1314,109,21.09,27712.26,Net 45
7012,PO00007012,V3641,DC022,958,2024-04-28,2024-05-19,Cancelled,Regular,1217,101,144.16,175442.72,Net 60
