forecast_id,forecast_date,store_id,item_id,dc_id,forecast_week,forecast_units,forecast_cases,ci_low,ci_high,actual_units,forecast_bias,mape,model_version
26881,2024-07-07,27,248,DC020,27,16,1,12,19,17,1,5.88,v1.1
26882,2024-07-07,27,32,DC003,27,20,1,16,24,16,-4,25.0,v2.3
26883,2024-07-07,27,691,DC005,27,20,1,16,24,22,2,9.09,v1.5
26884,2024-07-07,27,142,DC003,27,27,2,21,32,23,-4,17.39,v3.3
26885,2024-07-07,27,44,DC013,27,17,1,13,20,17,0,0.0,v2.8
26886,2024-07-07,27,581,DC011,27,14,1,11,16,12,-2,16.67,v3.6
26887,2024-07-07,27,401,DC002,27,25,2,20,30,29,4,13.79,v3.1
26888,2024-07-07,27,283,DC005,27,10,1,8,12,11,1,9.09,v3.2
26889,2024-07-07,27,536,DC015,27,16,1,12,19,17,1,5.88,v2.5
26890,2024-07-07,27,329,DC014,27,18,1,14,21,18,0,0.0,v3.5
26891,2024-07-07,27,628,DC007,27,24,2,19,28,27,3,11.11,v1.1
26892,2024-07-07,27,978,DC023,27,18,1,14,21,20,2,10.0,v3.1
26893,2024-07-07,27,326,DC020,27,16,1,12,19,14,-2,14.29,v2.5
26894,2024-07-07,27,955,DC012,27,23,1,18,27,18,-5,27.78,v3.5
26895,2024-07-07,27,317,DC001,27,25,2,20,30,21,-4,19.05,v1.7
26896,2024-07-07,27,450,DC019,27,17,1,13,20,14,-3,21.43,v1.2
26897,2024-07-07,27,111,DC011,27,16,1,12,19,17,1,5.88,v3.9
26898,2024-07-07,27,601,DC014,27,26,2,20,31,31,5,16.13,v1.9
26899,2024-07-07,27,355,DC006,27,20,1,16,24,22,2,9.09,v3.4
26900,2024-07-07,27,757,DC022,27,23,1,18,27,18,-5,27.78,v2.9
26901,2024-07-07,1,372,DC007,27,25,2,20,30,25,0,0.0,v1.3
26902,2024-07-07,1,201,DC012,27,13,1,10,15,13,0,0.0,v1.7
26903,2024-07-07,1,315,DC004,27,12,1,9,14,9,-3,33.33,v2.0
26904,2024-07-07,1,622,DC019,27,24,2,19,28,19,-5,26.32,v2.5
26905,2024-07-07,1,328,DC008,27,14,1,11,16,14,0,0.0,v1.9
26906,2024-07-07,1,293,DC025,27,18,1,14,21,19,1,5.26,v3.8
26907,2024-07-07,1,129,DC009,27,14,1,11,16,16,2,12.5,v3.3
26908,2024-07-07,1,724,DC017,27,16,1,12,19,13,-3,23.08,v1.7
26909,2024-07-07,1,321,DC011,27,20,1,16,24,23,3,13.04,v1.3
26910,2024-07-07,1,383,DC024,27,16,1,12,19,18,2,11.11,v2.3
26911,2024-07-07,1,260,DC025,27,26,2,20,31,28,2,7.14,v2.6
26912,2024-07-07,1,980,DC002,27,21,1,16,25,20,-1,5.0,v1.4
26913,2024-07-07,1,242,DC022,27,21,1,16,25,20,-1,5.0,v1.4
26914,2024-07-07,1,113,DC003,27,13,1,10,15,10,-3,30.0,v2.3
26915,2024-07-07,1,314,DC001,27,21,1,16,25,20,-1,5.0,v3.0
26916,2024-07-07,1,454,DC006,27,19,1,15,22,19,0,0.0,v1.6
26917,2024-07-07,1,440,DC015,27,18,1,14,21,15,-3,20.0,v2.8
26918,2024-07-07,1,959,DC012,27,25,2,20,30,26,1,3.85,v2.1
26919,2024-07-07,1,879,DC011,27,16,1,12,19,13,-3,23.08,v2.0
26920,2024-07-07,1,33,DC012,27,15,1,12,18,13,-2,15.38,v3.2
26921,2024-07-07,1,284,DC002,27,21,1,16,25,18,-3,16.67,v2.8
26922,2024-07-07,1,902,DC017,27,18,1,14,21,20,2,10.0,v3.2
26923,2024-07-07,1,233,DC018,27,16,1,12,19,17,1,5.88,v1.3
26924,2024-07-07,1,763,DC018,27,26,2,20,31,21,-5,23.81,v1.1
26925,2024-07-07,1,695,DC002,27,24,2,19,28,28,4,14.29,v3.1
26926,2024-07-07,1,672,DC006,27,14,1,11,16,11,-3,27.27,v2.7
26927,2024-07-07,1,66,DC018,27,13,1,10,15,10,-3,30.0,v1.0
26928,2024-07-07,1,973,DC009,27,22,1,17,26,18,-4,22.22,v3.8
26929,2024-07-07,1,650,DC020,27,31,2,24,37,27,-4,14.81,v3.8
26930,2024-07-07,1,158,DC008,27,20,1,16,24,21,1,4.76,v1.1
26931,2024-07-07,1,248,DC007,27,18,1,14,21,20,2,10.0,v1.1
26932,2024-07-07,1,32,DC007,27,21,1,16,25,24,3,12.5,v3.6
26933,2024-07-07,1,691,DC022,27,29,2,23,34,27,-2,7.41,v1.0
26934,2024-07-07,1,142,DC008,27,20,1,16,24,20,0,0.0,v3.8
26935,2024-07-07,1,44,DC018,27,22,1,17,26,25,3,12.0,v3.1
26936,2024-07-07,1,581,DC006,27,17,1,13,20,15,-2,13.33,v1.4
26937,2024-07-07,1,401,DC005,27,25,2,20,30,27,2,7.41,v3.2
26938,2024-07-07,1,283,DC005,27,24,2,19,28,28,4,14.29,v1.7
26939,2024-07-07,1,536,DC021,27,21,1,16,25,21,0,0.0,v2.1
26940,2024-07-07,1,329,DC025,27,20,1,16,24,20,0,0.0,v3.8
26941,2024-07-07,1,628,DC008,27,21,1,16,25,18,-3,16.67,v2.1
26942,2024-07-07,1,978,DC018,27,19,1,15,22,15,-4,26.67,v3.6
26943,2024-07-07,1,326,DC024,27,14,1,11,16,15,1,6.67,v1.9
26944,2024-07-07,1,955,DC013,27,23,1,18,27,21,-2,9.52,v2.7
26945,2024-07-07,1,317,DC015,27,17,1,13,20,17,0,0.0,v2.5
26946,2024-07-07,1,450,DC004,27,14,1,11,16,11,-3,27.27,v3.0
26947,2024-07-07,1,111,DC014,27,24,2,19,28,28,4,14.29,v1.2
26948,2024-07-07,1,601,DC020,27,18,1,14,21,15,-3,20.0,v1.2
26949,2024-07-07,1,355,DC014,27,19,1,15,22,17,-2,11.76,v1.3
26950,2024-07-07,1,757,DC004,27,27,2,21,32,22,-5,22.73,v1.3
26951,2024-07-07,14,372,DC002,27,15,1,12,18,17,2,11.76,v1.0
26952,2024-07-07,14,201,DC005,27,23,1,18,27,23,0,0.0,v3.0
26953,2024-07-07,14,315,DC007,27,14,1,11,16,14,0,0.0,v3.8
26954,2024-07-07,14,622,DC021,27,27,2,21,32,22,-5,22.73,v1.8
26955,2024-07-07,14,328,DC016,27,20,1,16,24,22,2,9.09,v1.5
26956,2024-07-07,14,293,DC018,27,14,1,11,16,12,-2,16.67,v3.6
26957,2024-07-07,14,129,DC021,27,18,1,14,21,20,2,10.0,v3.6
26958,2024-07-07,14,724,DC010,27,21,1,16,25,24,3,12.5,v1.7
26959,2024-07-07,14,321,DC003,27,23,1,18,27,23,0,0.0,v2.3
26960,2024-07-07,14,383,DC020,27,26,2,20,31,21,-5,23.81,v1.7
26961,2024-07-07,14,260,DC025,27,20,1,16,24,19,-1,5.26,v3.7
26962,2024-07-07,14,980,DC018,27,17,1,13,20,14,-3,21.43,v2.7
26963,2024-07-07,14,242,DC006,27,20,1,16,24,16,-4,25.0,v2.6
26964,2024-07-07,14,113,DC004,27,20,1,16,24,19,-1,5.26,v1.2
26965,2024-07-07,14,314,DC011,27,28,2,22,33,29,1,3.45,v3.5
26966,2024-07-07,14,454,DC020,27,17,1,13,20,14,-3,21.43,v1.7
26967,2024-07-07,14,440,DC015,27,21,1,16,25,23,2,8.7,v3.5
26968,2024-07-07,14,959,DC020,27,15,1,12,18,16,1,6.25,v2.7
26969,2024-07-07,14,879,DC001,27,25,2,20,30,23,-2,8.7,v3.3
26970,2024-07-07,14,33,DC012,27,19,1,15,22,21,2,9.52,v2.9
26971,2024-07-07,14,284,DC006,27,18,1,14,21,17,-1,5.88,v3.7
26972,2024-07-07,14,902,DC010,27,17,1,13,20,19,2,10.53,v2.6
26973,2024-07-07,14,233,DC021,27,17,1,13,20,16,-1,6.25,v1.8
26974,2024-07-07,14,763,DC005,27,20,1,16,24,16,-4,25.0,v1.3
26975,2024-07-07,14,695,DC008,27,12,1,9,14,13,1,7.69,v2.1
26976,2024-07-07,14,672,DC005,27,19,1,15,22,17,-2,11.76,v1.4
26977,2024-07-07,14,66,DC018,27,19,1,15,22,17,-2,11.76,v3.8
26978,2024-07-07,14,973,DC018,27,19,1,15,22,16,-3,18.75,v1.3
26979,2024-07-07,14,650,DC022,27,28,2,22,33,30,2,6.67,v1.1
26980,2024-07-07,14,158,DC012,27,16,1,12,19,15,-1,6.67,v3.3
26981,2024-07-07,14,248,DC023,27,17,1,13,20,14,-3,21.43,v2.1
26982,2024-07-07,14,32,DC021,27,25,2,20,30,25,0,0.0,v2.8
26983,2024-07-07,14,691,DC004,27,20,1,16,24,20,0,0.0,v1.2
26984,2024-07-07,14,142,DC008,27,21,1,16,25,20,-1,5.0,v2.0
26985,2024-07-07,14,44,DC021,27,24,2,19,28,27,3,11.11,v2.9
26986,2024-07-07,14,581,DC008,27,21,1,16,25,20,-1,5.0,v3.3
26987,2024-07-07,14,401,DC007,27,11,1,8,13,10,-1,10.0,v3.6
26988,2024-07-07,14,283,DC025,27,15,1,12,18,17,2,11.76,v1.0
26989,2024-07-07,14,536,DC007,27,11,1,8,13,9,-2,22.22,v1.9
26990,2024-07-07,14,329,DC008,27,20,1,16,24,23,3,13.04,v2.1
26991,2024-07-07,14,628,DC014,27,23,1,18,27,25,2,8.0,v3.7
26992,2024-07-07,14,978,DC010,27,15,1,12,18,13,-2,15.38,v3.3
26993,2024-07-07,14,326,DC025,27,19,1,15,22,18,-1,5.56,v2.8
26994,2024-07-07,14,955,DC020,27,19,1,15,22,16,-3,18.75,v2.3
26995,2024-07-07,14,317,DC023,27,14,1,11,16,16,2,12.5,v2.8
26996,2024-07-07,14,450,DC017,27,24,2,19,28,27,3,11.11,v3.8
26997,2024-07-07,14,111,DC023,27,17,1,13,20,19,2,10.53,v3.8
26998,2024-07-07,14,601,DC007,27,20,1,16,24,19,-1,5.26,v3.6
26999,2024-07-07,14,355,DC002,27,25,2,20,30,25,0,0.0,v1.1
27000,2024-07-07,14,757,DC007,27,17,1,13,20,16,-1,6.25,v3.8
27001,2024-07-14,14,854,DC014,28,26,2,20,31,25,-1,4.0,v3.9
27002,2024-07-14,14,248,DC003,28,18,1,14,21,14,-4,28.57,v2.4
27003,2024-07-14,14,447,DC006,28,17,1,13,20,15,-2,13.33,v1.4
27004,2024-07-14,14,892,DC023,28,30,2,24,36,26,-4,15.38,v2.8
27005,2024-07-14,14,704,DC015,28,17,1,13,20,19,2,10.53,v2.1
27006,2024-07-14,14,923,DC025,28,26,2,20,31,22,-4,18.18,v3.6
27007,2024-07-14,14,357,DC008,28,20,1,16,24,22,2,9.09,v1.8
27008,2024-07-14,14,336,DC001,28,20,1,16,24,17,-3,17.65,v3.0
27009,2024-07-14,14,507,DC016,28,19,1,15,22,18,-1,5.56,v2.0
27010,2024-07-14,14,51,DC014,28,21,1,16,25,20,-1,5.0,v3.9
27011,2024-07-14,14,656,DC019,28,18,1,14,21,19,1,5.26,v2.5
27012,2024-07-14,14,935,DC013,28,13,1,10,15,13,0,0.0,v2.8
27013,2024-07-14,14,367,DC003,28,19,1,15,22,18,-1,5.56,v2.6
27014,2024-07-14,14,395,DC020,28,23,1,18,27,25,2,8.0,v2.1
27015,2024-07-14,14,258,DC021,28,27,2,21,32,28,1,3.57,v1.4
27016,2024-07-14,14,152,DC005,28,17,1,13,20,19,2,10.53,v1.9
27017,2024-07-14,14,745,DC002,28,22,1,17,26,23,1,4.35,v2.2
27018,2024-07-14,14,145,DC022,28,12,1,9,14,14,2,14.29,v3.1
27019,2024-07-14,14,255,DC020,28,23,1,18,27,20,-3,15.0,v1.8
27020,2024-07-14,14,410,DC016,28,15,1,12,18,14,-1,7.14,v1.9
27021,2024-07-14,14,96,DC002,28,13,1,10,15,15,2,13.33,v3.8
27022,2024-07-14,14,105,DC011,28,20,1,16,24,17,-3,17.65,v1.0
27023,2024-07-14,14,39,DC007,28,17,1,13,20,14,-3,21.43,v1.1
27024,2024-07-14,14,425,DC012,28,23,1,18,27,21,-2,9.52,v1.8
27025,2024-07-14,14,14,DC002,28,30,2,24,36,32,2,6.25,v1.6
27026,2024-07-14,14,860,DC013,28,23,1,18,27,25,2,8.0,v3.3
27027,2024-07-14,14,726,DC018,28,17,1,13,20,17,0,0.0,v1.2
27028,2024-07-14,14,440,DC019,28,20,1,16,24,21,1,4.76,v3.9
27029,2024-07-14,14,834,DC024,28,17,1,13,20,15,-2,13.33,v2.6
27030,2024-07-14,14,259,DC010,28,14,1,11,16,16,2,12.5,v2.2
27031,2024-07-14,14,786,DC001,28,16,1,12,19,17,1,5.88,v1.2
27032,2024-07-14,14,531,DC025,28,16,1,12,19,13,-3,23.08,v1.6
27033,2024-07-14,14,577,DC017,28,18,1,14,21,17,-1,5.88,v3.0
27034,2024-07-14,14,814,DC016,28,24,2,19,28,26,2,7.69,v1.8
27035,2024-07-14,14,45,DC024,28,20,1,16,24,23,3,13.04,v3.2
27036,2024-07-14,14,217,DC015,28,22,1,17,26,18,-4,22.22,v3.5
27037,2024-07-14,14,380,DC009,28,24,2,19,28,24,0,0.0,v2.4
27038,2024-07-14,14,465,DC025,28,18,1,14,21,19,1,5.26,v1.2
27039,2024-07-14,14,200,DC021,28,24,2,19,28,20,-4,20.0,v2.6
27040,2024-07-14,14,337,DC015,28,17,1,13,20,14,-3,21.43,v3.4
27041,2024-07-14,14,47,DC009,28,15,1,12,18,13,-2,15.38,v3.9
27042,2024-07-14,14,12,DC013,28,26,2,20,31,29,3,10.34,v1.0
27043,2024-07-14,14,316,DC002,28,11,1,8,13,10,-1,10.0,v2.2
27044,2024-07-14,14,708,DC007,28,20,1,16,24,22,2,9.09,v2.4
27045,2024-07-14,14,896,DC021,28,24,2,19,28,24,0,0.0,v2.8
27046,2024-07-14,14,668,DC018,28,20,1,16,24,23,3,13.04,v3.0
27047,2024-07-14,14,625,DC011,28,22,1,17,26,25,3,12.0,v3.3
27048,2024-07-14,14,90,DC018,28,18,1,14,21,15,-3,20.0,v1.2
27049,2024-07-14,14,830,DC013,28,23,1,18,27,23,0,0.0,v2.6
27050,2024-07-14,14,457,DC005,28,26,2,20,31,24,-2,8.33,v3.7
27051,2024-07-14,21,854,DC002,28,15,1,12,18,13,-2,15.38,v3.6
27052,2024-07-14,21,248,DC012,28,23,1,18,27,20,-3,15.0,v1.0
27053,2024-07-14,21,447,DC014,28,13,1,10,15,12,-1,8.33,v1.2
27054,2024-07-14,21,892,DC006,28,15,1,12,18,13,-2,15.38,v3.9
27055,2024-07-14,21,704,DC004,28,21,1,16,25,20,-1,5.0,v3.2
27056,2024-07-14,21,923,DC022,28,18,1,14,21,20,2,10.0,v1.4
27057,2024-07-14,21,357,DC011,28,14,1,11,16,14,0,0.0,v2.9
27058,2024-07-14,21,336,DC011,28,21,1,16,25,18,-3,16.67,v3.3
27059,2024-07-14,21,507,DC023,28,24,2,19,28,23,-1,4.35,v2.8
27060,2024-07-14,21,51,DC019,28,13,1,10,15,12,-1,8.33,v3.4
27061,2024-07-14,21,656,DC018,28,17,1,13,20,16,-1,6.25,v3.3
27062,2024-07-14,21,935,DC025,28,22,1,17,26,20,-2,10.0,v2.1
27063,2024-07-14,21,367,DC024,28,15,1,12,18,13,-2,15.38,v2.6
27064,2024-07-14,21,395,DC021,28,20,1,16,24,23,3,13.04,v3.1
27065,2024-07-14,21,258,DC012,28,16,1,12,19,17,1,5.88,v3.8
27066,2024-07-14,21,152,DC013,28,19,1,15,22,22,3,13.64,v3.7
27067,2024-07-14,21,745,DC014,28,23,1,18,27,22,-1,4.55,v1.9
27068,2024-07-14,21,145,DC008,28,19,1,15,22,19,0,0.0,v1.8
27069,2024-07-14,21,255,DC018,28,21,1,16,25,22,1,4.55,v3.8
27070,2024-07-14,21,410,DC001,28,19,1,15,22,21,2,9.52,v1.4
27071,2024-07-14,21,96,DC021,28,18,1,14,21,16,-2,12.5,v1.9
27072,2024-07-14,21,105,DC008,28,12,1,9,14,14,2,14.29,v3.6
27073,2024-07-14,21,39,DC016,28,17,1,13,20,15,-2,13.33,v3.7
27074,2024-07-14,21,425,DC004,28,16,1,12,19,15,-1,6.67,v3.4
27075,2024-07-14,21,14,DC005,28,13,1,10,15,13,0,0.0,v2.0
27076,2024-07-14,21,860,DC002,28,21,1,16,25,20,-1,5.0,v2.2
27077,2024-07-14,21,726,DC001,28,19,1,15,22,20,1,5.0,v1.7
27078,2024-07-14,21,440,DC025,28,17,1,13,20,15,-2,13.33,v3.2
27079,2024-07-14,21,834,DC016,28,20,1,16,24,23,3,13.04,v2.1
27080,2024-07-14,21,259,DC013,28,16,1,12,19,18,2,11.11,v2.9
27081,2024-07-14,21,786,DC019,28,19,1,15,22,16,-3,18.75,v1.3
27082,2024-07-14,21,531,DC023,28,24,2,19,28,20,-4,20.0,v2.5
27083,2024-07-14,21,577,DC010,28,18,1,14,21,19,1,5.26,v1.6
27084,2024-07-14,21,814,DC008,28,28,2,22,33,32,4,12.5,v1.9
27085,2024-07-14,21,45,DC023,28,16,1,12,19,15,-1,6.67,v2.9
27086,2024-07-14,21,217,DC013,28,15,1,12,18,12,-3,25.0,v3.0
27087,2024-07-14,21,380,DC002,28,18,1,14,21,21,3,14.29,v1.6
27088,2024-07-14,21,465,DC016,28,21,1,16,25,17,-4,23.53,v2.2
27089,2024-07-14,21,200,DC008,28,25,2,20,30,27,2,7.41,v3.7
27090,2024-07-14,21,337,DC002,28,19,1,15,22,15,-4,26.67,v2.4
27091,2024-07-14,21,47,DC024,28,17,1,13,20,14,-3,21.43,v1.3
27092,2024-07-14,21,12,DC022,28,16,1,12,19,13,-3,23.08,v2.5
27093,2024-07-14,21,316,DC006,28,24,2,19,28,25,1,4.0,v1.1
27094,2024-07-14,21,708,DC025,28,21,1,16,25,18,-3,16.67,v1.2
27095,2024-07-14,21,896,DC002,28,16,1,12,19,17,1,5.88,v2.6
27096,2024-07-14,21,668,DC020,28,18,1,14,21,19,1,5.26,v1.6
27097,2024-07-14,21,625,DC002,28,24,2,19,28,19,-5,26.32,v3.4
27098,2024-07-14,21,90,DC020,28,23,1,18,27,22,-1,4.55,v2.4
27099,2024-07-14,21,830,DC016,28,18,1,14,21,20,2,10.0,v2.8
27100,2024-07-14,21,457,DC016,28,12,1,9,14,12,0,0.0,v3.7
27101,2024-07-14,48,854,DC017,28,18,1,14,21,18,0,0.0,v2.2
27102,2024-07-14,48,248,DC020,28,15,1,12,18,16,1,6.25,v1.5
27103,2024-07-14,48,447,DC022,28,22,1,17,26,21,-1,4.76,v3.2
27104,2024-07-14,48,892,DC005,28,20,1,16,24,22,2,9.09,v3.1
27105,2024-07-14,48,704,DC011,28,19,1,15,22,18,-1,5.56,v1.2
27106,2024-07-14,48,923,DC006,28,18,1,14,21,20,2,10.0,v3.1
27107,2024-07-14,48,357,DC001,28,20,1,16,24,23,3,13.04,v1.1
27108,2024-07-14,48,336,DC004,28,22,1,17,26,18,-4,22.22,v2.6
27109,2024-07-14,48,507,DC019,28,10,1,8,12,10,0,0.0,v3.4
27110,2024-07-14,48,51,DC001,28,19,1,15,22,19,0,0.0,v3.8
27111,2024-07-14,48,656,DC017,28,20,1,16,24,19,-1,5.26,v3.1
27112,2024-07-14,48,935,DC025,28,22,1,17,26,21,-1,4.76,v2.9
27113,2024-07-14,48,367,DC003,28,20,1,16,24,21,1,4.76,v1.0
27114,2024-07-14,48,395,DC021,28,16,1,12,19,17,1,5.88,v1.6
27115,2024-07-14,48,258,DC004,28,20,1,16,24,21,1,4.76,v1.8
27116,2024-07-14,48,152,DC008,28,22,1,17,26,22,0,0.0,v3.9
27117,2024-07-14,48,745,DC018,28,9,1,7,10,9,0,0.0,v1.2
27118,2024-07-14,48,145,DC021,28,25,2,20,30,29,4,13.79,v1.9
27119,2024-07-14,48,255,DC008,28,27,2,21,32,26,-1,3.85,v2.7
27120,2024-07-14,48,410,DC017,28,21,1,16,25,17,-4,23.53,v2.3
27121,2024-07-14,48,96,DC004,28,26,2,20,31,29,3,10.34,v1.5
27122,2024-07-14,48,105,DC014,28,17,1,13,20,13,-4,30.77,v3.1
27123,2024-07-14,48,39,DC007,28,20,1,16,24,21,1,4.76,v3.9
27124,2024-07-14,48,425,DC003,28,24,2,19,28,27,3,11.11,v2.9
27125,2024-07-14,48,14,DC011,28,20,1,16,24,19,-1,5.26,v2.2
27126,2024-07-14,48,860,DC023,28,18,1,14,21,17,-1,5.88,v1.2
27127,2024-07-14,48,726,DC007,28,20,1,16,24,21,1,4.76,v1.0
27128,2024-07-14,48,440,DC016,28,19,1,15,22,18,-1,5.56,v2.2
27129,2024-07-14,48,834,DC025,28,21,1,16,25,20,-1,5.0,v3.2
27130,2024-07-14,48,259,DC020,28,17,1,13,20,16,-1,6.25,v2.3
27131,2024-07-14,48,786,DC019,28,22,1,17,26,18,-4,22.22,v1.3
27132,2024-07-14,48,531,DC014,28,25,2,20,30,20,-5,25.0,v2.7
27133,2024-07-14,48,577,DC004,28,15,1,12,18,16,1,6.25,v3.7
27134,2024-07-14,48,814,DC022,28,24,2,19,28,23,-1,4.35,v1.6
27135,2024-07-14,48,45,DC011,28,23,1,18,27,26,3,11.54,v2.7
27136,2024-07-14,48,217,DC008,28,11,1,8,13,12,1,8.33,v1.9
27137,2024-07-14,48,380,DC009,28,25,2,20,30,23,-2,8.7,v2.1
27138,2024-07-14,48,465,DC009,28,17,1,13,20,17,0,0.0,v3.8
27139,2024-07-14,48,200,DC021,28,16,1,12,19,13,-3,23.08,v2.5
27140,2024-07-14,48,337,DC010,28,21,1,16,25,18,-3,16.67,v1.3
27141,2024-07-14,48,47,DC009,28,12,1,9,14,10,-2,20.0,v1.4
27142,2024-07-14,48,12,DC002,28,18,1,14,21,16,-2,12.5,v2.6
27143,2024-07-14,48,316,DC023,28,23,1,18,27,20,-3,15.0,v1.8
27144,2024-07-14,48,708,DC010,28,22,1,17,26,25,3,12.0,v1.6
27145,2024-07-14,48,896,DC001,28,15,1,12,18,14,-1,7.14,v2.7
27146,2024-07-14,48,668,DC004,28,18,1,14,21,20,2,10.0,v1.7
27147,2024-07-14,48,625,DC011,28,20,1,16,24,23,3,13.04,v1.5
27148,2024-07-14,48,90,DC023,28,18,1,14,21,18,0,0.0,v3.4
27149,2024-07-14,48,830,DC013,28,21,1,16,25,20,-1,5.0,v1.1
27150,2024-07-14,48,457,DC023,28,14,1,11,16,13,-1,7.69,v3.2
27151,2024-07-14,32,854,DC019,28,16,1,12,19,14,-2,14.29,v3.6
27152,2024-07-14,32,248,DC003,28,22,1,17,26,24,2,8.33,v2.6
27153,2024-07-14,32,447,DC001,28,19,1,15,22,21,2,9.52,v2.1
27154,2024-07-14,32,892,DC023,28,24,2,19,28,24,0,0.0,v2.4
27155,2024-07-14,32,704,DC005,28,21,1,16,25,23,2,8.7,v1.2
27156,2024-07-14,32,923,DC015,28,21,1,16,25,22,1,4.55,v2.2
27157,2024-07-14,32,357,DC011,28,11,1,8,13,10,-1,10.0,v2.1
27158,2024-07-14,32,336,DC024,28,17,1,13,20,14,-3,21.43,v3.4
27159,2024-07-14,32,507,DC008,28,24,2,19,28,25,1,4.0,v3.7
27160,2024-07-14,32,51,DC017,28,20,1,16,24,22,2,9.09,v1.1
27161,2024-07-14,32,656,DC022,28,31,2,24,37,34,3,8.82,v1.4
27162,2024-07-14,32,935,DC025,28,24,2,19,28,25,1,4.0,v1.1
27163,2024-07-14,32,367,DC025,28,14,1,11,16,14,0,0.0,v1.5
27164,2024-07-14,32,395,DC007,28,20,1,16,24,19,-1,5.26,v3.2
27165,2024-07-14,32,258,DC012,28,16,1,12,19,13,-3,23.08,v3.4
27166,2024-07-14,32,152,DC008,28,18,1,14,21,16,-2,12.5,v1.5
27167,2024-07-14,32,745,DC010,28,22,1,17,26,26,4,15.38,v2.1
27168,2024-07-14,32,145,DC011,28,12,1,9,14,11,-1,9.09,v2.1
27169,2024-07-14,32,255,DC022,28,28,2,22,33,29,1,3.45,v3.2
27170,2024-07-14,32,410,DC012,28,19,1,15,22,18,-1,5.56,v3.9
27171,2024-07-14,32,96,DC010,28,21,1,16,25,19,-2,10.53,v2.1
27172,2024-07-14,32,105,DC015,28,27,2,21,32,31,4,12.9,v3.7
27173,2024-07-14,32,39,DC017,28,22,1,17,26,22,0,0.0,v1.9
27174,2024-07-14,32,425,DC013,28,13,1,10,15,12,-1,8.33,v2.6
27175,2024-07-14,32,14,DC017,28,27,2,21,32,25,-2,8.0,v2.6
27176,2024-07-14,32,860,DC009,28,18,1,14,21,20,2,10.0,v2.5
27177,2024-07-14,32,726,DC005,28,20,1,16,24,17,-3,17.65,v1.3
27178,2024-07-14,32,440,DC006,28,19,1,15,22,19,0,0.0,v2.4
27179,2024-07-14,32,834,DC021,28,26,2,20,31,27,1,3.7,v1.4
27180,2024-07-14,32,259,DC012,28,31,2,24,37,35,4,11.43,v3.1
27181,2024-07-14,32,786,DC008,28,30,2,24,36,27,-3,11.11,v2.9
27182,2024-07-14,32,531,DC010,28,21,1,16,25,23,2,8.7,v2.4
27183,2024-07-14,32,577,DC005,28,16,1,12,19,14,-2,14.29,v1.4
27184,2024-07-14,32,814,DC003,28,16,1,12,19,15,-1,6.67,v3.1
27185,2024-07-14,32,45,DC007,28,23,1,18,27,21,-2,9.52,v3.0
27186,2024-07-14,32,217,DC002,28,22,1,17,26,25,3,12.0,v1.9
27187,2024-07-14,32,380,DC018,28,19,1,15,22,20,1,5.0,v3.6
27188,2024-07-14,32,465,DC008,28,30,2,24,36,34,4,11.76,v2.4
27189,2024-07-14,32,200,DC022,28,16,1,12,19,18,2,11.11,v1.3
27190,2024-07-14,32,337,DC024,28,13,1,10,15,15,2,13.33,v3.6
27191,2024-07-14,32,47,DC025,28,18,1,14,21,18,0,0.0,v1.2
27192,2024-07-14,32,12,DC002,28,21,1,16,25,17,-4,23.53,v1.9
27193,2024-07-14,32,316,DC018,28,19,1,15,22,20,1,5.0,v1.1
27194,2024-07-14,32,708,DC010,28,21,1,16,25,21,0,0.0,v3.6
27195,2024-07-14,32,896,DC023,28,26,2,20,31,29,3,10.34,v3.3
27196,2024-07-14,32,668,DC003,28,18,1,14,21,20,2,10.0,v2.0
27197,2024-07-14,32,625,DC025,28,21,1,16,25,21,0,0.0,v3.5
27198,2024-07-14,32,90,DC003,28,22,1,17,26,24,2,8.33,v1.5
27199,2024-07-14,32,830,DC011,28,22,1,17,26,21,-1,4.76,v3.0
27200,2024-07-14,32,457,DC024,28,18,1,14,21,15,-3,20.0,v3.7
27201,2024-07-14,28,854,DC016,28,18,1,14,21,19,1,5.26,v1.7
27202,2024-07-14,28,248,DC021,28,23,1,18,27,24,1,4.17,v3.6
27203,2024-07-14,28,447,DC021,28,26,2,20,31,29,3,10.34,v1.5
27204,2024-07-14,28,892,DC003,28,30,2,24,36,31,1,3.23,v3.6
27205,2024-07-14,28,704,DC015,28,31,2,24,37,35,4,11.43,v1.7
27206,2024-07-14,28,923,DC003,28,23,1,18,27,27,4,14.81,v2.9
27207,2024-07-14,28,357,DC012,28,25,2,20,30,27,2,7.41,v2.8
27208,2024-07-14,28,336,DC010,28,24,2,19,28,21,-3,14.29,v2.3
27209,2024-07-14,28,507,DC025,28,12,1,9,14,11,-1,9.09,v3.0
27210,2024-07-14,28,51,DC001,28,17,1,13,20,16,-1,6.25,v1.7
27211,2024-07-14,28,656,DC001,28,25,2,20,30,20,-5,25.0,v1.6
27212,2024-07-14,28,935,DC017,28,14,1,11,16,16,2,12.5,v1.7
27213,2024-07-14,28,367,DC009,28,15,1,12,18,16,1,6.25,v2.3
27214,2024-07-14,28,395,DC001,28,18,1,14,21,21,3,14.29,v1.0
27215,2024-07-14,28,258,DC014,28,17,1,13,20,18,1,5.56,v2.0
