plan_id,store_id,item_id,category_id,department,effective_date,end_date,aisle,shelf_number,shelf_position,facing_count,shelf_capacity,min_display_qty,is_key_item,is_seasonal_slot,planogram_version
7578,26,643,7,Automotive,2024-04-01,2024-12-31,A21,5,9,4,18,11,False,True,v4
7579,26,845,9,Health & Beauty,2024-04-01,2024-12-31,A02,5,15,2,34,2,True,False,v2
7580,26,365,4,Home & Garden,2024-04-01,2024-12-31,A28,3,6,1,18,7,True,False,v1
7581,26,463,5,Sporting Goods,2024-10-01,2024-12-31,A05,2,9,3,17,6,False,False,v4
7582,26,271,3,Apparel,2024-01-01,2024-12-31,A03,6,14,2,42,5,False,False,v2
7583,26,759,8,Toys,2024-01-01,2024-12-31,A03,1,2,2,34,7,False,False,v5
7584,26,979,10,Office Supplies,2024-01-01,2024-12-31,A19,1,17,1,38,5,True,False,v5
7585,26,106,2,Electronics,2024-10-01,2024-12-31,A10,4,11,2,35,3,False,False,v1
7586,26,451,5,Sporting Goods,2024-04-01,2024-12-31,A17,6,18,3,39,9,False,False,v3
7587,26,117,2,Electronics,2024-07-01,2024-12-31,A24,2,10,1,6,2,False,False,v4
7588,26,286,3,Apparel,2024-10-01,2024-12-31,A11,4,9,3,18,8,True,False,v5
7589,26,201,3,Apparel,2024-01-01,2024-12-31,A30,4,13,3,9,4,False,False,v3
7590,26,663,7,Automotive,2024-10-01,2024-12-31,A12,6,11,2,29,11,False,False,v5
7591,26,527,6,Pharmacy,2024-01-01,2024-12-31,A05,4,14,1,7,9,False,False,v2
7592,26,376,4,Home & Garden,2024-04-01,2024-12-31,A24,2,20,4,28,11,False,True,v2
7593,26,532,6,Pharmacy,2024-01-01,2024-12-31,A01,5,13,1,37,9,False,False,v4
7594,26,521,6,Pharmacy,2024-10-01,2024-12-31,A21,4,7,3,25,4,True,False,v3
7595,26,428,5,Sporting Goods,2024-01-01,2024-12-31,A12,6,13,2,15,10,True,False,v4
7596,26,507,6,Pharmacy,2024-01-01,2024-12-31,A17,3,12,4,15,11,False,False,v5
7597,26,434,5,Sporting Goods,2024-07-01,2024-12-31,A01,3,16,2,30,11,False,False,v5
7598,26,146,2,Electronics,2024-04-01,2024-12-31,A17,1,5,3,32,7,True,False,v1
7599,26,380,4,Home & Garden,2024-10-01,2024-12-31,A25,4,5,2,43,11,False,False,v4
7600,26,63,1,Grocery,2024-04-01,2024-12-31,A05,5,7,1,30,6,True,False,v1
7601,26,193,2,Electronics,2024-01-01,2024-12-31,A10,5,1,2,42,10,False,False,v4
7602,26,751,8,Toys,2024-07-01,2024-12-31,A07,1,1,4,24,9,False,False,v3
7603,26,432,5,Sporting Goods,2024-07-01,2024-12-31,A14,2,11,4,11,8,False,False,v4
7604,26,362,4,Home & Garden,2024-04-01,2024-12-31,A01,4,5,2,31,8,True,False,v4
7605,26,700,7,Automotive,2024-01-01,2024-12-31,A08,2,8,4,25,8,False,False,v3
7606,26,778,8,Toys,2024-10-01,2024-12-31,A17,6,7,1,8,10,False,False,v1
7607,26,71,1,Grocery,2024-10-01,2024-12-31,A25,6,4,4,27,11,False,False,v2
7608,26,758,8,Toys,2024-04-01,2024-12-31,A08,6,15,2,23,12,True,False,v5
7609,26,54,1,Grocery,2024-04-01,2024-12-31,A24,5,19,2,39,7,False,False,v3
7610,26,366,4,Home & Garden,2024-07-01,2024-12-31,A13,6,16,3,45,7,False,False,v4
7611,26,156,2,Electronics,2024-04-01,2024-12-31,A04,6,3,1,8,5,False,False,v5
7612,26,625,7,Automotive,2024-01-01,2024-12-31,A13,4,15,3,26,4,True,False,v1
7613,26,70,1,Grocery,2024-10-01,2024-12-31,A08,2,17,1,9,3,False,False,v5
7614,26,816,9,Health & Beauty,2024-10-01,2024-12-31,A01,5,2,1,19,2,False,False,v5
7615,26,367,4,Home & Garden,2024-10-01,2024-12-31,A01,6,3,3,15,3,False,False,v2
7616,26,154,2,Electronics,2024-04-01,2024-12-31,A16,5,19,2,31,12,False,True,v5
7617,26,764,8,Toys,2024-04-01,2024-12-31,A10,5,4,4,20,5,False,False,v3
7618,26,448,5,Sporting Goods,2024-01-01,2024-12-31,A09,5,7,2,39,3,False,False,v2
7619,26,779,8,Toys,2024-10-01,2024-12-31,A13,2,4,1,10,10,False,False,v3
7620,26,409,5,Sporting Goods,2024-04-01,2024-12-31,A08,3,19,4,17,8,False,False,v1
7621,26,12,1,Grocery,2024-10-01,2024-12-31,A11,3,3,2,12,6,True,False,v2
7622,26,26,1,Grocery,2024-01-01,2024-12-31,A23,2,9,3,34,7,True,False,v4
7623,26,906,10,Office Supplies,2024-04-01,2024-12-31,A20,4,1,1,17,9,False,False,v5
7624,26,632,7,Automotive,2024-10-01,2024-12-31,A20,2,16,1,9,4,False,True,v4
7625,26,633,7,Automotive,2024-04-01,2024-12-31,A02,5,7,4,26,5,False,False,v1
7626,26,721,8,Toys,2024-04-01,2024-12-31,A24,1,14,2,33,4,False,False,v3
7627,26,846,9,Health & Beauty,2024-01-01,2024-12-31,A02,6,1,2,6,7,False,False,v2
7628,26,122,2,Electronics,2024-01-01,2024-12-31,A28,4,8,2,22,4,False,False,v4
7629,26,230,3,Apparel,2024-07-01,2024-12-31,A13,2,12,3,20,5,False,False,v4
7630,26,124,2,Electronics,2024-10-01,2024-12-31,A15,2,2,3,41,2,False,False,v2
7631,26,105,2,Electronics,2024-01-01,2024-12-31,A01,1,1,2,19,2,False,False,v4
7632,26,642,7,Automotive,2024-04-01,2024-12-31,A28,2,3,4,46,5,False,True,v4
7633,26,50,1,Grocery,2024-01-01,2024-12-31,A09,4,12,4,31,2,False,False,v1
7634,26,59,1,Grocery,2024-04-01,2024-12-31,A08,1,2,3,15,2,False,False,v2
7635,26,11,1,Grocery,2024-04-01,2024-12-31,A16,4,1,1,41,3,True,False,v3
7636,26,392,4,Home & Garden,2024-07-01,2024-12-31,A17,3,12,4,22,6,False,False,v5
7637,26,741,8,Toys,2024-04-01,2024-12-31,A07,5,3,1,27,5,False,False,v5
7638,26,752,8,Toys,2024-07-01,2024-12-31,A13,1,3,3,7,9,False,False,v2
7639,26,932,10,Office Supplies,2024-04-01,2024-12-31,A13,3,13,3,24,3,True,False,v4
7640,26,195,2,Electronics,2024-01-01,2024-12-31,A22,4,16,1,21,7,False,False,v1
7641,26,51,1,Grocery,2024-01-01,2024-12-31,A26,4,18,1,36,4,True,False,v3
7642,26,494,5,Sporting Goods,2024-01-01,2024-12-31,A27,1,8,4,12,5,False,False,v5
7643,26,960,10,Office Supplies,2024-04-01,2024-12-31,A12,3,6,3,18,12,False,False,v5
7644,26,914,10,Office Supplies,2024-01-01,2024-12-31,A26,3,1,2,31,3,True,False,v5
7645,26,862,9,Health & Beauty,2024-04-01,2024-12-31,A11,1,6,4,23,5,True,False,v4
7646,26,650,7,Automotive,2024-04-01,2024-12-31,A11,6,7,2,7,3,False,False,v4
7647,26,727,8,Toys,2024-04-01,2024-12-31,A10,2,5,2,23,4,False,False,v4
7648,26,900,9,Health & Beauty,2024-01-01,2024-12-31,A12,4,14,4,24,10,False,False,v1
7649,26,157,2,Electronics,2024-10-01,2024-12-31,A15,1,14,1,27,3,False,False,v4
7650,26,355,4,Home & Garden,2024-10-01,2024-12-31,A30,4,1,4,15,12,True,False,v3
7651,26,746,8,Toys,2024-07-01,2024-12-31,A13,4,4,1,18,6,False,False,v3
7652,26,131,2,Electronics,2024-01-01,2024-12-31,A25,2,9,3,39,4,False,False,v1
7653,26,553,6,Pharmacy,2024-07-01,2024-12-31,A15,3,9,4,32,6,False,False,v2
7654,26,418,5,Sporting Goods,2024-01-01,2024-12-31,A02,5,7,4,38,2,True,False,v1
7655,26,398,4,Home & Garden,2024-10-01,2024-12-31,A03,1,12,2,47,10,False,False,v2
7656,26,713,8,Toys,2024-10-01,2024-12-31,A15,5,10,3,33,9,False,False,v1
7657,26,182,2,Electronics,2024-07-01,2024-12-31,A30,6,11,4,39,5,False,False,v3
7658,26,744,8,Toys,2024-01-01,2024-12-31,A28,3,18,3,38,8,False,False,v3
7659,26,364,4,Home & Garden,2024-10-01,2024-12-31,A08,5,8,4,8,12,True,False,v5
7660,26,442,5,Sporting Goods,2024-10-01,2024-12-31,A25,2,6,1,43,10,False,False,v1
7661,26,579,6,Pharmacy,2024-04-01,2024-12-31,A22,2,14,3,17,11,True,True,v2
7662,26,95,1,Grocery,2024-01-01,2024-12-31,A08,6,14,3,27,4,False,False,v5
7663,26,853,9,Health & Beauty,2024-04-01,2024-12-31,A13,4,4,3,29,4,False,False,v3
7664,26,555,6,Pharmacy,2024-10-01,2024-12-31,A30,6,2,4,6,8,False,False,v2
7665,26,514,6,Pharmacy,2024-01-01,2024-12-31,A01,5,8,1,45,9,False,False,v3
7666,26,208,3,Apparel,2024-01-01,2024-12-31,A25,2,8,4,29,9,True,True,v4
7667,26,498,5,Sporting Goods,2024-07-01,2024-12-31,A21,5,13,4,45,5,False,False,v3
7668,26,777,8,Toys,2024-04-01,2024-12-31,A29,1,2,3,17,12,False,False,v1
7669,26,737,8,Toys,2024-04-01,2024-12-31,A29,2,11,1,24,10,False,False,v2
7670,26,491,5,Sporting Goods,2024-01-01,2024-12-31,A27,5,16,4,11,3,False,False,v5
7671,26,137,2,Electronics,2024-01-01,2024-12-31,A22,3,1,2,47,8,True,False,v2
7672,26,112,2,Electronics,2024-01-01,2024-12-31,A21,5,5,1,48,10,False,False,v4
7673,26,735,8,Toys,2024-07-01,2024-12-31,A10,5,1,1,11,4,True,False,v1
7674,26,796,8,Toys,2024-10-01,2024-12-31,A13,4,4,1,41,5,False,True,v3
7675,26,564,6,Pharmacy,2024-04-01,2024-12-31,A21,3,3,1,17,6,False,False,v2
7676,26,49,1,Grocery,2024-07-01,2024-12-31,A16,1,15,1,21,2,True,False,v5
7677,26,345,4,Home & Garden,2024-07-01,2024-12-31,A11,6,20,1,26,12,False,True,v1
7678,26,658,7,Automotive,2024-07-01,2024-12-31,A27,1,7,1,29,9,False,False,v3
7679,26,330,4,Home & Garden,2024-01-01,2024-12-31,A12,5,14,3,17,3,False,False,v3
7680,26,995,10,Office Supplies,2024-10-01,2024-12-31,A29,3,10,3,42,5,False,False,v2
7681,26,899,9,Health & Beauty,2024-04-01,2024-12-31,A07,2,5,3,20,7,False,False,v4
7682,26,94,1,Grocery,2024-04-01,2024-12-31,A08,4,12,4,16,5,True,False,v3
7683,26,275,3,Apparel,2024-10-01,2024-12-31,A16,3,5,4,33,3,False,False,v1
7684,26,213,3,Apparel,2024-04-01,2024-12-31,A02,3,20,3,45,6,False,False,v4
7685,26,813,9,Health & Beauty,2024-07-01,2024-12-31,A01,4,20,2,14,5,False,False,v1
7686,26,811,9,Health & Beauty,2024-01-01,2024-12-31,A18,6,15,4,48,2,True,False,v3
7687,26,603,7,Automotive,2024-01-01,2024-12-31,A28,4,20,1,18,9,False,False,v1
7688,26,265,3,Apparel,2024-07-01,2024-12-31,A02,2,9,2,43,3,False,False,v1
7689,26,950,10,Office Supplies,2024-10-01,2024-12-31,A03,1,5,4,41,7,False,False,v4
7690,26,47,1,Grocery,2024-10-01,2024-12-31,A05,2,3,3,16,12,False,False,v3
7691,26,262,3,Apparel,2024-04-01,2024-12-31,A26,3,1,2,22,12,False,True,v5
7692,26,806,9,Health & Beauty,2024-04-01,2024-12-31,A09,5,19,1,38,5,False,False,v2
7693,26,348,4,Home & Garden,2024-01-01,2024-12-31,A24,4,16,4,39,10,False,False,v1
7694,26,234,3,Apparel,2024-04-01,2024-12-31,A12,5,12,4,6,8,False,False,v2
7695,26,277,3,Apparel,2024-10-01,2024-12-31,A22,3,18,4,27,12,True,False,v3
7696,26,476,5,Sporting Goods,2024-07-01,2024-12-31,A05,3,3,2,14,11,False,False,v5
7697,26,187,2,Electronics,2024-01-01,2024-12-31,A09,5,13,4,48,2,False,False,v3
7698,26,785,8,Toys,2024-04-01,2024-12-31,A12,2,17,2,36,7,False,False,v4
7699,26,168,2,Electronics,2024-07-01,2024-12-31,A03,1,3,4,8,8,False,False,v2
7700,26,583,6,Pharmacy,2024-07-01,2024-12-31,A07,6,10,1,44,6,True,False,v1
7701,26,145,2,Electronics,2024-04-01,2024-12-31,A21,3,11,2,34,9,True,False,v2
7702,26,65,1,Grocery,2024-04-01,2024-12-31,A14,5,14,2,37,2,False,False,v4
7703,26,888,9,Health & Beauty,2024-07-01,2024-12-31,A10,4,15,4,18,12,False,False,v4
7704,26,730,8,Toys,2024-04-01,2024-12-31,A12,5,18,3,41,4,False,False,v1
7705,26,450,5,Sporting Goods,2024-01-01,2024-12-31,A19,6,6,2,21,7,False,False,v4
7706,26,917,10,Office Supplies,2024-10-01,2024-12-31,A13,2,15,2,31,9,False,False,v5
7707,26,36,1,Grocery,2024-07-01,2024-12-31,A30,6,11,1,7,12,False,False,v3
7708,26,497,5,Sporting Goods,2024-01-01,2024-12-31,A23,5,14,1,8,4,False,False,v2
7709,26,548,6,Pharmacy,2024-01-01,2024-12-31,A22,6,15,4,22,10,False,False,v5
7710,26,664,7,Automotive,2024-10-01,2024-12-31,A20,2,15,2,22,7,False,True,v3
7711,26,296,3,Apparel,2024-07-01,2024-12-31,A29,1,6,2,7,6,False,False,v5
7712,26,464,5,Sporting Goods,2024-10-01,2024-12-31,A30,3,14,2,17,3,False,False,v5
7713,26,834,9,Health & Beauty,2024-01-01,2024-12-31,A15,1,8,4,17,4,False,False,v5
7714,26,416,5,Sporting Goods,2024-01-01,2024-12-31,A09,3,2,3,10,12,False,False,v3
7715,26,536,6,Pharmacy,2024-07-01,2024-12-31,A24,3,3,1,17,10,False,False,v2
7716,26,783,8,Toys,2024-04-01,2024-12-31,A12,2,19,4,34,5,False,False,v2
7717,26,847,9,Health & Beauty,2024-10-01,2024-12-31,A18,4,8,3,29,8,False,False,v5
7718,26,422,5,Sporting Goods,2024-01-01,2024-12-31,A11,2,19,2,36,3,True,False,v2
7719,26,207,3,Apparel,2024-10-01,2024-12-31,A21,4,18,1,45,6,True,False,v2
7720,26,815,9,Health & Beauty,2024-10-01,2024-12-31,A10,3,9,1,20,9,True,False,v5
7721,26,905,10,Office Supplies,2024-10-01,2024-12-31,A20,5,19,4,11,9,False,True,v5
7722,26,885,9,Health & Beauty,2024-01-01,2024-12-31,A14,1,2,4,21,6,False,False,v1
7723,26,150,2,Electronics,2024-04-01,2024-12-31,A04,3,15,2,31,5,True,False,v1
7724,26,160,2,Electronics,2024-07-01,2024-12-31,A08,2,16,2,7,8,False,False,v1
7725,26,978,10,Office Supplies,2024-10-01,2024-12-31,A01,6,18,3,13,11,False,False,v1
7726,26,469,5,Sporting Goods,2024-10-01,2024-12-31,A06,2,1,4,6,5,False,False,v2
7727,26,634,7,Automotive,2024-01-01,2024-12-31,A26,5,1,2,23,5,False,False,v3
7728,26,709,8,Toys,2024-04-01,2024-12-31,A20,1,6,1,8,8,True,False,v3
7729,26,273,3,Apparel,2024-07-01,2024-12-31,A06,1,8,1,36,6,False,False,v3
7730,26,954,10,Office Supplies,2024-04-01,2024-12-31,A10,6,11,2,46,9,True,False,v2
7731,26,948,10,Office Supplies,2024-07-01,2024-12-31,A08,4,14,1,47,8,False,False,v2
7732,26,115,2,Electronics,2024-01-01,2024-12-31,A13,2,13,1,24,3,True,True,v4
7733,26,13,1,Grocery,2024-10-01,2024-12-31,A26,5,2,1,17,10,False,False,v2
7734,26,411,5,Sporting Goods,2024-01-01,2024-12-31,A17,2,3,3,45,11,False,False,v3
7735,26,540,6,Pharmacy,2024-04-01,2024-12-31,A13,6,14,1,9,3,False,False,v1
7736,26,908,10,Office Supplies,2024-01-01,2024-12-31,A06,1,8,2,47,6,False,False,v3
7737,26,835,9,Health & Beauty,2024-01-01,2024-12-31,A30,3,10,4,19,10,True,False,v3
7738,26,332,4,Home & Garden,2024-07-01,2024-12-31,A14,5,17,4,30,5,False,False,v4
7739,26,3,1,Grocery,2024-04-01,2024-12-31,A28,1,7,1,24,9,False,False,v4
7740,26,291,3,Apparel,2024-07-01,2024-12-31,A17,4,11,4,22,10,False,False,v3
7741,26,245,3,Apparel,2024-07-01,2024-12-31,A02,1,16,4,14,4,True,True,v3
7742,26,895,9,Health & Beauty,2024-07-01,2024-12-31,A20,3,14,4,40,7,False,False,v5
7743,26,329,4,Home & Garden,2024-10-01,2024-12-31,A01,4,14,3,25,7,False,False,v2
7744,26,492,5,Sporting Goods,2024-07-01,2024-12-31,A19,3,9,3,32,5,True,False,v1
7745,26,6,1,Grocery,2024-07-01,2024-12-31,A02,5,13,3,29,2,False,False,v5
7746,26,973,10,Office Supplies,2024-07-01,2024-12-31,A15,1,8,4,25,8,False,False,v1
7747,26,750,8,Toys,2024-04-01,2024-12-31,A05,1,12,3,7,8,False,False,v4
7748,26,368,4,Home & Garden,2024-07-01,2024-12-31,A18,5,12,4,12,4,False,False,v5
7749,26,930,10,Office Supplies,2024-10-01,2024-12-31,A19,5,17,2,39,2,False,False,v2
7750,26,639,7,Automotive,2024-04-01,2024-12-31,A07,2,18,4,24,11,False,True,v2
7751,26,638,7,Automotive,2024-04-01,2024-12-31,A08,2,18,4,6,7,False,True,v3
7752,26,710,8,Toys,2024-01-01,2024-12-31,A11,1,16,2,31,3,False,False,v5
7753,26,510,6,Pharmacy,2024-01-01,2024-12-31,A10,5,15,2,43,11,False,False,v5
7754,26,545,6,Pharmacy,2024-07-01,2024-12-31,A19,3,19,1,29,6,False,False,v4
7755,26,126,2,Electronics,2024-04-01,2024-12-31,A26,3,10,1,10,3,False,True,v2
7756,26,844,9,Health & Beauty,2024-04-01,2024-12-31,A25,1,12,4,19,4,False,False,v1
7757,26,372,4,Home & Garden,2024-07-01,2024-12-31,A18,6,2,4,32,8,False,True,v2
7758,26,824,9,Health & Beauty,2024-01-01,2024-12-31,A03,3,2,3,10,3,False,False,v2
7759,26,15,1,Grocery,2024-04-01,2024-12-31,A03,6,7,2,19,3,False,False,v1
7760,26,500,5,Sporting Goods,2024-01-01,2024-12-31,A08,3,11,3,14,12,False,True,v5
7761,26,270,3,Apparel,2024-10-01,2024-12-31,A24,4,1,4,39,4,False,False,v1
7762,26,295,3,Apparel,2024-10-01,2024-12-31,A14,1,15,2,29,4,False,False,v2
7763,26,41,1,Grocery,2024-10-01,2024-12-31,A26,5,15,1,41,8,False,True,v2
7764,26,104,2,Electronics,2024-10-01,2024-12-31,A23,3,20,1,19,7,True,False,v5
7765,26,798,8,Toys,2024-04-01,2024-12-31,A20,3,9,1,15,8,True,False,v5
7766,26,223,3,Apparel,2024-10-01,2024-12-31,A15,6,8,3,39,5,True,False,v3
7767,26,791,8,Toys,2024-07-01,2024-12-31,A18,1,8,4,48,6,False,False,v3
7768,26,513,6,Pharmacy,2024-10-01,2024-12-31,A16,1,14,2,23,4,False,False,v5
7769,26,276,3,Apparel,2024-07-01,2024-12-31,A02,2,13,3,34,12,False,False,v2
7770,26,654,7,Automotive,2024-01-01,2024-12-31,A02,3,12,2,29,9,False,False,v3
7771,26,28,1,Grocery,2024-04-01,2024-12-31,A29,2,6,4,33,10,False,False,v1
7772,26,315,4,Home & Garden,2024-04-01,2024-12-31,A30,4,16,3,23,12,False,False,v5
7773,26,371,4,Home & Garden,2024-07-01,2024-12-31,A04,6,20,1,11,3,False,False,v4
7774,26,857,9,Health & Beauty,2024-07-01,2024-12-31,A17,4,16,1,41,7,False,False,v4
7775,26,671,7,Automotive,2024-04-01,2024-12-31,A19,4,15,4,15,5,False,False,v5
7776,26,901,10,Office Supplies,2024-10-01,2024-12-31,A05,3,11,2,46,2,False,False,v2
7777,26,688,7,Automotive,2024-10-01,2024-12-31,A18,3,2,3,25,2,False,False,v4
7778,26,237,3,Apparel,2024-01-01,2024-12-31,A18,6,7,2,8,7,False,False,v5
7779,26,655,7,Automotive,2024-10-01,2024-12-31,A06,2,12,2,33,2,False,False,v2
7780,26,985,10,Office Supplies,2024-01-01,2024-12-31,A23,2,5,4,14,11,False,False,v5
7781,26,388,4,Home & Garden,2024-07-01,2024-12-31,A13,1,13,2,30,4,True,False,v5
7782,26,299,3,Apparel,2024-07-01,2024-12-31,A21,1,5,2,34,12,False,False,v1
7783,26,267,3,Apparel,2024-07-01,2024-12-31,A06,2,3,3,38,11,False,True,v2
7784,26,539,6,Pharmacy,2024-01-01,2024-12-31,A18,4,1,3,6,7,False,False,v2
7785,26,718,8,Toys,2024-10-01,2024-12-31,A24,6,6,2,35,3,False,False,v3
7786,26,842,9,Health & Beauty,2024-01-01,2024-12-31,A17,4,1,3,27,2,False,False,v2
7787,26,781,8,Toys,2024-04-01,2024-12-31,A26,1,5,4,6,5,False,False,v3
7788,26,456,5,Sporting Goods,2024-04-01,2024-12-31,A13,5,14,4,19,5,True,False,v2
7789,26,851,9,Health & Beauty,2024-01-01,2024-12-31,A05,1,18,2,35,9,True,True,v4
7790,26,125,2,Electronics,2024-07-01,2024-12-31,A09,6,13,4,20,5,True,False,v2
7791,26,135,2,Electronics,2024-07-01,2024-12-31,A22,2,12,4,12,12,False,False,v5
7792,26,584,6,Pharmacy,2024-01-01,2024-12-31,A14,3,7,1,42,2,True,False,v5
7793,26,325,4,Home & Garden,2024-07-01,2024-12-31,A18,4,11,3,9,9,False,False,v1
7794,26,82,1,Grocery,2024-01-01,2024-12-31,A09,2,19,1,28,7,False,False,v2
7795,26,793,8,Toys,2024-04-01,2024-12-31,A27,2,9,2,27,10,False,False,v3
7796,26,27,1,Grocery,2024-04-01,2024-12-31,A08,1,11,1,45,10,False,False,v2
7797,26,489,5,Sporting Goods,2024-01-01,2024-12-31,A06,6,1,2,13,12,False,False,v4
7798,26,243,3,Apparel,2024-07-01,2024-12-31,A04,4,11,3,17,12,False,True,v1
7799,26,562,6,Pharmacy,2024-10-01,2024-12-31,A17,6,2,4,28,12,False,False,v1
7800,26,860,9,Health & Beauty,2024-10-01,2024-12-31,A10,1,20,1,27,12,True,False,v5
7801,27,755,8,Toys,2024-04-01,2024-12-31,A16,3,13,3,40,11,False,False,v4
7802,27,769,8,Toys,2024-10-01,2024-12-31,A28,4,5,4,7,4,False,False,v3
7803,27,24,1,Grocery,2024-01-01,2024-12-31,A26,5,10,1,14,10,False,False,v1
7804,27,48,1,Grocery,2024-10-01,2024-12-31,A06,6,15,1,16,6,False,False,v1
7805,27,454,5,Sporting Goods,2024-07-01,2024-12-31,A21,3,1,1,35,3,False,False,v1
7806,27,460,5,Sporting Goods,2024-04-01,2024-12-31,A15,4,12,3,44,5,False,False,v4
7807,27,714,8,Toys,2024-07-01,2024-12-31,A09,1,7,3,8,2,False,False,v1
7808,27,733,8,Toys,2024-10-01,2024-12-31,A10,2,8,2,14,10,False,False,v3
7809,27,433,5,Sporting Goods,2024-04-01,2024-12-31,A11,1,9,2,19,5,False,False,v4
7810,27,775,8,Toys,2024-04-01,2024-12-31,A04,2,8,3,15,2,False,False,v4
7811,27,257,3,Apparel,2024-01-01,2024-12-31,A13,5,14,4,9,7,False,False,v1
7812,27,673,7,Automotive,2024-10-01,2024-12-31,A09,6,8,4,23,4,False,False,v4
7813,27,701,8,Toys,2024-10-01,2024-12-31,A21,1,16,2,7,3,True,False,v5
7814,27,551,6,Pharmacy,2024-01-01,2024-12-31,A04,4,9,2,37,3,False,False,v2
7815,27,458,5,Sporting Goods,2024-07-01,2024-12-31,A27,4,15,3,14,10,False,False,v5
7816,27,203,3,Apparel,2024-10-01,2024-12-31,A02,4,14,4,20,10,True,False,v4
7817,27,644,7,Automotive,2024-07-01,2024-12-31,A02,3,7,2,27,6,True,False,v4
7818,27,98,1,Grocery,2024-01-01,2024-12-31,A15,2,7,2,20,2,False,False,v4
7819,27,293,3,Apparel,2024-01-01,2024-12-31,A16,1,18,1,31,2,False,False,v5
7820,27,114,2,Electronics,2024-10-01,2024-12-31,A20,3,7,3,26,2,False,False,v3
7821,27,176,2,Electronics,2024-10-01,2024-12-31,A03,1,5,3,40,7,True,True,v3
7822,27,668,7,Automotive,2024-10-01,2024-12-31,A19,1,6,4,40,12,False,True,v1
7823,27,169,2,Electronics,2024-10-01,2024-12-31,A22,5,4,2,10,3,False,False,v5
7824,27,723,8,Toys,2024-10-01,2024-12-31,A12,2,3,2,44,12,False,False,v4
7825,27,11,1,Grocery,2024-10-01,2024-12-31,A11,2,20,4,32,9,False,False,v3
7826,27,996,10,Office Supplies,2024-07-01,2024-12-31,A12,3,1,2,45,9,False,False,v2
7827,27,852,9,Health & Beauty,2024-04-01,2024-12-31,A15,6,11,2,27,4,False,False,v4
7828,27,147,2,Electronics,2024-01-01,2024-12-31,A10,6,4,4,6,11,True,False,v2
7829,27,334,4,Home & Garden,2024-01-01,2024-12-31,A03,6,4,2,44,11,False,False,v3
7830,27,314,4,Home & Garden,2024-01-01,2024-12-31,A02,3,9,3,10,2,True,False,v4
7831,27,149,2,Electronics,2024-04-01,2024-12-31,A29,2,8,2,44,4,True,False,v5
7832,27,761,8,Toys,2024-04-01,2024-12-31,A19,5,14,4,30,3,False,False,v4
7833,27,997,10,Office Supplies,2024-01-01,2024-12-31,A05,6,4,4,11,5,True,False,v1
7834,27,834,9,Health & Beauty,2024-01-01,2024-12-31,A04,2,11,1,28,9,False,False,v4
7835,27,471,5,Sporting Goods,2024-07-01,2024-12-31,A24,1,3,2,34,8,True,False,v2
7836,27,540,6,Pharmacy,2024-01-01,2024-12-31,A09,2,13,1,19,11,False,False,v2
7837,27,287,3,Apparel,2024-04-01,2024-12-31,A18,2,14,4,28,4,False,False,v5
7838,27,106,2,Electronics,2024-04-01,2024-12-31,A02,5,1,4,8,12,False,False,v5
7839,27,66,1,Grocery,2024-01-01,2024-12-31,A19,6,19,3,14,12,False,False,v5
7840,27,530,6,Pharmacy,2024-01-01,2024-12-31,A24,3,17,4,48,2,False,False,v3
7841,27,194,2,Electronics,2024-01-01,2024-12-31,A09,6,20,4,36,7,False,False,v5
7842,27,254,3,Apparel,2024-10-01,2024-12-31,A30,1,20,4,23,3,False,False,v5
7843,27,274,3,Apparel,2024-10-01,2024-12-31,A28,1,9,3,12,3,False,False,v1
7844,27,165,2,Electronics,2024-10-01,2024-12-31,A05,2,5,2,28,3,False,False,v2
7845,27,702,8,Toys,2024-01-01,2024-12-31,A14,3,8,3,17,8,False,True,v5
7846,27,425,5,Sporting Goods,2024-01-01,2024-12-31,A11,5,6,1,25,8,False,False,v2
7847,27,360,4,Home & Garden,2024-01-01,2024-12-31,A15,6,10,3,6,7,False,True,v4
7848,27,842,9,Health & Beauty,2024-10-01,2024-12-31,A24,5,13,3,8,8,False,True,v2
7849,27,116,2,Electronics,2024-01-01,2024-12-31,A30,2,14,4,46,6,False,False,v1
7850,27,96,1,Grocery,2024-07-01,2024-12-31,A03,6,6,1,47,2,False,False,v4
7851,27,982,10,Office Supplies,2024-10-01,2024-12-31,A03,3,18,2,40,6,False,False,v5
7852,27,505,6,Pharmacy,2024-01-01,2024-12-31,A02,3,20,1,12,2,False,False,v1
7853,27,19,1,Grocery,2024-10-01,2024-12-31,A11,1,13,1,24,9,False,False,v1
7854,27,788,8,Toys,2024-01-01,2024-12-31,A27,2,3,2,32,2,True,False,v2
7855,27,78,1,Grocery,2024-04-01,2024-12-31,A01,2,1,1,43,2,False,False,v3
7856,27,659,7,Automotive,2024-01-01,2024-12-31,A18,2,20,1,8,9,False,False,v3
7857,27,885,9,Health & Beauty,2024-10-01,2024-12-31,A16,4,19,1,40,12,False,False,v2
7858,27,240,3,Apparel,2024-04-01,2024-12-31,A26,3,11,4,6,2,False,False,v1
7859,27,809,9,Health & Beauty,2024-10-01,2024-12-31,A08,6,13,4,17,11,False,False,v2
7860,27,861,9,Health & Beauty,2024-10-01,2024-12-31,A10,2,1,1,43,4,True,False,v5
7861,27,208,3,Apparel,2024-07-01,2024-12-31,A06,1,7,2,33,11,False,False,v4
