promo_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,promo_type,planned_discount_pct,actual_discount_pct,planned_stores,compliant_stores,compliance_pct,volume_lift_factor,incremental_units,promo_spend_dollars,is_holiday_promo,occasion
2359,49,2024-12-02,SK032,B11,R02,Display,12.0,10.0,2800,2060,73.6,1.42,2760,48746.88,False,
2360,13,2024-03-25,SK032,B11,R02,TPR,8.0,8.0,2800,1965,70.2,1.1,3327,66870.72,False,
2361,22,2024-05-27,SK032,B11,R02,TPR,25.0,24.0,2800,2041,72.9,1.5,4050,121086.0,True,Memorial Day
2362,36,2024-09-02,SK032,B11,R02,TPR + Feature,10.0,10.0,2800,1789,63.9,1.64,2028,95306.4,False,
2363,38,2024-09-16,SK032,B11,R02,Feature + Display,26.0,22.0,2800,1764,63.0,1.71,4205,355446.0,False,
2364,21,2024-05-20,SK032,B11,R03,TPR + Feature,27.0,27.0,1900,1238,65.2,1.48,2739,257628.6,False,
2365,35,2024-08-26,SK032,B11,R03,Display,30.0,27.0,1900,1235,65.0,1.15,2019,189245.7,True,Back to School
2366,37,2024-09-09,SK032,B11,R03,TPR,30.0,27.0,1900,1261,66.4,1.4,1743,76334.4,True,Labor Day
2367,50,2024-12-09,SK032,B11,R03,Display,16.0,14.0,1900,1248,65.7,1.31,883,122135.04,True,Christmas
2368,43,2024-10-21,SK032,B11,R03,Feature,27.0,28.0,1900,1081,56.9,1.21,674,226140.66,False,
2369,25,2024-06-17,SK032,B11,R03,TPR,21.0,21.0,1900,1485,78.2,1.27,2510,210396.69,False,
2370,41,2024-10-07,SK032,B11,R03,Feature + Display,26.0,24.0,1900,1341,70.6,1.44,2804,195712.92,False,
2371,18,2024-04-29,SK032,B11,R04,TPR,9.0,9.0,575,406,70.7,1.41,306,27288.29,True,Cinco de Mayo
2372,32,2024-08-05,SK032,B11,R04,TPR + Feature,8.0,8.0,575,339,59.0,1.31,1007,13219.02,False,
2373,30,2024-07-22,SK032,B11,R04,TPR,30.0,27.0,575,401,69.8,1.38,2102,9625.5,False,
2374,13,2024-03-25,SK032,B11,R04,Display,14.0,14.0,575,363,63.2,1.52,1746,8310.02,False,
2375,4,2024-01-22,SK032,B11,R04,TPR,12.0,11.0,575,330,57.5,1.13,462,20983.59,True,Super Bowl
2376,34,2024-08-19,SK032,B11,R04,Display,11.0,11.0,575,379,66.0,1.11,1677,8646.91,False,
2377,31,2024-07-29,SK032,B11,R04,TPR + Feature,15.0,15.0,575,412,71.7,1.8,2872,5534.66,False,
2378,23,2024-06-03,SK032,B11,R04,TPR + Feature,19.0,19.0,575,391,68.1,1.31,1873,37796.13,False,
2379,13,2024-03-25,SK032,B11,R05,Feature,32.0,32.0,1330,895,67.3,1.49,309,70058.02,False,
2380,6,2024-02-05,SK032,B11,R05,Feature,12.0,12.0,1330,606,45.6,1.29,1557,20928.35,False,
2381,15,2024-04-08,SK032,B11,R05,TPR,16.0,14.0,1330,1090,82.0,1.44,1135,45715.82,False,
2382,35,2024-08-26,SK032,B11,R05,TPR,21.0,21.0,1330,779,58.6,1.49,525,35066.12,True,Back to School
2383,16,2024-04-15,SK032,B11,R05,Display,11.0,10.0,1330,1102,82.9,1.2,1206,13469.84,False,
2384,23,2024-06-03,SK032,B11,R05,Feature + Display,22.0,19.0,1330,649,48.8,1.52,607,71022.8,False,
2385,32,2024-08-05,SK032,B11,R05,Display,16.0,15.0,1330,887,66.7,1.07,912,31466.74,False,
2386,34,2024-08-19,SK032,B11,R05,Feature + Display,26.0,27.0,1330,613,46.1,1.32,1140,47274.32,False,
2387,9,2024-02-26,SK032,B11,R05,TPR,32.0,28.0,1330,972,73.1,1.33,791,179301.02,True,Valentine's Day
2388,6,2024-02-05,SK032,B11,R06,TPR,26.0,26.0,2280,1639,71.9,1.1,144,41347.8,False,
2389,4,2024-01-22,SK032,B11,R06,TPR + Feature,23.0,24.0,2280,1637,71.8,1.32,630,87784.56,True,Super Bowl
2390,46,2024-11-11,SK032,B11,R06,TPR,29.0,29.0,2280,1436,63.0,1.07,386,330209.89,False,
2391,14,2024-04-01,SK032,B11,R06,Feature + Display,10.0,10.0,2280,1438,63.1,1.34,711,33714.36,True,Easter
2392,47,2024-11-18,SK032,B11,R06,TPR,15.0,14.0,2280,1491,65.4,1.41,1496,32442.12,True,Thanksgiving
2393,31,2024-07-29,SK032,B11,R06,Feature + Display,31.0,31.0,2280,1461,64.1,1.78,528,145925.93,False,
2394,2,2024-01-08,SK032,B11,R07,TPR + Feature,27.0,24.0,2000,1356,67.8,1.68,1673,269681.4,False,
2395,19,2024-05-06,SK032,B11,R07,TPR,30.0,26.0,2000,1284,64.2,1.32,949,236034.0,False,
2396,11,2024-03-11,SK032,B11,R07,TPR,29.0,30.0,2000,964,48.2,1.37,663,182856.6,False,
2397,37,2024-09-09,SK032,B11,R07,Feature + Display,29.0,26.0,2000,1301,65.1,1.67,1284,194184.0,True,Labor Day
2398,15,2024-04-08,SK032,B11,R07,TPR,28.0,27.0,2000,1272,63.6,1.22,152,35935.2,False,
2399,35,2024-08-26,SK032,B11,R07,TPR,27.0,25.0,2000,1528,76.4,1.15,482,30132.0,True,Back to School
2400,38,2024-09-16,SK032,B11,R07,TPR,18.0,18.0,2000,1352,67.6,1.34,584,161708.4,False,
2401,4,2024-01-22,SK032,B11,R07,Feature + Display,18.0,16.0,2000,1482,74.1,1.96,2171,52228.8,True,Super Bowl
2402,5,2024-01-29,SK032,B11,R08,Feature + Display,29.0,27.0,340,222,65.5,1.9,1128,28059.59,False,
2403,50,2024-12-09,SK032,B11,R08,TPR,15.0,16.0,340,220,64.8,1.23,578,24473.88,True,Christmas
2404,21,2024-05-20,SK032,B11,R08,TPR,23.0,23.0,340,224,66.0,1.18,889,35344.84,False,
2405,46,2024-11-11,SK032,B11,R08,TPR + Feature,10.0,9.0,340,226,66.5,1.29,880,1897.2,False,
2406,44,2024-10-28,SK032,B11,R08,Feature + Display,29.0,30.0,340,226,66.7,1.66,1208,9078.1,True,Halloween
2407,37,2024-09-09,SK032,B11,R09,TPR,24.0,25.0,19000,12464,65.6,1.25,831,966902.4,True,Labor Day
2408,19,2024-05-06,SK032,B11,R09,Feature,9.0,8.0,19000,11628,61.2,1.54,184,858762.0,False,
2409,34,2024-08-19,SK032,B11,R09,TPR + Feature,24.0,23.0,19000,10716,56.4,1.48,1000,1183183.2,False,
2410,18,2024-04-29,SK032,B11,R09,TPR + Feature,16.0,15.0,19000,10811,56.9,1.83,473,1365537.6,True,Cinco de Mayo
2411,24,2024-06-10,SK032,B11,R09,Display,16.0,15.0,19000,13813,72.7,1.32,116,720936.0,False,
2412,26,2024-06-24,SK032,B11,R09,Display,8.0,8.0,19000,11837,62.3,1.24,535,555544.8,False,
2413,32,2024-08-05,SK032,B11,R09,TPR,18.0,18.0,19000,12502,65.8,1.36,614,791969.4,False,
2414,29,2024-07-15,SK032,B11,R10,TPR,24.0,21.0,500,324,64.8,1.47,163,48880.8,False,
2415,1,2024-01-01,SK032,B11,R10,Display,29.0,29.0,500,281,56.2,1.26,358,57041.55,False,
2416,23,2024-06-03,SK032,B11,R10,TPR + Feature,29.0,28.0,500,304,60.8,1.77,365,10113.75,False,
2417,18,2024-04-29,SK032,B11,R10,Display,31.0,27.0,500,299,59.8,1.33,529,44542.35,True,Cinco de Mayo
2418,49,2024-12-02,SK032,B11,R10,TPR + Feature,28.0,28.0,500,300,60.1,1.25,266,29295.0,False,
2419,3,2024-01-15,SK032,B11,R10,TPR + Feature,31.0,32.0,500,310,62.1,1.69,652,35028.45,False,
2420,4,2024-01-22,SK033,B11,R01,Display,27.0,27.0,4600,3091,67.2,1.09,5087,345362.94,True,Super Bowl
2421,22,2024-05-27,SK033,B11,R01,TPR,11.0,10.0,4600,2663,57.9,1.17,2501,39336.44,True,Memorial Day
2422,11,2024-03-11,SK033,B11,R01,Feature + Display,14.0,14.0,4600,2668,58.0,1.86,6781,252248.36,False,
2423,44,2024-10-28,SK033,B11,R01,TPR + Feature,13.0,12.0,4600,2930,63.7,1.66,6065,126949.42,True,Halloween
2424,15,2024-04-08,SK033,B11,R01,Feature,29.0,30.0,4600,3514,76.4,1.15,4748,255274.24,False,
2425,28,2024-07-08,SK033,B11,R01,Feature,15.0,14.0,4600,3210,69.8,1.19,1807,187742.1,False,
2426,30,2024-07-22,SK033,B11,R01,TPR + Feature,14.0,13.0,4600,3339,72.6,1.79,3887,313866.28,False,
2427,32,2024-08-05,SK033,B11,R01,Feature + Display,25.0,22.0,4600,3546,77.1,1.79,7224,113470.5,False,
2428,9,2024-02-26,SK033,B11,R02,Feature,18.0,18.0,2800,1912,68.3,1.37,1095,49729.68,True,Valentine's Day
2429,31,2024-07-29,SK033,B11,R02,Feature + Display,21.0,20.0,2800,1859,66.4,1.54,407,68566.68,False,
2430,49,2024-12-02,SK033,B11,R02,TPR,26.0,24.0,2800,1792,64.0,1.04,85,43534.4,False,
2431,14,2024-04-01,SK033,B11,R02,Display,18.0,17.0,2800,1906,68.1,1.55,450,186863.04,True,Easter
2432,30,2024-07-22,SK033,B11,R02,Feature,11.0,11.0,2800,1954,69.8,1.39,2727,99459.36,False,
2433,40,2024-09-30,SK033,B11,R02,Feature + Display,14.0,13.0,2800,1766,63.1,1.67,3548,221523.12,False,
2434,25,2024-06-17,SK033,B11,R03,Feature,20.0,21.0,1900,1242,65.4,1.67,2220,180655.8,False,
2435,27,2024-07-01,SK033,B11,R03,Feature + Display,13.0,12.0,1900,1292,68.0,1.62,3265,73114.47,True,July 4th
2436,7,2024-02-12,SK033,B11,R03,Display,11.0,9.0,1900,1328,69.9,1.31,125,48742.98,False,
2437,2,2024-01-08,SK033,B11,R03,Feature,23.0,20.0,1900,1058,55.7,1.4,1035,91464.1,False,
2438,43,2024-10-21,SK033,B11,R03,Display,13.0,12.0,1900,1109,58.4,1.07,1184,65729.17,False,
2439,37,2024-09-09,SK033,B11,R03,TPR,14.0,14.0,1900,1274,67.1,1.1,1187,93054.78,True,Labor Day
2440,50,2024-12-09,SK033,B11,R03,Display,13.0,13.0,1900,1058,55.7,1.31,1145,32495.32,True,Christmas
2441,34,2024-08-19,SK033,B11,R03,Display,14.0,12.0,1900,1444,76.0,1.56,2747,57264.48,False,
2442,45,2024-11-04,SK033,B11,R03,Display,18.0,17.0,1900,1204,63.4,1.49,1560,195312.78,False,
2443,13,2024-03-25,SK033,B11,R03,TPR,22.0,20.0,1900,1314,69.2,1.32,2795,147478.76,False,
2444,37,2024-09-09,SK033,B11,R04,TPR,24.0,25.0,575,401,69.9,1.07,722,29296.02,True,Labor Day
2445,28,2024-07-08,SK033,B11,R04,Feature,19.0,16.0,575,396,69.0,1.63,2003,17312.85,False,
2446,15,2024-04-08,SK033,B11,R04,Feature,16.0,16.0,575,346,60.3,1.53,2479,43462.64,False,
2447,18,2024-04-29,SK033,B11,R04,Feature + Display,30.0,28.0,575,325,56.6,1.52,919,26820.3,True,Cinco de Mayo
2448,41,2024-10-07,SK033,B11,R04,Feature + Display,18.0,15.0,575,372,64.7,1.89,2531,43944.03,False,
2449,32,2024-08-05,SK033,B11,R04,Display,29.0,29.0,575,408,71.0,1.24,1587,99716.5,False,
2450,10,2024-03-04,SK033,B11,R04,Feature,23.0,21.0,575,427,74.4,1.38,1330,71967.81,False,
2451,30,2024-07-22,SK033,B11,R05,TPR,16.0,16.0,1330,932,70.1,1.05,1122,90350.62,False,
2452,43,2024-10-21,SK033,B11,R05,TPR,17.0,17.0,1330,982,73.9,1.46,57,87209.03,False,
2453,24,2024-06-10,SK033,B11,R05,TPR,26.0,24.0,1330,912,68.6,1.03,407,185075.62,False,
2454,39,2024-09-23,SK033,B11,R06,TPR,24.0,21.0,2280,1440,63.2,1.13,426,199607.62,False,
2455,35,2024-08-26,SK033,B11,R06,TPR,29.0,25.0,2280,1826,80.1,1.48,532,363765.79,True,Back to School
2456,3,2024-01-15,SK033,B11,R06,TPR,15.0,14.0,2280,1516,66.5,1.45,484,95099.94,False,
2457,37,2024-09-09,SK033,B11,R06,Feature,23.0,21.0,2280,1564,68.6,1.35,1549,122300.57,True,Labor Day
2458,13,2024-03-25,SK033,B11,R06,TPR + Feature,19.0,18.0,2280,1502,65.9,1.37,362,125641.0,False,
2459,51,2024-12-16,SK033,B11,R07,TPR,24.0,25.0,2000,956,47.8,1.4,1469,101899.2,False,
2460,21,2024-05-20,SK033,B11,R07,TPR + Feature,28.0,28.0,2000,1526,76.3,1.52,1047,68650.4,False,
2461,16,2024-04-15,SK033,B11,R07,Display,14.0,14.0,2000,1544,77.2,1.21,622,56929.6,False,
2462,24,2024-06-10,SK033,B11,R07,Feature,31.0,31.0,2000,1304,65.2,1.17,1225,203918.0,False,
2463,44,2024-10-28,SK033,B11,R07,TPR,21.0,18.0,2000,1038,51.9,1.13,81,121812.6,True,Halloween
2464,35,2024-08-26,SK033,B11,R08,Feature + Display,21.0,21.0,340,220,64.9,1.77,253,40989.31,True,Back to School
2465,50,2024-12-09,SK033,B11,R08,Feature + Display,26.0,24.0,340,221,65.2,1.95,580,28017.5,True,Christmas
2466,5,2024-01-29,SK033,B11,R08,Feature,27.0,28.0,340,186,54.9,1.47,1032,24977.86,False,
2467,41,2024-10-07,SK033,B11,R08,TPR + Feature,16.0,16.0,340,216,63.6,1.47,919,29766.05,False,
2468,10,2024-03-04,SK033,B11,R08,TPR + Feature,13.0,13.0,340,226,66.6,1.55,95,26299.44,False,
2469,3,2024-01-15,SK033,B11,R08,TPR,24.0,22.0,340,267,78.6,1.13,66,7563.5,False,
2470,12,2024-03-18,SK033,B11,R08,Display,12.0,12.0,340,248,73.1,1.32,735,7075.54,False,
2471,11,2024-03-11,SK033,B11,R08,Feature,24.0,21.0,340,210,61.9,1.21,402,19274.74,False,
2472,31,2024-07-29,SK033,B11,R08,Display,8.0,7.0,340,200,59.1,1.54,389,14883.02,False,
2473,41,2024-10-07,SK033,B11,R09,TPR,15.0,15.0,19000,13756,72.4,1.41,76,809542.5,False,
2474,24,2024-06-10,SK033,B11,R09,Feature + Display,11.0,10.0,19000,11077,58.3,1.58,250,618660.9,False,
2475,37,2024-09-09,SK033,B11,R09,TPR + Feature,29.0,25.0,19000,13794,72.6,1.77,1041,593096.4,True,Labor Day
2476,22,2024-05-27,SK033,B11,R09,Feature,18.0,18.0,19000,12008,63.2,1.28,211,1769063.4,True,Memorial Day
2477,39,2024-09-23,SK033,B11,R09,TPR,27.0,27.0,19000,14231,74.9,1.1,338,1058370.3,False,
2478,48,2024-11-25,SK033,B11,R09,Feature,12.0,13.0,19000,12939,68.1,1.2,73,1247547.6,True,Black Friday
2479,49,2024-12-02,SK033,B11,R09,TPR,17.0,17.0,19000,10184,53.6,1.06,298,1506601.2,False,
2480,5,2024-01-29,SK033,B11,R09,TPR + Feature,9.0,9.0,19000,13908,73.2,1.47,65,572644.8,False,
2481,15,2024-04-08,SK033,B11,R09,Feature,16.0,17.0,19000,11685,61.5,1.28,577,954408.0,False,
2482,50,2024-12-09,SK033,B11,R09,TPR + Feature,10.0,10.0,19000,11609,61.1,1.7,412,448799.0,True,Christmas
2483,30,2024-07-22,SK033,B11,R09,Feature,27.0,24.0,19000,10108,53.2,1.18,472,3006385.2,False,
2484,52,2024-12-23,SK033,B11,R10,Display,15.0,15.0,500,310,62.1,1.17,294,37898.25,True,New Year's Eve
2485,15,2024-04-08,SK033,B11,R10,Feature + Display,26.0,26.0,500,363,72.7,1.92,323,47421.4,False,
2486,49,2024-12-02,SK033,B11,R10,TPR,17.0,18.0,500,293,58.7,1.46,606,32785.35,False,
2487,31,2024-07-29,SK033,B11,R10,Feature + Display,26.0,24.0,500,309,61.8,1.55,72,44311.8,False,
2488,52,2024-12-23,SK034,B11,R01,Feature + Display,27.0,24.0,4600,3036,66.0,1.87,1791,300799.98,True,New Year's Eve
2489,32,2024-08-05,SK034,B11,R01,Feature,26.0,25.0,4600,3036,66.0,1.37,2687,261050.92,False,
2490,39,2024-09-23,SK034,B11,R01,Feature,12.0,10.0,4600,2944,64.0,1.23,1499,216212.88,False,
2491,22,2024-05-27,SK034,B11,R01,TPR,31.0,29.0,4600,3036,66.0,1.42,2912,818638.08,True,Memorial Day
2492,36,2024-09-02,SK034,B11,R01,Feature,28.0,26.0,4600,2847,61.9,1.54,5619,80873.52,False,
2493,21,2024-05-20,SK034,B11,R01,TPR + Feature,12.0,12.0,4600,2603,56.6,1.25,4547,165048.0,False,
2494,49,2024-12-02,SK034,B11,R01,TPR + Feature,8.0,8.0,4600,3160,68.7,1.37,4074,42912.48,False,
2495,24,2024-06-10,SK034,B11,R01,TPR,25.0,25.0,4600,3565,77.5,1.03,1174,457320.5,False,
2496,35,2024-08-26,SK034,B11,R01,TPR,9.0,9.0,4600,2626,57.1,1.32,1190,160921.8,True,Back to School
2497,12,2024-03-18,SK034,B11,R02,TPR,11.0,11.0,2800,2088,74.6,1.39,4300,32232.2,False,
2498,14,2024-04-01,SK034,B11,R02,Feature,10.0,10.0,2800,1750,62.5,1.66,1050,128091.6,True,Easter
2499,30,2024-07-22,SK034,B11,R02,TPR,16.0,15.0,2800,2049,73.2,1.21,1985,91087.36,False,
2500,35,2024-08-26,SK034,B11,R02,Feature,11.0,10.0,2800,1834,65.5,1.23,2226,111431.32,True,Back to School
2501,47,2024-11-18,SK034,B11,R02,TPR + Feature,30.0,28.0,2800,1783,63.7,1.78,4660,193393.2,True,Thanksgiving
2502,7,2024-02-12,SK034,B11,R02,TPR,30.0,31.0,2800,2046,73.1,1.44,1194,65301.6,False,
2503,48,2024-11-25,SK034,B11,R03,Feature + Display,19.0,17.0,1900,1261,66.4,1.82,3042,66922.18,True,Black Friday
2504,9,2024-02-26,SK034,B11,R03,Feature,14.0,13.0,1900,1035,54.5,1.3,1819,53287.78,True,Valentine's Day
2505,51,2024-12-16,SK034,B11,R03,Feature,24.0,23.0,1900,1366,71.9,1.37,527,73625.76,False,
2506,1,2024-01-01,SK034,B11,R03,Feature,26.0,22.0,1900,1447,76.2,1.45,1676,286549.64,False,
2507,47,2024-11-18,SK034,B11,R03,TPR + Feature,27.0,28.0,1900,1124,59.2,1.71,2680,214741.8,True,Thanksgiving
2508,29,2024-07-15,SK034,B11,R03,TPR + Feature,24.0,24.0,1900,1221,64.3,1.36,1033,145888.08,False,
2509,37,2024-09-09,SK034,B11,R03,Feature,16.0,14.0,1900,1075,56.6,1.39,606,150887.36,True,Labor Day
2510,45,2024-11-04,SK034,B11,R03,Feature,26.0,24.0,1900,1145,60.3,1.39,904,138843.64,False,
2511,27,2024-07-01,SK034,B11,R03,Feature,24.0,21.0,1900,1170,61.6,1.43,1453,57264.48,True,July 4th
2512,34,2024-08-19,SK034,B11,R04,TPR,15.0,14.0,575,409,71.2,1.11,1072,6189.3,False,
2513,52,2024-12-23,SK034,B11,R04,Feature + Display,17.0,15.0,575,374,65.1,1.97,1222,8475.9,True,New Year's Eve
2514,44,2024-10-28,SK034,B11,R04,TPR,11.0,11.0,575,270,47.0,1.41,829,32717.33,True,Halloween
2515,35,2024-08-26,SK034,B11,R04,Feature + Display,14.0,14.0,575,346,60.3,1.79,43,14923.09,True,Back to School
2516,27,2024-07-01,SK034,B11,R04,Feature,28.0,27.0,575,428,74.5,1.39,272,37067.03,True,July 4th
2517,3,2024-01-15,SK034,B11,R04,Feature + Display,19.0,19.0,575,385,67.0,1.62,1663,20579.42,False,
2518,33,2024-08-12,SK034,B11,R04,TPR,11.0,11.0,575,437,76.0,1.09,833,11725.28,False,
2519,22,2024-05-27,SK034,B11,R04,Feature + Display,32.0,30.0,575,388,67.5,1.81,3211,13754.0,True,Memorial Day
2520,4,2024-01-22,SK034,B11,R04,Feature,13.0,13.0,575,400,69.7,1.61,1884,36430.91,True,Super Bowl
2521,41,2024-10-07,SK034,B11,R04,TPR + Feature,17.0,17.0,575,368,64.1,1.28,1665,36241.79,False,
2522,28,2024-07-08,SK034,B11,R04,Display,14.0,13.0,575,359,62.5,1.34,1052,37067.03,False,
2523,36,2024-09-02,SK034,B11,R05,TPR,18.0,18.0,1330,867,65.2,1.19,1538,115960.57,False,
2524,22,2024-05-27,SK034,B11,R05,TPR,23.0,23.0,1330,1082,81.4,1.03,626,119817.97,True,Memorial Day
2525,35,2024-08-26,SK034,B11,R05,TPR,22.0,23.0,1330,742,55.8,1.31,1845,164476.31,True,Back to School
2526,34,2024-08-19,SK034,B11,R05,Feature,30.0,30.0,1330,970,73.0,1.44,789,227864.91,False,
2527,30,2024-07-22,SK034,B11,R05,TPR,23.0,22.0,1330,885,66.6,1.25,125,84146.97,False,
2528,43,2024-10-21,SK034,B11,R05,TPR,28.0,25.0,1330,946,71.2,1.21,648,132503.64,False,
2529,31,2024-07-29,SK034,B11,R05,Feature,31.0,27.0,1330,985,74.1,1.21,1256,236693.18,False,
2530,38,2024-09-16,SK034,B11,R05,Display,29.0,29.0,1330,1042,78.4,1.1,1300,214503.2,False,
2531,51,2024-12-16,SK034,B11,R05,TPR,27.0,23.0,1330,732,55.1,1.13,749,135287.33,False,
2532,4,2024-01-22,SK034,B11,R06,Feature,30.0,30.0,2280,1812,79.5,1.25,1482,216786.96,True,Super Bowl
2533,41,2024-10-07,SK034,B11,R06,Feature,18.0,18.0,2280,1507,66.1,1.32,1167,203697.94,False,
2534,1,2024-01-01,SK034,B11,R06,TPR,13.0,11.0,2280,1304,57.2,1.03,529,37221.91,False,
2535,38,2024-09-16,SK034,B11,R06,TPR,30.0,31.0,2280,1388,60.9,1.01,342,63399.96,False,
2536,40,2024-09-30,SK034,B11,R06,Feature,11.0,11.0,2280,1285,56.4,1.28,1176,71239.74,False,
2537,34,2024-08-19,SK034,B11,R06,Feature,25.0,26.0,2280,1368,60.0,1.34,121,340860.0,False,
2538,28,2024-07-08,SK034,B11,R07,Feature + Display,24.0,22.0,2000,1124,56.2,1.9,1617,216715.2,False,
2539,26,2024-06-24,SK034,B11,R07,Feature,29.0,28.0,2000,1114,55.7,1.12,232,182091.0,False,
2540,34,2024-08-19,SK034,B11,R07,Feature,24.0,24.0,2000,1598,79.9,1.6,82,246854.4,False,
2541,17,2024-04-22,SK034,B11,R07,Feature + Display,19.0,18.0,2000,1364,68.2,1.76,1920,65899.6,False,
2542,38,2024-09-16,SK034,B11,R07,Feature + Display,29.0,26.0,2000,1286,64.3,1.45,1002,317358.6,False,
2543,15,2024-04-08,SK034,B11,R07,TPR + Feature,23.0,23.0,2000,1010,50.5,1.5,95,85274.8,False,
2544,4,2024-01-22,SK034,B11,R07,TPR + Feature,14.0,12.0,2000,1442,72.1,1.52,270,128928.8,True,Super Bowl
2545,22,2024-05-27,SK034,B11,R07,TPR,13.0,12.0,2000,1304,65.2,1.3,1181,125938.8,True,Memorial Day
2546,7,2024-02-12,SK034,B11,R08,TPR,29.0,26.0,340,210,62.0,1.42,465,40979.15,False,
2547,50,2024-12-09,SK034,B11,R08,Feature + Display,30.0,28.0,340,243,71.7,1.64,659,25313.34,True,Christmas
2548,5,2024-01-29,SK034,B11,R08,Feature,22.0,23.0,340,225,66.4,1.53,885,31982.24,False,
2549,52,2024-12-23,SK034,B11,R09,TPR + Feature,30.0,30.0,19000,13376,70.4,1.42,976,477204.0,True,New Year's Eve
2550,48,2024-11-25,SK034,B11,R09,Feature,30.0,31.0,19000,13205,69.5,1.34,523,1193010.0,True,Black Friday
2551,50,2024-12-09,SK034,B11,R09,TPR + Feature,27.0,24.0,19000,13528,71.2,1.51,526,2561562.9,True,Christmas
2552,9,2024-02-26,SK034,B11,R09,Feature,9.0,9.0,19000,14649,77.1,1.41,577,910096.2,True,Valentine's Day
2553,8,2024-02-19,SK034,B11,R09,Feature,27.0,28.0,19000,11191,58.9,1.21,705,383467.5,False,
2554,36,2024-09-02,SK034,B11,R09,TPR + Feature,10.0,9.0,19000,9785,51.5,1.82,925,1102114.0,False,
2555,32,2024-08-05,SK034,B11,R09,TPR + Feature,16.0,16.0,19000,12559,66.1,1.3,41,1717934.4,False,
2556,18,2024-04-29,SK034,B11,R09,Display,14.0,14.0,19000,10716,56.4,1.54,386,866920.6,True,Cinco de Mayo
2557,33,2024-08-12,SK034,B11,R09,TPR,14.0,13.0,19000,12559,66.1,1.27,324,397670.0,False,
2558,35,2024-08-26,SK034,B11,R09,Feature,27.0,27.0,19000,9481,49.9,1.37,855,1549208.7,True,Back to School
2559,29,2024-07-15,SK034,B11,R09,Feature,10.0,9.0,19000,10412,54.8,1.66,609,431756.0,False,
2560,14,2024-04-01,SK034,B11,R10,TPR,11.0,11.0,500,344,68.8,1.02,356,7400.25,True,Easter
2561,37,2024-09-09,SK034,B11,R10,TPR,32.0,33.0,500,390,78.1,1.13,371,59800.0,True,Labor Day
2562,7,2024-02-12,SK034,B11,R10,Display,15.0,14.0,500,303,60.6,1.17,494,8745.75,False,
2563,42,2024-10-14,SK034,B11,R10,TPR,13.0,13.0,500,355,71.1,1.49,221,37315.2,False,
2564,44,2024-10-28,SK035,B11,R01,TPR,29.0,26.0,4600,3919,85.2,1.01,379,437632.04,True,Halloween
2565,50,2024-12-09,SK035,B11,R01,Feature + Display,19.0,17.0,4600,2663,57.9,1.86,9214,100658.58,True,Christmas
2566,35,2024-08-26,SK035,B11,R01,Feature + Display,25.0,23.0,4600,3123,67.9,1.51,5660,457539.0,True,Back to School
2567,1,2024-01-01,SK035,B11,R02,Feature + Display,28.0,27.0,2800,2091,74.7,1.61,1010,251726.72,False,
2568,47,2024-11-18,SK035,B11,R02,Feature,15.0,15.0,2800,1587,56.7,1.57,3511,288762.6,True,Thanksgiving
2569,23,2024-06-03,SK035,B11,R02,TPR,30.0,30.0,2800,1674,59.8,1.04,903,548209.2,False,
2570,29,2024-07-15,SK035,B11,R02,Feature,30.0,26.0,2800,1708,61.0,1.41,1871,79153.2,False,
2571,28,2024-07-08,SK035,B11,R02,TPR + Feature,11.0,11.0,2800,1433,51.2,1.27,2904,36547.28,False,
2572,52,2024-12-23,SK035,B11,R03,Feature,32.0,29.0,1900,1231,64.8,1.37,2251,78511.04,True,New Year's Eve
2573,14,2024-04-01,SK035,B11,R03,TPR,26.0,27.0,1900,1259,66.3,1.26,1063,217231.56,True,Easter
2574,42,2024-10-14,SK035,B11,R03,Feature + Display,32.0,30.0,1900,1206,63.5,1.84,2564,190972.8,False,
2575,44,2024-10-28,SK035,B11,R03,TPR,28.0,29.0,1900,1005,52.9,1.49,418,285928.72,True,Halloween
2576,48,2024-11-25,SK035,B11,R03,Feature,30.0,31.0,1900,1231,64.8,1.25,2037,385924.2,True,Black Friday
2577,43,2024-10-21,SK035,B11,R03,Feature + Display,15.0,15.0,1900,912,48.0,1.36,47,193956.75,False,
2578,22,2024-05-27,SK035,B11,R03,Display,14.0,14.0,1900,1206,63.5,1.38,1294,44560.32,True,Memorial Day
2579,9,2024-02-26,SK035,B11,R03,TPR,18.0,17.0,1900,1187,62.5,1.11,241,137261.7,True,Valentine's Day
2580,4,2024-01-22,SK035,B11,R03,Display,21.0,20.0,1900,1307,68.8,1.36,1435,68232.99,True,Super Bowl
2581,28,2024-07-08,SK035,B11,R03,TPR,24.0,24.0,1900,915,48.2,1.46,2180,84346.32,False,
2582,24,2024-06-10,SK035,B11,R03,Display,22.0,22.0,1900,1331,70.1,1.55,1402,103576.22,False,
2583,26,2024-06-24,SK035,B11,R03,Feature,18.0,16.0,1900,1065,56.1,1.32,1561,219618.72,False,
2584,50,2024-12-09,SK035,B11,R03,TPR + Feature,27.0,27.0,1900,1364,71.8,1.4,2163,159342.93,True,Christmas
2585,25,2024-06-17,SK035,B11,R04,Display,22.0,20.0,575,322,56.1,1.43,519,21191.28,False,
2586,29,2024-07-15,SK035,B11,R04,Feature + Display,17.0,15.0,575,362,63.0,1.33,2211,7505.25,False,
