ms_id,fiscal_week,week_start_date,brand_id,brand_name,business_unit,retailer_id,entity_type,dollar_share_pct,unit_share_pct,dollar_sales,category_size_dollars,yoy_share_chg
15332,6,2024-02-05,,Folgers,Coffee,R01,Competitor,22.2,23.1,42.8,192.79,-0.2
15333,6,2024-02-05,,Starbucks K-Cup,Coffee,R01,Competitor,20.8,19.6,40.1,192.79,0.04
15334,6,2024-02-05,,Private Label,Coffee,R01,Competitor,23.1,24.8,44.53,192.79,-0.08
15335,6,2024-02-05,,Dunkin',Coffee,R01,Competitor,23.1,22.5,44.53,192.79,-0.73
15336,6,2024-02-05,B14,Maxwell House,Coffee,R02,KHC Brand,11.2,12.3,15.19,135.59,-0.21
15337,6,2024-02-05,,Folgers,Coffee,R02,Competitor,23.1,25.3,31.32,135.59,0.63
15338,6,2024-02-05,,Starbucks K-Cup,Coffee,R02,Competitor,26.7,26.1,36.2,135.59,0.32
15339,6,2024-02-05,,Private Label,Coffee,R02,Competitor,18.1,18.6,24.54,135.59,0.74
15340,6,2024-02-05,,Dunkin',Coffee,R02,Competitor,23.0,22.3,31.19,135.59,-0.75
15341,6,2024-02-05,B14,Maxwell House,Coffee,R03,KHC Brand,14.0,15.4,11.47,81.91,0.34
15342,6,2024-02-05,,Folgers,Coffee,R03,Competitor,20.5,19.5,16.79,81.91,-0.1
15343,6,2024-02-05,,Starbucks K-Cup,Coffee,R03,Competitor,19.7,19.2,16.14,81.91,-0.36
15344,6,2024-02-05,,Private Label,Coffee,R03,Competitor,18.9,19.9,15.48,81.91,0.14
15345,6,2024-02-05,,Dunkin',Coffee,R03,Competitor,22.2,22.7,18.19,81.91,0.71
15346,6,2024-02-05,B14,Maxwell House,Coffee,R04,KHC Brand,14.3,15.6,11.57,80.94,-0.53
15347,6,2024-02-05,,Folgers,Coffee,R04,Competitor,22.2,23.2,17.97,80.94,0.14
15348,6,2024-02-05,,Starbucks K-Cup,Coffee,R04,Competitor,19.8,19.2,16.03,80.94,0.53
15349,6,2024-02-05,,Private Label,Coffee,R04,Competitor,20.8,20.5,16.84,80.94,-0.72
15350,6,2024-02-05,,Dunkin',Coffee,R04,Competitor,21.1,19.1,17.08,80.94,-1.55
15351,6,2024-02-05,B14,Maxwell House,Coffee,R05,KHC Brand,10.1,10.4,5.67,56.14,0.47
15352,6,2024-02-05,,Folgers,Coffee,R05,Competitor,21.1,20.3,11.85,56.14,-1.18
15353,6,2024-02-05,,Starbucks K-Cup,Coffee,R05,Competitor,19.2,18.3,10.78,56.14,-1.22
15354,6,2024-02-05,,Private Label,Coffee,R05,Competitor,20.9,20.2,11.73,56.14,-1.79
15355,6,2024-02-05,,Dunkin',Coffee,R05,Competitor,23.8,22.1,13.36,56.14,0.13
15356,6,2024-02-05,B14,Maxwell House,Coffee,R06,KHC Brand,11.6,12.4,5.73,49.38,1.04
15357,6,2024-02-05,,Folgers,Coffee,R06,Competitor,20.7,20.5,10.22,49.38,-0.23
15358,6,2024-02-05,,Starbucks K-Cup,Coffee,R06,Competitor,24.8,22.4,12.25,49.38,-0.48
15359,6,2024-02-05,,Private Label,Coffee,R06,Competitor,23.7,25.7,11.7,49.38,0.36
15360,6,2024-02-05,,Dunkin',Coffee,R06,Competitor,21.1,20.4,10.42,49.38,-0.42
15361,6,2024-02-05,B14,Maxwell House,Coffee,R07,KHC Brand,10.8,9.7,5.22,48.37,-2.24
15362,6,2024-02-05,,Folgers,Coffee,R07,Competitor,20.8,22.3,10.06,48.37,-0.01
15363,6,2024-02-05,,Starbucks K-Cup,Coffee,R07,Competitor,19.9,19.9,9.63,48.37,0.29
15364,6,2024-02-05,,Private Label,Coffee,R07,Competitor,21.4,20.1,10.35,48.37,0.59
15365,6,2024-02-05,,Dunkin',Coffee,R07,Competitor,20.2,19.4,9.77,48.37,-0.25
15366,6,2024-02-05,B14,Maxwell House,Coffee,R08,KHC Brand,11.0,11.2,3.71,33.72,-1.53
15367,6,2024-02-05,,Folgers,Coffee,R08,Competitor,21.7,22.9,7.32,33.72,-1.16
15368,6,2024-02-05,,Starbucks K-Cup,Coffee,R08,Competitor,22.1,22.7,7.45,33.72,0.14
15369,6,2024-02-05,,Private Label,Coffee,R08,Competitor,19.3,20.9,6.51,33.72,0.46
15370,6,2024-02-05,,Dunkin',Coffee,R08,Competitor,19.8,18.2,6.68,33.72,-0.77
15371,6,2024-02-05,B14,Maxwell House,Coffee,R09,KHC Brand,11.8,12.8,3.31,28.08,0.17
15372,6,2024-02-05,,Folgers,Coffee,R09,Competitor,23.2,22.0,6.52,28.08,0.22
15373,6,2024-02-05,,Starbucks K-Cup,Coffee,R09,Competitor,20.7,20.8,5.81,28.08,0.22
15374,6,2024-02-05,,Private Label,Coffee,R09,Competitor,23.8,25.5,6.68,28.08,-0.68
15375,6,2024-02-05,,Dunkin',Coffee,R09,Competitor,18.9,17.6,5.31,28.08,-0.47
15376,6,2024-02-05,B14,Maxwell House,Coffee,R10,KHC Brand,14.5,15.2,2.83,19.55,1.39
15377,6,2024-02-05,,Folgers,Coffee,R10,Competitor,17.1,18.4,3.34,19.55,0.01
15378,6,2024-02-05,,Starbucks K-Cup,Coffee,R10,Competitor,22.1,21.8,4.32,19.55,0.97
15379,6,2024-02-05,,Private Label,Coffee,R10,Competitor,21.7,20.9,4.24,19.55,-0.05
15380,6,2024-02-05,,Dunkin',Coffee,R10,Competitor,20.7,18.9,4.05,19.55,-0.96
15381,7,2024-02-12,B14,Maxwell House,Coffee,R01,KHC Brand,12.0,11.7,25.67,213.92,0.31
15382,7,2024-02-12,,Folgers,Coffee,R01,Competitor,19.7,21.2,42.14,213.92,0.77
15383,7,2024-02-12,,Starbucks K-Cup,Coffee,R01,Competitor,22.5,22.2,48.13,213.92,-1.45
15384,7,2024-02-12,,Private Label,Coffee,R01,Competitor,22.5,21.2,48.13,213.92,-0.65
15385,7,2024-02-12,,Dunkin',Coffee,R01,Competitor,25.3,24.8,54.12,213.92,-1.46
15386,7,2024-02-12,B14,Maxwell House,Coffee,R02,KHC Brand,12.6,13.1,15.34,121.77,-0.67
15387,7,2024-02-12,,Folgers,Coffee,R02,Competitor,23.2,21.4,28.25,121.77,0.56
15388,7,2024-02-12,,Starbucks K-Cup,Coffee,R02,Competitor,19.1,20.3,23.26,121.77,-0.06
15389,7,2024-02-12,,Private Label,Coffee,R02,Competitor,25.3,25.8,30.81,121.77,0.5
15390,7,2024-02-12,,Dunkin',Coffee,R02,Competitor,25.0,24.2,30.44,121.77,0.09
15391,7,2024-02-12,B14,Maxwell House,Coffee,R03,KHC Brand,10.7,11.0,10.19,95.25,-1.29
15392,7,2024-02-12,,Folgers,Coffee,R03,Competitor,21.2,23.3,20.19,95.25,-0.76
15393,7,2024-02-12,,Starbucks K-Cup,Coffee,R03,Competitor,25.8,27.7,24.57,95.25,1.39
15394,7,2024-02-12,,Private Label,Coffee,R03,Competitor,23.7,26.1,22.57,95.25,0.3
15395,7,2024-02-12,,Dunkin',Coffee,R03,Competitor,20.5,21.5,19.53,95.25,0.21
15396,7,2024-02-12,B14,Maxwell House,Coffee,R04,KHC Brand,10.7,10.5,7.5,70.11,-0.89
15397,7,2024-02-12,,Folgers,Coffee,R04,Competitor,25.3,24.6,17.74,70.11,0.04
15398,7,2024-02-12,,Starbucks K-Cup,Coffee,R04,Competitor,23.7,25.2,16.62,70.11,-2.17
15399,7,2024-02-12,,Private Label,Coffee,R04,Competitor,21.4,22.1,15.0,70.11,-0.62
15400,7,2024-02-12,,Dunkin',Coffee,R04,Competitor,24.5,23.4,17.18,70.11,0.56
15401,7,2024-02-12,B14,Maxwell House,Coffee,R05,KHC Brand,14.1,15.2,8.34,59.15,0.1
15402,7,2024-02-12,,Folgers,Coffee,R05,Competitor,24.3,26.7,14.37,59.15,-0.84
15403,7,2024-02-12,,Starbucks K-Cup,Coffee,R05,Competitor,20.9,20.5,12.36,59.15,1.2
15404,7,2024-02-12,,Private Label,Coffee,R05,Competitor,21.7,22.8,12.84,59.15,0.83
15405,7,2024-02-12,,Dunkin',Coffee,R05,Competitor,20.6,20.4,12.19,59.15,-0.1
15406,7,2024-02-12,B14,Maxwell House,Coffee,R06,KHC Brand,14.4,15.1,8.29,57.57,1.06
15407,7,2024-02-12,,Folgers,Coffee,R06,Competitor,21.2,20.2,12.21,57.57,-1.3
15408,7,2024-02-12,,Starbucks K-Cup,Coffee,R06,Competitor,19.6,20.9,11.28,57.57,-0.51
15409,7,2024-02-12,,Private Label,Coffee,R06,Competitor,22.3,24.0,12.84,57.57,-0.81
15410,7,2024-02-12,,Dunkin',Coffee,R06,Competitor,22.3,22.8,12.84,57.57,0.03
15411,7,2024-02-12,B14,Maxwell House,Coffee,R07,KHC Brand,12.1,11.9,6.01,49.67,-1.51
15412,7,2024-02-12,,Folgers,Coffee,R07,Competitor,23.0,23.6,11.42,49.67,-1.55
15413,7,2024-02-12,,Starbucks K-Cup,Coffee,R07,Competitor,23.7,24.0,11.77,49.67,1.53
15414,7,2024-02-12,,Private Label,Coffee,R07,Competitor,22.0,20.3,10.93,49.67,-0.61
15415,7,2024-02-12,,Dunkin',Coffee,R07,Competitor,25.0,22.9,12.42,49.67,-0.42
15416,7,2024-02-12,B14,Maxwell House,Coffee,R08,KHC Brand,13.2,14.0,4.4,33.31,0.53
15417,7,2024-02-12,,Folgers,Coffee,R08,Competitor,20.1,20.2,6.69,33.31,1.01
15418,7,2024-02-12,,Starbucks K-Cup,Coffee,R08,Competitor,24.0,23.8,7.99,33.31,1.6
15419,7,2024-02-12,,Private Label,Coffee,R08,Competitor,22.9,23.7,7.63,33.31,-0.47
15420,7,2024-02-12,,Dunkin',Coffee,R08,Competitor,19.3,20.9,6.43,33.31,-0.1
15421,7,2024-02-12,B14,Maxwell House,Coffee,R09,KHC Brand,13.0,12.2,4.07,31.29,1.01
15422,7,2024-02-12,,Folgers,Coffee,R09,Competitor,21.4,22.9,6.7,31.29,-0.78
15423,7,2024-02-12,,Starbucks K-Cup,Coffee,R09,Competitor,18.2,18.0,5.7,31.29,-0.28
15424,7,2024-02-12,,Private Label,Coffee,R09,Competitor,20.3,18.9,6.35,31.29,-0.52
15425,7,2024-02-12,,Dunkin',Coffee,R09,Competitor,21.3,20.4,6.67,31.29,-0.12
15426,7,2024-02-12,B14,Maxwell House,Coffee,R10,KHC Brand,11.4,11.2,2.2,19.32,-0.55
15427,7,2024-02-12,,Folgers,Coffee,R10,Competitor,25.1,24.1,4.85,19.32,-0.41
15428,7,2024-02-12,,Starbucks K-Cup,Coffee,R10,Competitor,23.6,23.6,4.56,19.32,-0.51
15429,7,2024-02-12,,Private Label,Coffee,R10,Competitor,21.6,23.1,4.17,19.32,0.62
15430,7,2024-02-12,,Dunkin',Coffee,R10,Competitor,21.1,22.4,4.08,19.32,0.5
15431,8,2024-02-19,B14,Maxwell House,Coffee,R01,KHC Brand,13.7,13.6,26.0,189.78,-0.31
15432,8,2024-02-19,,Folgers,Coffee,R01,Competitor,19.3,19.1,36.63,189.78,0.42
15433,8,2024-02-19,,Starbucks K-Cup,Coffee,R01,Competitor,20.3,19.6,38.53,189.78,-0.43
15434,8,2024-02-19,,Private Label,Coffee,R01,Competitor,20.5,21.6,38.91,189.78,-1.58
15435,8,2024-02-19,,Dunkin',Coffee,R01,Competitor,21.6,23.1,40.99,189.78,-1.88
15436,8,2024-02-19,B14,Maxwell House,Coffee,R02,KHC Brand,13.7,13.0,18.73,136.68,0.52
15437,8,2024-02-19,,Folgers,Coffee,R02,Competitor,21.4,23.0,29.25,136.68,-1.19
15438,8,2024-02-19,,Starbucks K-Cup,Coffee,R02,Competitor,22.7,23.1,31.03,136.68,-3.16
15439,8,2024-02-19,,Private Label,Coffee,R02,Competitor,21.6,21.9,29.52,136.68,0.83
15440,8,2024-02-19,,Dunkin',Coffee,R02,Competitor,22.2,24.1,30.34,136.68,-0.71
15441,8,2024-02-19,B14,Maxwell House,Coffee,R03,KHC Brand,11.0,11.9,9.51,86.41,1.98
15442,8,2024-02-19,,Folgers,Coffee,R03,Competitor,21.4,19.9,18.49,86.41,-0.37
15443,8,2024-02-19,,Starbucks K-Cup,Coffee,R03,Competitor,21.2,20.5,18.32,86.41,-0.96
15444,8,2024-02-19,,Private Label,Coffee,R03,Competitor,17.3,17.3,14.95,86.41,-0.68
15445,8,2024-02-19,,Dunkin',Coffee,R03,Competitor,22.1,23.6,19.1,86.41,-1.03
15446,8,2024-02-19,B14,Maxwell House,Coffee,R04,KHC Brand,8.9,9.6,6.3,70.8,0.2
15447,8,2024-02-19,,Folgers,Coffee,R04,Competitor,22.7,21.1,16.07,70.8,0.99
15448,8,2024-02-19,,Starbucks K-Cup,Coffee,R04,Competitor,22.5,22.5,15.93,70.8,-1.75
15449,8,2024-02-19,,Private Label,Coffee,R04,Competitor,25.3,23.1,17.91,70.8,0.85
15450,8,2024-02-19,,Dunkin',Coffee,R04,Competitor,20.0,20.6,14.16,70.8,0.22
15451,8,2024-02-19,B14,Maxwell House,Coffee,R05,KHC Brand,14.9,16.4,9.16,61.45,1.31
15452,8,2024-02-19,,Folgers,Coffee,R05,Competitor,23.9,24.9,14.69,61.45,0.04
15453,8,2024-02-19,,Starbucks K-Cup,Coffee,R05,Competitor,21.2,19.7,13.03,61.45,-0.68
15454,8,2024-02-19,,Private Label,Coffee,R05,Competitor,20.0,18.9,12.29,61.45,-1.23
15455,8,2024-02-19,,Dunkin',Coffee,R05,Competitor,22.2,24.4,13.64,61.45,-0.35
15456,8,2024-02-19,B14,Maxwell House,Coffee,R06,KHC Brand,12.2,12.9,6.92,56.73,-0.12
15457,8,2024-02-19,,Folgers,Coffee,R06,Competitor,24.2,22.5,13.73,56.73,0.36
15458,8,2024-02-19,,Starbucks K-Cup,Coffee,R06,Competitor,18.0,18.4,10.21,56.73,1.75
15459,8,2024-02-19,,Private Label,Coffee,R06,Competitor,24.2,22.3,13.73,56.73,-0.6
15460,8,2024-02-19,,Dunkin',Coffee,R06,Competitor,22.0,22.6,12.48,56.73,-0.29
15461,8,2024-02-19,B14,Maxwell House,Coffee,R07,KHC Brand,11.2,10.5,5.52,49.32,-0.3
15462,8,2024-02-19,,Folgers,Coffee,R07,Competitor,20.2,20.3,9.96,49.32,0.54
15463,8,2024-02-19,,Starbucks K-Cup,Coffee,R07,Competitor,18.9,20.5,9.32,49.32,-0.72
15464,8,2024-02-19,,Private Label,Coffee,R07,Competitor,20.2,19.1,9.96,49.32,1.22
15465,8,2024-02-19,,Dunkin',Coffee,R07,Competitor,23.8,22.3,11.74,49.32,0.2
15466,8,2024-02-19,B14,Maxwell House,Coffee,R08,KHC Brand,14.4,14.2,4.82,33.47,0.03
15467,8,2024-02-19,,Folgers,Coffee,R08,Competitor,21.1,19.3,7.06,33.47,-0.3
15468,8,2024-02-19,,Starbucks K-Cup,Coffee,R08,Competitor,20.5,20.7,6.86,33.47,0.36
15469,8,2024-02-19,,Private Label,Coffee,R08,Competitor,23.3,21.4,7.8,33.47,0.35
15470,8,2024-02-19,,Dunkin',Coffee,R08,Competitor,20.5,22.2,6.86,33.47,-0.65
15471,8,2024-02-19,B14,Maxwell House,Coffee,R09,KHC Brand,16.2,16.1,4.78,29.51,-0.29
15472,8,2024-02-19,,Folgers,Coffee,R09,Competitor,23.8,25.2,7.02,29.51,-0.51
15473,8,2024-02-19,,Starbucks K-Cup,Coffee,R09,Competitor,20.2,20.1,5.96,29.51,0.15
15474,8,2024-02-19,,Private Label,Coffee,R09,Competitor,24.0,24.0,7.08,29.51,0.11
15475,8,2024-02-19,,Dunkin',Coffee,R09,Competitor,19.8,21.4,5.84,29.51,1.72
15476,8,2024-02-19,B14,Maxwell House,Coffee,R10,KHC Brand,13.1,12.3,2.51,19.14,-0.19
15477,8,2024-02-19,,Folgers,Coffee,R10,Competitor,23.0,21.0,4.4,19.14,-1.03
15478,8,2024-02-19,,Starbucks K-Cup,Coffee,R10,Competitor,23.3,22.0,4.46,19.14,-1.03
15479,8,2024-02-19,,Private Label,Coffee,R10,Competitor,23.0,25.1,4.4,19.14,1.08
15480,8,2024-02-19,,Dunkin',Coffee,R10,Competitor,20.0,20.3,3.83,19.14,-0.1
15481,9,2024-02-26,B14,Maxwell House,Coffee,R01,KHC Brand,13.3,14.4,28.67,215.56,0.76
15482,9,2024-02-26,,Folgers,Coffee,R01,Competitor,22.7,24.6,48.93,215.56,-0.13
15483,9,2024-02-26,,Starbucks K-Cup,Coffee,R01,Competitor,24.4,26.7,52.6,215.56,-0.02
15484,9,2024-02-26,,Private Label,Coffee,R01,Competitor,20.4,18.4,43.97,215.56,-1.08
15485,9,2024-02-26,,Dunkin',Coffee,R01,Competitor,24.0,25.0,51.74,215.56,0.97
15486,9,2024-02-26,B14,Maxwell House,Coffee,R02,KHC Brand,13.1,14.4,19.18,146.38,-1.18
15487,9,2024-02-26,,Folgers,Coffee,R02,Competitor,20.6,18.8,30.16,146.38,0.88
15488,9,2024-02-26,,Starbucks K-Cup,Coffee,R02,Competitor,22.8,24.8,33.38,146.38,-1.4
15489,9,2024-02-26,,Private Label,Coffee,R02,Competitor,22.7,24.1,33.23,146.38,-0.24
15490,9,2024-02-26,,Dunkin',Coffee,R02,Competitor,23.5,23.4,34.4,146.38,-0.55
15491,9,2024-02-26,B14,Maxwell House,Coffee,R03,KHC Brand,14.8,13.6,13.52,91.34,-0.2
15492,9,2024-02-26,,Folgers,Coffee,R03,Competitor,15.4,15.6,14.07,91.34,-0.7
15493,9,2024-02-26,,Starbucks K-Cup,Coffee,R03,Competitor,21.8,19.9,19.91,91.34,-0.09
15494,9,2024-02-26,,Private Label,Coffee,R03,Competitor,20.3,20.0,18.54,91.34,-1.45
15495,9,2024-02-26,,Dunkin',Coffee,R03,Competitor,23.6,22.7,21.56,91.34,1.1
15496,9,2024-02-26,B14,Maxwell House,Coffee,R04,KHC Brand,11.4,10.3,7.81,68.5,0.7
15497,9,2024-02-26,,Folgers,Coffee,R04,Competitor,23.4,21.6,16.03,68.5,-1.2
15498,9,2024-02-26,,Starbucks K-Cup,Coffee,R04,Competitor,22.9,23.8,15.69,68.5,2.08
15499,9,2024-02-26,,Private Label,Coffee,R04,Competitor,19.5,17.7,13.36,68.5,0.88
15500,9,2024-02-26,,Dunkin',Coffee,R04,Competitor,22.1,21.4,15.14,68.5,-0.42
15501,9,2024-02-26,B14,Maxwell House,Coffee,R05,KHC Brand,14.7,13.4,8.52,57.97,-0.5
15502,9,2024-02-26,,Folgers,Coffee,R05,Competitor,21.5,22.7,12.46,57.97,-0.3
15503,9,2024-02-26,,Starbucks K-Cup,Coffee,R05,Competitor,19.4,18.7,11.25,57.97,0.79
15504,9,2024-02-26,,Private Label,Coffee,R05,Competitor,22.3,23.0,12.93,57.97,1.62
15505,9,2024-02-26,,Dunkin',Coffee,R05,Competitor,21.6,20.2,12.52,57.97,-0.29
15506,9,2024-02-26,B14,Maxwell House,Coffee,R06,KHC Brand,12.3,12.0,6.09,49.53,-0.23
15507,9,2024-02-26,,Folgers,Coffee,R06,Competitor,25.0,26.0,12.38,49.53,-0.65
15508,9,2024-02-26,,Starbucks K-Cup,Coffee,R06,Competitor,22.8,24.1,11.29,49.53,-0.48
15509,9,2024-02-26,,Private Label,Coffee,R06,Competitor,19.3,17.8,9.56,49.53,0.06
15510,9,2024-02-26,,Dunkin',Coffee,R06,Competitor,18.8,19.6,9.31,49.53,-0.0
15511,9,2024-02-26,B14,Maxwell House,Coffee,R07,KHC Brand,12.1,11.6,6.08,50.27,-0.31
15512,9,2024-02-26,,Folgers,Coffee,R07,Competitor,21.7,22.3,10.91,50.27,-0.18
15513,9,2024-02-26,,Starbucks K-Cup,Coffee,R07,Competitor,21.6,22.5,10.86,50.27,0.22
15514,9,2024-02-26,,Private Label,Coffee,R07,Competitor,22.0,22.4,11.06,50.27,2.04
15515,9,2024-02-26,,Dunkin',Coffee,R07,Competitor,19.8,20.8,9.95,50.27,-1.1
15516,9,2024-02-26,B14,Maxwell House,Coffee,R08,KHC Brand,12.2,12.4,3.65,29.89,-0.69
15517,9,2024-02-26,,Folgers,Coffee,R08,Competitor,24.3,25.2,7.26,29.89,1.2
15518,9,2024-02-26,,Starbucks K-Cup,Coffee,R08,Competitor,21.1,19.7,6.31,29.89,0.21
15519,9,2024-02-26,,Private Label,Coffee,R08,Competitor,22.8,24.8,6.82,29.89,-0.56
15520,9,2024-02-26,,Dunkin',Coffee,R08,Competitor,23.2,22.7,6.93,29.89,0.46
15521,9,2024-02-26,B14,Maxwell House,Coffee,R09,KHC Brand,10.3,9.8,3.21,31.2,-0.94
15522,9,2024-02-26,,Folgers,Coffee,R09,Competitor,21.8,21.0,6.8,31.2,-0.46
15523,9,2024-02-26,,Starbucks K-Cup,Coffee,R09,Competitor,22.6,21.6,7.05,31.2,-0.94
15524,9,2024-02-26,,Private Label,Coffee,R09,Competitor,20.3,20.7,6.33,31.2,-0.49
15525,9,2024-02-26,,Dunkin',Coffee,R09,Competitor,20.1,21.8,6.27,31.2,0.76
15526,9,2024-02-26,B14,Maxwell House,Coffee,R10,KHC Brand,14.4,13.6,2.74,19.0,0.49
15527,9,2024-02-26,,Folgers,Coffee,R10,Competitor,23.4,24.2,4.45,19.0,-0.54
15528,9,2024-02-26,,Starbucks K-Cup,Coffee,R10,Competitor,20.5,20.3,3.9,19.0,0.12
15529,9,2024-02-26,,Private Label,Coffee,R10,Competitor,23.0,23.8,4.37,19.0,0.09
15530,9,2024-02-26,,Dunkin',Coffee,R10,Competitor,22.0,21.2,4.18,19.0,0.08
15531,10,2024-03-04,B14,Maxwell House,Coffee,R01,KHC Brand,14.3,14.1,29.05,203.16,0.87
15532,10,2024-03-04,,Folgers,Coffee,R01,Competitor,21.0,21.9,42.66,203.16,0.3
15533,10,2024-03-04,,Starbucks K-Cup,Coffee,R01,Competitor,17.2,16.8,34.94,203.16,-1.53
15534,10,2024-03-04,,Private Label,Coffee,R01,Competitor,20.7,21.0,42.05,203.16,-0.71
15535,10,2024-03-04,,Dunkin',Coffee,R01,Competitor,24.9,24.3,50.59,203.16,-0.44
15536,10,2024-03-04,B14,Maxwell House,Coffee,R02,KHC Brand,13.4,13.4,17.85,133.2,0.17
15537,10,2024-03-04,,Folgers,Coffee,R02,Competitor,18.8,18.9,25.04,133.2,0.03
15538,10,2024-03-04,,Starbucks K-Cup,Coffee,R02,Competitor,21.7,23.8,28.9,133.2,1.05
15539,10,2024-03-04,,Private Label,Coffee,R02,Competitor,20.5,19.3,27.31,133.2,0.3
15540,10,2024-03-04,,Dunkin',Coffee,R02,Competitor,22.8,24.9,30.37,133.2,-0.88
15541,10,2024-03-04,B14,Maxwell House,Coffee,R03,KHC Brand,9.3,8.9,7.98,85.82,0.03
15542,10,2024-03-04,,Folgers,Coffee,R03,Competitor,25.2,23.7,21.63,85.82,0.05
15543,10,2024-03-04,,Starbucks K-Cup,Coffee,R03,Competitor,24.5,25.6,21.03,85.82,-0.71
15544,10,2024-03-04,,Private Label,Coffee,R03,Competitor,24.2,25.8,20.77,85.82,-1.64
15545,10,2024-03-04,,Dunkin',Coffee,R03,Competitor,23.8,25.2,20.43,85.82,-1.53
15546,10,2024-03-04,B14,Maxwell House,Coffee,R04,KHC Brand,13.7,13.7,10.59,77.29,-0.45
15547,10,2024-03-04,,Folgers,Coffee,R04,Competitor,23.3,22.9,18.01,77.29,-0.23
15548,10,2024-03-04,,Starbucks K-Cup,Coffee,R04,Competitor,23.8,23.5,18.39,77.29,0.15
15549,10,2024-03-04,,Private Label,Coffee,R04,Competitor,21.8,23.5,16.85,77.29,0.75
15550,10,2024-03-04,,Dunkin',Coffee,R04,Competitor,22.5,22.5,17.39,77.29,1.19
15551,10,2024-03-04,B14,Maxwell House,Coffee,R05,KHC Brand,12.8,13.7,7.57,59.12,-0.17
15552,10,2024-03-04,,Folgers,Coffee,R05,Competitor,20.0,21.3,11.82,59.12,-0.65
15553,10,2024-03-04,,Starbucks K-Cup,Coffee,R05,Competitor,21.3,21.3,12.59,59.12,-0.75
15554,10,2024-03-04,,Private Label,Coffee,R05,Competitor,23.1,22.3,13.66,59.12,-1.2
15555,10,2024-03-04,,Dunkin',Coffee,R05,Competitor,20.1,20.9,11.88,59.12,-1.91
15556,10,2024-03-04,B14,Maxwell House,Coffee,R06,KHC Brand,11.8,10.8,6.64,56.23,0.97
15557,10,2024-03-04,,Folgers,Coffee,R06,Competitor,21.0,23.0,11.81,56.23,-0.87
15558,10,2024-03-04,,Starbucks K-Cup,Coffee,R06,Competitor,20.6,20.6,11.58,56.23,0.08
15559,10,2024-03-04,,Private Label,Coffee,R06,Competitor,24.6,26.7,13.83,56.23,0.5
15560,10,2024-03-04,,Dunkin',Coffee,R06,Competitor,19.4,18.0,10.91,56.23,0.92
15561,10,2024-03-04,B14,Maxwell House,Coffee,R07,KHC Brand,14.3,14.7,6.51,45.53,0.38
15562,10,2024-03-04,,Folgers,Coffee,R07,Competitor,19.2,19.0,8.74,45.53,-0.92
15563,10,2024-03-04,,Starbucks K-Cup,Coffee,R07,Competitor,19.9,21.1,9.06,45.53,-0.63
15564,10,2024-03-04,,Private Label,Coffee,R07,Competitor,21.8,21.1,9.92,45.53,-2.38
15565,10,2024-03-04,,Dunkin',Coffee,R07,Competitor,18.9,20.4,8.6,45.53,-0.38
15566,10,2024-03-04,B14,Maxwell House,Coffee,R08,KHC Brand,14.3,15.5,4.4,30.77,-0.25
15567,10,2024-03-04,,Folgers,Coffee,R08,Competitor,21.8,22.4,6.71,30.77,0.68
15568,10,2024-03-04,,Starbucks K-Cup,Coffee,R08,Competitor,19.8,21.4,6.09,30.77,-1.01
15569,10,2024-03-04,,Private Label,Coffee,R08,Competitor,19.2,18.5,5.91,30.77,-0.42
15570,10,2024-03-04,,Dunkin',Coffee,R08,Competitor,20.1,21.2,6.18,30.77,1.13
15571,10,2024-03-04,B14,Maxwell House,Coffee,R09,KHC Brand,13.2,12.0,3.67,27.79,0.54
15572,10,2024-03-04,,Folgers,Coffee,R09,Competitor,20.0,18.9,5.56,27.79,-0.24
15573,10,2024-03-04,,Starbucks K-Cup,Coffee,R09,Competitor,21.1,21.9,5.86,27.79,-0.05
15574,10,2024-03-04,,Private Label,Coffee,R09,Competitor,22.5,23.7,6.25,27.79,-0.48
15575,10,2024-03-04,,Dunkin',Coffee,R09,Competitor,21.3,23.3,5.92,27.79,0.7
15576,10,2024-03-04,B14,Maxwell House,Coffee,R10,KHC Brand,11.4,12.4,2.33,20.47,0.58
15577,10,2024-03-04,,Folgers,Coffee,R10,Competitor,22.7,22.5,4.65,20.47,0.4
15578,10,2024-03-04,,Starbucks K-Cup,Coffee,R10,Competitor,21.5,21.0,4.4,20.47,0.63
15579,10,2024-03-04,,Private Label,Coffee,R10,Competitor,20.9,20.0,4.28,20.47,0.2
15580,10,2024-03-04,,Dunkin',Coffee,R10,Competitor,23.1,22.8,4.73,20.47,-0.07
15581,11,2024-03-11,B14,Maxwell House,Coffee,R01,KHC Brand,14.3,13.8,26.98,188.65,0.88
15582,11,2024-03-11,,Folgers,Coffee,R01,Competitor,22.8,20.5,43.01,188.65,1.22
15583,11,2024-03-11,,Starbucks K-Cup,Coffee,R01,Competitor,20.6,22.3,38.86,188.65,-0.41
15584,11,2024-03-11,,Private Label,Coffee,R01,Competitor,22.0,23.5,41.5,188.65,-0.34
15585,11,2024-03-11,,Dunkin',Coffee,R01,Competitor,20.7,21.8,39.05,188.65,-1.37
15586,11,2024-03-11,B14,Maxwell House,Coffee,R02,KHC Brand,14.0,13.5,17.51,125.09,-0.09
15587,11,2024-03-11,,Folgers,Coffee,R02,Competitor,21.4,23.0,26.77,125.09,-1.01
