sale_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,units_sold,gross_sales,net_sales,cogs,gross_margin,is_on_promo,discount_pct,realized_price,yoy_index,prior_yr_net_sales
12825,35,2024-08-26,SK025,B09,R06,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12826,35,2024-08-26,SK025,B09,R07,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12827,35,2024-08-26,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12828,35,2024-08-26,SK025,B09,R09,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12829,35,2024-08-26,SK025,B09,R10,2,5.98,4.32,1.84,2.48,True,27.6,2.16,0.96,4.5
12830,36,2024-09-02,SK025,B09,R01,23,68.77,68.77,21.16,47.61,False,0.0,2.99,0.96,71.64
12831,36,2024-09-02,SK025,B09,R02,11,32.89,32.89,10.12,22.77,False,0.0,2.99,0.96,34.26
12832,36,2024-09-02,SK025,B09,R03,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12833,36,2024-09-02,SK025,B09,R04,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12834,36,2024-09-02,SK025,B09,R05,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12835,36,2024-09-02,SK025,B09,R06,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12836,36,2024-09-02,SK025,B09,R07,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12837,36,2024-09-02,SK025,B09,R08,2,5.98,4.74,1.84,2.9,True,20.6,2.37,0.96,4.94
12838,36,2024-09-02,SK025,B09,R09,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12839,36,2024-09-02,SK025,B09,R10,2,5.98,5.12,1.84,3.28,True,14.5,2.56,0.96,5.33
12840,37,2024-09-09,SK025,B09,R01,23,68.77,53.82,21.16,32.66,True,21.8,2.34,0.96,56.06
12841,37,2024-09-09,SK025,B09,R02,14,41.86,41.86,12.88,28.98,False,0.0,2.99,0.96,43.6
12842,37,2024-09-09,SK025,B09,R03,12,35.88,35.88,11.04,24.84,False,0.0,2.99,0.96,37.38
12843,37,2024-09-09,SK025,B09,R04,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12844,37,2024-09-09,SK025,B09,R05,10,29.9,23.1,9.2,13.9,True,22.9,2.31,0.96,24.06
12845,37,2024-09-09,SK025,B09,R06,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12846,37,2024-09-09,SK025,B09,R07,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12847,37,2024-09-09,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12848,37,2024-09-09,SK025,B09,R09,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12849,37,2024-09-09,SK025,B09,R10,2,5.98,5.12,1.84,3.28,True,14.5,2.56,0.96,5.33
12850,38,2024-09-16,SK025,B09,R01,24,71.76,71.76,22.08,49.68,False,0.0,2.99,0.96,74.75
12851,38,2024-09-16,SK025,B09,R02,16,47.84,36.32,14.72,21.6,True,24.1,2.27,0.96,37.83
12852,38,2024-09-16,SK025,B09,R03,7,20.93,16.52,6.44,10.08,True,21.0,2.36,0.96,17.21
12853,38,2024-09-16,SK025,B09,R04,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12854,38,2024-09-16,SK025,B09,R05,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12855,38,2024-09-16,SK025,B09,R06,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12856,38,2024-09-16,SK025,B09,R07,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12857,38,2024-09-16,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12858,38,2024-09-16,SK025,B09,R09,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12859,38,2024-09-16,SK025,B09,R10,1,2.99,2.99,0.92,2.07,False,0.0,2.99,0.96,3.11
12860,39,2024-09-23,SK025,B09,R01,25,74.75,74.75,23.0,51.75,False,0.0,2.99,0.96,77.86
12861,39,2024-09-23,SK025,B09,R02,11,32.89,32.89,10.12,22.77,False,0.0,2.99,0.96,34.26
12862,39,2024-09-23,SK025,B09,R03,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12863,39,2024-09-23,SK025,B09,R04,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12864,39,2024-09-23,SK025,B09,R05,5,14.95,11.85,4.6,7.25,True,20.6,2.37,0.96,12.34
12865,39,2024-09-23,SK025,B09,R06,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12866,39,2024-09-23,SK025,B09,R07,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12867,39,2024-09-23,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12868,39,2024-09-23,SK025,B09,R09,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12869,39,2024-09-23,SK025,B09,R10,1,2.99,2.99,0.92,2.07,False,0.0,2.99,0.96,3.11
12870,40,2024-09-30,SK025,B09,R01,24,71.76,71.76,22.08,49.68,False,0.0,2.99,0.96,74.75
12871,40,2024-09-30,SK025,B09,R02,15,44.85,44.85,13.8,31.05,False,0.0,2.99,0.96,46.72
12872,40,2024-09-30,SK025,B09,R03,10,29.9,25.7,9.2,16.5,True,13.9,2.57,0.96,26.77
12873,40,2024-09-30,SK025,B09,R04,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12874,40,2024-09-30,SK025,B09,R05,5,14.95,12.15,4.6,7.55,True,18.6,2.43,0.96,12.66
12875,40,2024-09-30,SK025,B09,R06,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12876,40,2024-09-30,SK025,B09,R07,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12877,40,2024-09-30,SK025,B09,R08,4,11.96,10.08,3.68,6.4,True,15.8,2.52,0.96,10.5
12878,40,2024-09-30,SK025,B09,R09,3,8.97,6.87,2.76,4.11,True,23.3,2.29,0.96,7.16
12879,40,2024-09-30,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12880,41,2024-10-07,SK025,B09,R01,24,71.76,71.76,22.08,49.68,False,0.0,2.99,0.96,74.75
12881,41,2024-10-07,SK025,B09,R02,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12882,41,2024-10-07,SK025,B09,R03,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12883,41,2024-10-07,SK025,B09,R04,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12884,41,2024-10-07,SK025,B09,R05,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12885,41,2024-10-07,SK025,B09,R06,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12886,41,2024-10-07,SK025,B09,R07,5,14.95,11.55,4.6,6.95,True,22.8,2.31,0.96,12.03
12887,41,2024-10-07,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12888,41,2024-10-07,SK025,B09,R09,3,8.97,7.38,2.76,4.62,True,17.8,2.46,0.96,7.69
12889,41,2024-10-07,SK025,B09,R10,1,2.99,2.99,0.92,2.07,False,0.0,2.99,0.96,3.11
12890,42,2024-10-14,SK025,B09,R01,27,80.73,80.73,24.84,55.89,False,0.0,2.99,0.96,84.09
12891,42,2024-10-14,SK025,B09,R02,13,38.87,31.72,11.96,19.76,True,18.4,2.44,0.96,33.04
12892,42,2024-10-14,SK025,B09,R03,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12893,42,2024-10-14,SK025,B09,R04,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12894,42,2024-10-14,SK025,B09,R05,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12895,42,2024-10-14,SK025,B09,R06,7,20.93,18.48,6.44,12.04,True,11.6,2.64,0.96,19.25
12896,42,2024-10-14,SK025,B09,R07,5,14.95,13.0,4.6,8.4,True,12.9,2.6,0.96,13.54
12897,42,2024-10-14,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12898,42,2024-10-14,SK025,B09,R09,2,5.98,4.52,1.84,2.68,True,24.5,2.26,0.96,4.71
12899,42,2024-10-14,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12900,43,2024-10-21,SK025,B09,R01,20,59.8,43.8,18.4,25.4,True,26.8,2.19,0.96,45.62
12901,43,2024-10-21,SK025,B09,R02,14,41.86,41.86,12.88,28.98,False,0.0,2.99,0.96,43.6
12902,43,2024-10-21,SK025,B09,R03,12,35.88,35.88,11.04,24.84,False,0.0,2.99,0.96,37.38
12903,43,2024-10-21,SK025,B09,R04,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12904,43,2024-10-21,SK025,B09,R05,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12905,43,2024-10-21,SK025,B09,R06,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12906,43,2024-10-21,SK025,B09,R07,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12907,43,2024-10-21,SK025,B09,R08,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12908,43,2024-10-21,SK025,B09,R09,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12909,43,2024-10-21,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12910,44,2024-10-28,SK025,B09,R01,33,98.67,98.67,30.36,68.31,False,0.0,2.99,0.96,102.78
12911,44,2024-10-28,SK025,B09,R02,18,53.82,53.82,16.56,37.26,False,0.0,2.99,0.96,56.06
12912,44,2024-10-28,SK025,B09,R03,18,53.82,47.34,16.56,30.78,True,12.0,2.63,0.96,49.31
12913,44,2024-10-28,SK025,B09,R04,17,50.83,50.83,15.64,35.19,False,0.0,2.99,0.96,52.95
12914,44,2024-10-28,SK025,B09,R05,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12915,44,2024-10-28,SK025,B09,R06,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12916,44,2024-10-28,SK025,B09,R07,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12917,44,2024-10-28,SK025,B09,R08,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12918,44,2024-10-28,SK025,B09,R09,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12919,44,2024-10-28,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12920,45,2024-11-04,SK025,B09,R01,18,53.82,53.82,16.56,37.26,False,0.0,2.99,0.96,56.06
12921,45,2024-11-04,SK025,B09,R02,16,47.84,47.84,14.72,33.12,False,0.0,2.99,0.96,49.83
12922,45,2024-11-04,SK025,B09,R03,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12923,45,2024-11-04,SK025,B09,R04,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12924,45,2024-11-04,SK025,B09,R05,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12925,45,2024-11-04,SK025,B09,R06,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12926,45,2024-11-04,SK025,B09,R07,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12927,45,2024-11-04,SK025,B09,R08,3,8.97,6.84,2.76,4.08,True,23.6,2.28,0.96,7.12
12928,45,2024-11-04,SK025,B09,R09,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12929,45,2024-11-04,SK025,B09,R10,1,2.99,2.99,0.92,2.07,False,0.0,2.99,0.96,3.11
12930,46,2024-11-11,SK025,B09,R01,20,59.8,59.8,18.4,41.4,False,0.0,2.99,0.96,62.29
12931,46,2024-11-11,SK025,B09,R02,13,38.87,38.87,11.96,26.91,False,0.0,2.99,0.96,40.49
12932,46,2024-11-11,SK025,B09,R03,11,32.89,32.89,10.12,22.77,False,0.0,2.99,0.96,34.26
12933,46,2024-11-11,SK025,B09,R04,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12934,46,2024-11-11,SK025,B09,R05,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12935,46,2024-11-11,SK025,B09,R06,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12936,46,2024-11-11,SK025,B09,R07,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12937,46,2024-11-11,SK025,B09,R08,4,11.96,10.4,3.68,6.72,True,13.1,2.6,0.96,10.83
12938,46,2024-11-11,SK025,B09,R09,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12939,46,2024-11-11,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12940,47,2024-11-18,SK025,B09,R01,33,98.67,80.52,30.36,50.16,True,18.5,2.44,0.96,83.88
12941,47,2024-11-18,SK025,B09,R02,22,65.78,65.78,20.24,45.54,False,0.0,2.99,0.96,68.52
12942,47,2024-11-18,SK025,B09,R03,11,32.89,24.64,10.12,14.52,True,25.2,2.24,0.96,25.67
12943,47,2024-11-18,SK025,B09,R04,14,41.86,41.86,12.88,28.98,False,0.0,2.99,0.96,43.6
12944,47,2024-11-18,SK025,B09,R05,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12945,47,2024-11-18,SK025,B09,R06,9,26.91,21.33,8.28,13.05,True,20.7,2.37,0.96,22.22
12946,47,2024-11-18,SK025,B09,R07,8,23.92,18.72,7.36,11.36,True,21.7,2.34,0.96,19.5
12947,47,2024-11-18,SK025,B09,R08,4,11.96,10.44,3.68,6.76,True,12.8,2.61,0.96,10.88
12948,47,2024-11-18,SK025,B09,R09,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12949,47,2024-11-18,SK025,B09,R10,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12950,48,2024-11-25,SK025,B09,R01,36,107.64,107.64,33.12,74.52,False,0.0,2.99,0.96,112.12
12951,48,2024-11-25,SK025,B09,R02,15,44.85,44.85,13.8,31.05,False,0.0,2.99,0.96,46.72
12952,48,2024-11-25,SK025,B09,R03,19,56.81,56.81,17.48,39.33,False,0.0,2.99,0.96,59.18
12953,48,2024-11-25,SK025,B09,R04,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12954,48,2024-11-25,SK025,B09,R05,11,32.89,32.89,10.12,22.77,False,0.0,2.99,0.96,34.26
12955,48,2024-11-25,SK025,B09,R06,7,20.93,16.1,6.44,9.66,True,23.1,2.3,0.96,16.77
12956,48,2024-11-25,SK025,B09,R07,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12957,48,2024-11-25,SK025,B09,R08,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12958,48,2024-11-25,SK025,B09,R09,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12959,48,2024-11-25,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12960,49,2024-12-02,SK025,B09,R01,28,83.72,83.72,25.76,57.96,False,0.0,2.99,0.96,87.21
12961,49,2024-12-02,SK025,B09,R02,17,50.83,45.39,15.64,29.75,True,10.8,2.67,0.96,47.28
12962,49,2024-12-02,SK025,B09,R03,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12963,49,2024-12-02,SK025,B09,R04,10,29.9,29.9,9.2,20.7,False,0.0,2.99,0.96,31.15
12964,49,2024-12-02,SK025,B09,R05,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12965,49,2024-12-02,SK025,B09,R06,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12966,49,2024-12-02,SK025,B09,R07,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12967,49,2024-12-02,SK025,B09,R08,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12968,49,2024-12-02,SK025,B09,R09,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12969,49,2024-12-02,SK025,B09,R10,2,5.98,4.42,1.84,2.58,True,26.2,2.21,0.96,4.6
12970,50,2024-12-09,SK025,B09,R01,31,92.69,92.69,28.52,64.17,False,0.0,2.99,0.96,96.55
12971,50,2024-12-09,SK025,B09,R02,24,71.76,60.96,22.08,38.88,True,15.1,2.54,0.96,63.5
12972,50,2024-12-09,SK025,B09,R03,13,38.87,38.87,11.96,26.91,False,0.0,2.99,0.96,40.49
12973,50,2024-12-09,SK025,B09,R04,12,35.88,35.88,11.04,24.84,False,0.0,2.99,0.96,37.38
12974,50,2024-12-09,SK025,B09,R05,11,32.89,32.89,10.12,22.77,False,0.0,2.99,0.96,34.26
12975,50,2024-12-09,SK025,B09,R06,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12976,50,2024-12-09,SK025,B09,R07,8,23.92,23.92,7.36,16.56,False,0.0,2.99,0.96,24.92
12977,50,2024-12-09,SK025,B09,R08,3,8.97,6.57,2.76,3.81,True,26.8,2.19,0.96,6.84
12978,50,2024-12-09,SK025,B09,R09,5,14.95,14.95,4.6,10.35,False,0.0,2.99,0.96,15.57
12979,50,2024-12-09,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12980,51,2024-12-16,SK025,B09,R01,18,53.82,53.82,16.56,37.26,False,0.0,2.99,0.96,56.06
12981,51,2024-12-16,SK025,B09,R02,14,41.86,41.86,12.88,28.98,False,0.0,2.99,0.96,43.6
12982,51,2024-12-16,SK025,B09,R03,8,23.92,18.8,7.36,11.44,True,21.5,2.35,0.96,19.58
12983,51,2024-12-16,SK025,B09,R04,9,26.91,26.91,8.28,18.63,False,0.0,2.99,0.96,28.03
12984,51,2024-12-16,SK025,B09,R05,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12985,51,2024-12-16,SK025,B09,R06,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12986,51,2024-12-16,SK025,B09,R07,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12987,51,2024-12-16,SK025,B09,R08,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12988,51,2024-12-16,SK025,B09,R09,3,8.97,8.97,2.76,6.21,False,0.0,2.99,0.96,9.34
12989,51,2024-12-16,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
12990,52,2024-12-23,SK025,B09,R01,31,92.69,92.69,28.52,64.17,False,0.0,2.99,0.96,96.55
12991,52,2024-12-23,SK025,B09,R02,18,53.82,53.82,16.56,37.26,False,0.0,2.99,0.96,56.06
12992,52,2024-12-23,SK025,B09,R03,17,50.83,41.65,15.64,26.01,True,18.2,2.45,0.96,43.39
12993,52,2024-12-23,SK025,B09,R04,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12994,52,2024-12-23,SK025,B09,R05,11,32.89,29.59,10.12,19.47,True,10.2,2.69,0.96,30.82
12995,52,2024-12-23,SK025,B09,R06,7,20.93,20.93,6.44,14.49,False,0.0,2.99,0.96,21.8
12996,52,2024-12-23,SK025,B09,R07,7,20.93,18.27,6.44,11.83,True,12.6,2.61,0.96,19.03
12997,52,2024-12-23,SK025,B09,R08,4,11.96,11.96,3.68,8.28,False,0.0,2.99,0.96,12.46
12998,52,2024-12-23,SK025,B09,R09,6,17.94,17.94,5.52,12.42,False,0.0,2.99,0.96,18.69
12999,52,2024-12-23,SK025,B09,R10,2,5.98,5.98,1.84,4.14,False,0.0,2.99,0.96,6.23
13000,1,2024-01-01,SK026,B09,R01,24,78.96,78.96,25.2,53.76,False,0.0,3.29,0.96,82.25
13001,1,2024-01-01,SK026,B09,R02,17,55.93,55.93,17.85,38.08,False,0.0,3.29,0.96,58.26
13002,1,2024-01-01,SK026,B09,R03,7,23.03,23.03,7.35,15.68,False,0.0,3.29,0.96,23.99
13003,1,2024-01-01,SK026,B09,R04,7,23.03,18.62,7.35,11.27,True,19.0,2.66,0.96,19.4
13004,1,2024-01-01,SK026,B09,R05,6,19.74,19.74,6.3,13.44,False,0.0,3.29,0.96,20.56
13005,1,2024-01-01,SK026,B09,R06,5,16.45,16.45,5.25,11.2,False,0.0,3.29,0.96,17.14
13006,1,2024-01-01,SK026,B09,R07,4,13.16,13.16,4.2,8.96,False,0.0,3.29,0.96,13.71
13007,1,2024-01-01,SK026,B09,R08,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13008,1,2024-01-01,SK026,B09,R09,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13009,1,2024-01-01,SK026,B09,R10,2,6.58,6.58,2.1,4.48,False,0.0,3.29,0.96,6.85
13010,2,2024-01-08,SK026,B09,R01,29,95.41,95.41,30.45,64.96,False,0.0,3.29,0.96,99.39
13011,2,2024-01-08,SK026,B09,R02,13,42.77,42.77,13.65,29.12,False,0.0,3.29,0.96,44.55
13012,2,2024-01-08,SK026,B09,R03,8,26.32,22.48,8.4,14.08,True,14.7,2.81,0.96,23.42
13013,2,2024-01-08,SK026,B09,R04,11,36.19,36.19,11.55,24.64,False,0.0,3.29,0.96,37.7
13014,2,2024-01-08,SK026,B09,R05,6,19.74,19.74,6.3,13.44,False,0.0,3.29,0.96,20.56
13015,2,2024-01-08,SK026,B09,R06,4,13.16,13.16,4.2,8.96,False,0.0,3.29,0.96,13.71
13016,2,2024-01-08,SK026,B09,R07,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13017,2,2024-01-08,SK026,B09,R08,4,13.16,13.16,4.2,8.96,False,0.0,3.29,0.96,13.71
13018,2,2024-01-08,SK026,B09,R09,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13019,2,2024-01-08,SK026,B09,R10,2,6.58,6.58,2.1,4.48,False,0.0,3.29,0.96,6.85
13020,3,2024-01-15,SK026,B09,R01,24,78.96,66.72,25.2,41.52,True,15.4,2.78,0.96,69.5
13021,3,2024-01-15,SK026,B09,R02,18,59.22,44.46,18.9,25.56,True,24.9,2.47,0.96,46.31
13022,3,2024-01-15,SK026,B09,R03,10,32.9,32.9,10.5,22.4,False,0.0,3.29,0.96,34.27
13023,3,2024-01-15,SK026,B09,R04,12,39.48,39.48,12.6,26.88,False,0.0,3.29,0.96,41.12
13024,3,2024-01-15,SK026,B09,R05,7,23.03,23.03,7.35,15.68,False,0.0,3.29,0.96,23.99
13025,3,2024-01-15,SK026,B09,R06,7,23.03,23.03,7.35,15.68,False,0.0,3.29,0.96,23.99
13026,3,2024-01-15,SK026,B09,R07,6,19.74,19.74,6.3,13.44,False,0.0,3.29,0.96,20.56
13027,3,2024-01-15,SK026,B09,R08,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13028,3,2024-01-15,SK026,B09,R09,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13029,3,2024-01-15,SK026,B09,R10,2,6.58,6.58,2.1,4.48,False,0.0,3.29,0.96,6.85
13030,4,2024-01-22,SK026,B09,R01,37,121.73,121.73,38.85,82.88,False,0.0,3.29,0.96,126.8
13031,4,2024-01-22,SK026,B09,R02,20,65.8,65.8,21.0,44.8,False,0.0,3.29,0.96,68.54
13032,4,2024-01-22,SK026,B09,R03,15,49.35,42.6,15.75,26.85,True,13.8,2.84,0.96,44.38
13033,4,2024-01-22,SK026,B09,R04,15,49.35,49.35,15.75,33.6,False,0.0,3.29,0.96,51.41
13034,4,2024-01-22,SK026,B09,R05,13,42.77,42.77,13.65,29.12,False,0.0,3.29,0.96,44.55
13035,4,2024-01-22,SK026,B09,R06,10,32.9,32.9,10.5,22.4,False,0.0,3.29,0.96,34.27
13036,4,2024-01-22,SK026,B09,R07,10,32.9,32.9,10.5,22.4,False,0.0,3.29,0.96,34.27
13037,4,2024-01-22,SK026,B09,R08,4,13.16,11.24,4.2,7.04,True,14.6,2.81,0.96,11.71
13038,4,2024-01-22,SK026,B09,R09,5,16.45,16.45,5.25,11.2,False,0.0,3.29,0.96,17.14
13039,4,2024-01-22,SK026,B09,R10,4,13.16,11.04,4.2,6.84,True,16.0,2.76,0.96,11.5
13040,5,2024-01-29,SK026,B09,R01,20,65.8,65.8,21.0,44.8,False,0.0,3.29,0.96,68.54
13041,5,2024-01-29,SK026,B09,R02,14,46.06,40.04,14.7,25.34,True,13.0,2.86,0.96,41.71
13042,5,2024-01-29,SK026,B09,R03,13,42.77,42.77,13.65,29.12,False,0.0,3.29,0.96,44.55
13043,5,2024-01-29,SK026,B09,R04,7,23.03,23.03,7.35,15.68,False,0.0,3.29,0.96,23.99
13044,5,2024-01-29,SK026,B09,R05,5,16.45,16.45,5.25,11.2,False,0.0,3.29,0.96,17.14
13045,5,2024-01-29,SK026,B09,R06,8,26.32,23.12,8.4,14.72,True,12.2,2.89,0.96,24.08
13046,5,2024-01-29,SK026,B09,R07,6,19.74,16.62,6.3,10.32,True,15.7,2.77,0.96,17.31
13047,5,2024-01-29,SK026,B09,R08,4,13.16,11.4,4.2,7.2,True,13.5,2.85,0.96,11.88
13048,5,2024-01-29,SK026,B09,R09,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13049,5,2024-01-29,SK026,B09,R10,2,6.58,5.26,2.1,3.16,True,20.2,2.63,0.96,5.48
13050,6,2024-02-05,SK026,B09,R01,26,85.54,85.54,27.3,58.24,False,0.0,3.29,0.96,89.1
13051,6,2024-02-05,SK026,B09,R02,20,65.8,50.2,21.0,29.2,True,23.6,2.51,0.96,52.29
13052,6,2024-02-05,SK026,B09,R03,11,36.19,36.19,11.55,24.64,False,0.0,3.29,0.96,37.7
13053,6,2024-02-05,SK026,B09,R04,12,39.48,39.48,12.6,26.88,False,0.0,3.29,0.96,41.12
13054,6,2024-02-05,SK026,B09,R05,5,16.45,16.45,5.25,11.2,False,0.0,3.29,0.96,17.14
13055,6,2024-02-05,SK026,B09,R06,6,19.74,19.74,6.3,13.44,False,0.0,3.29,0.96,20.56
13056,6,2024-02-05,SK026,B09,R07,5,16.45,14.05,5.25,8.8,True,14.7,2.81,0.96,14.64
13057,6,2024-02-05,SK026,B09,R08,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13058,6,2024-02-05,SK026,B09,R09,3,9.87,9.87,3.15,6.72,False,0.0,3.29,0.96,10.28
13059,6,2024-02-05,SK026,B09,R10,2,6.58,6.58,2.1,4.48,False,0.0,3.29,0.96,6.85
13060,7,2024-02-12,SK026,B09,R01,27,88.83,88.83,28.35,60.48,False,0.0,3.29,0.96,92.53
13061,7,2024-02-12,SK026,B09,R02,22,72.38,72.38,23.1,49.28,False,0.0,3.29,0.96,75.4
13062,7,2024-02-12,SK026,B09,R03,11,36.19,36.19,11.55,24.64,False,0.0,3.29,0.96,37.7
13063,7,2024-02-12,SK026,B09,R04,10,32.9,32.9,10.5,22.4,False,0.0,3.29,0.96,34.27
