dist_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,acv_pct,tdp,velocity_per_tdp,store_count_dist,numeric_dist_pct,acv_gap_pct
11853,42,2024-10-14,SK023,B08,R03,20.0,21.9,2.84,1691,16.1,75.0
11854,42,2024-10-14,SK023,B08,R04,20.0,17.1,2.52,511,16.1,75.0
11855,42,2024-10-14,SK023,B08,R05,20.0,20.7,1.39,1183,20.1,75.0
11856,42,2024-10-14,SK023,B08,R06,20.0,19.4,0.65,2029,17.5,75.0
11857,42,2024-10-14,SK023,B08,R07,20.0,17.1,1.11,1780,17.7,75.0
11858,42,2024-10-14,SK023,B08,R08,20.0,20.1,0.95,302,23.5,75.0
11859,42,2024-10-14,SK023,B08,R09,20.0,21.2,0.68,16910,19.6,75.0
11860,42,2024-10-14,SK023,B08,R10,20.0,17.5,0.55,445,22.0,75.0
11861,43,2024-10-21,SK023,B08,R01,20.0,18.8,6.88,4094,21.5,75.0
11862,43,2024-10-21,SK023,B08,R02,20.0,21.8,2.86,2492,22.5,75.0
11863,43,2024-10-21,SK023,B08,R03,20.0,17.6,2.59,1691,24.5,75.0
11864,43,2024-10-21,SK023,B08,R04,20.0,21.8,2.42,511,19.9,75.0
11865,43,2024-10-21,SK023,B08,R05,20.0,21.0,1.37,1183,24.7,75.0
11866,43,2024-10-21,SK023,B08,R06,20.0,17.7,1.35,2029,18.6,75.0
11867,43,2024-10-21,SK023,B08,R07,20.0,19.5,1.23,1780,17.1,75.0
11868,43,2024-10-21,SK023,B08,R08,20.0,21.9,0.44,302,21.8,75.0
11869,43,2024-10-21,SK023,B08,R09,20.0,17.4,0.83,16910,19.9,75.0
11870,43,2024-10-21,SK023,B08,R10,20.0,20.6,0.47,445,20.8,75.0
11871,44,2024-10-28,SK023,B08,R01,20.0,19.1,11.54,4094,19.2,75.0
11872,44,2024-10-28,SK023,B08,R02,20.0,21.1,4.99,2492,16.6,75.0
11873,44,2024-10-28,SK023,B08,R03,20.0,18.6,4.12,1691,15.8,75.0
11874,44,2024-10-28,SK023,B08,R04,20.0,20.6,2.33,511,22.1,75.0
11875,44,2024-10-28,SK023,B08,R05,20.0,19.0,2.27,1183,24.9,75.0
11876,44,2024-10-28,SK023,B08,R06,20.0,19.9,1.44,2029,15.7,75.0
11877,44,2024-10-28,SK023,B08,R07,20.0,17.7,1.89,1780,22.1,75.0
11878,44,2024-10-28,SK023,B08,R08,20.0,19.4,1.23,302,18.2,75.0
11879,44,2024-10-28,SK023,B08,R09,20.0,20.3,1.18,16910,18.5,75.0
11880,44,2024-10-28,SK023,B08,R10,20.0,20.0,0.72,445,23.0,75.0
11881,45,2024-11-04,SK023,B08,R01,20.0,20.5,6.08,4094,24.8,75.0
11882,45,2024-11-04,SK023,B08,R02,20.0,19.1,3.76,2492,21.3,75.0
11883,45,2024-11-04,SK023,B08,R03,20.0,19.3,2.48,1691,24.4,75.0
11884,45,2024-11-04,SK023,B08,R04,20.0,17.8,2.42,511,22.5,75.0
11885,45,2024-11-04,SK023,B08,R05,20.0,21.1,1.38,1183,25.0,75.0
11886,45,2024-11-04,SK023,B08,R06,20.0,17.8,1.88,2029,21.6,75.0
11887,45,2024-11-04,SK023,B08,R07,20.0,20.9,1.15,1780,19.4,75.0
11888,45,2024-11-04,SK023,B08,R08,20.0,17.1,0.74,302,17.6,75.0
11889,45,2024-11-04,SK023,B08,R09,20.0,17.7,0.81,16910,17.0,75.0
11890,45,2024-11-04,SK023,B08,R10,20.0,20.3,0.41,445,19.9,75.0
11891,46,2024-11-11,SK023,B08,R01,20.0,20.1,5.72,4094,17.7,75.0
11892,46,2024-11-11,SK023,B08,R02,20.0,18.4,5.73,2492,25.0,75.0
11893,46,2024-11-11,SK023,B08,R03,20.0,19.3,2.23,1691,22.0,75.0
11894,46,2024-11-11,SK023,B08,R04,20.0,21.5,1.78,511,19.1,75.0
11895,46,2024-11-11,SK023,B08,R05,20.0,20.8,1.38,1183,19.9,75.0
11896,46,2024-11-11,SK023,B08,R06,20.0,19.2,1.5,2029,19.8,75.0
11897,46,2024-11-11,SK023,B08,R07,20.0,20.6,1.16,1780,22.0,75.0
11898,46,2024-11-11,SK023,B08,R08,20.0,19.6,0.98,302,15.3,75.0
11899,46,2024-11-11,SK023,B08,R09,20.0,18.6,0.52,16910,17.5,75.0
11900,46,2024-11-11,SK023,B08,R10,20.0,21.9,0.34,445,17.3,75.0
11901,47,2024-11-18,SK023,B08,R01,20.0,20.5,9.35,4094,19.0,75.0
11902,47,2024-11-18,SK023,B08,R02,20.0,19.0,3.37,2492,22.8,75.0
11903,47,2024-11-18,SK023,B08,R03,20.0,20.6,1.74,1691,21.1,75.0
11904,47,2024-11-18,SK023,B08,R04,20.0,21.3,2.25,511,16.4,75.0
11905,47,2024-11-18,SK023,B08,R05,20.0,18.5,2.07,1183,16.2,75.0
11906,47,2024-11-18,SK023,B08,R06,20.0,21.9,2.84,2029,18.5,75.0
11907,47,2024-11-18,SK023,B08,R07,20.0,19.1,1.98,1780,21.0,75.0
11908,47,2024-11-18,SK023,B08,R08,20.0,17.3,0.83,302,21.6,75.0
11909,47,2024-11-18,SK023,B08,R09,20.0,21.0,0.91,16910,15.1,75.0
11910,47,2024-11-18,SK023,B08,R10,20.0,19.8,0.73,445,15.6,75.0
11911,48,2024-11-25,SK023,B08,R01,20.0,19.1,9.28,4094,18.4,75.0
11912,48,2024-11-25,SK023,B08,R02,20.0,20.0,4.07,2492,22.5,75.0
11913,48,2024-11-25,SK023,B08,R03,20.0,20.4,3.52,1691,24.6,75.0
11914,48,2024-11-25,SK023,B08,R04,20.0,20.2,2.61,511,23.4,75.0
11915,48,2024-11-25,SK023,B08,R05,20.0,20.4,1.88,1183,16.5,75.0
11916,48,2024-11-25,SK023,B08,R06,20.0,17.9,2.41,2029,17.3,75.0
11917,48,2024-11-25,SK023,B08,R07,20.0,18.6,2.32,1780,18.4,75.0
11918,48,2024-11-25,SK023,B08,R08,20.0,20.7,1.39,302,21.3,75.0
11919,48,2024-11-25,SK023,B08,R09,20.0,18.0,1.02,16910,24.5,75.0
11920,48,2024-11-25,SK023,B08,R10,20.0,20.6,0.7,445,15.1,75.0
11921,49,2024-12-02,SK023,B08,R01,20.0,17.8,7.53,4094,20.6,75.0
11922,49,2024-12-02,SK023,B08,R02,20.0,21.5,3.79,2492,24.4,75.0
11923,49,2024-12-02,SK023,B08,R03,20.0,21.6,2.0,1691,17.8,75.0
11924,49,2024-12-02,SK023,B08,R04,20.0,17.3,2.22,511,24.0,75.0
11925,49,2024-12-02,SK023,B08,R05,20.0,19.6,1.47,1183,24.5,75.0
11926,49,2024-12-02,SK023,B08,R06,20.0,21.1,1.0,2029,21.0,75.0
11927,49,2024-12-02,SK023,B08,R07,20.0,21.9,1.75,1780,22.2,75.0
11928,49,2024-12-02,SK023,B08,R08,20.0,19.6,0.98,302,23.5,75.0
11929,49,2024-12-02,SK023,B08,R09,20.0,17.3,0.83,16910,16.4,75.0
11930,49,2024-12-02,SK023,B08,R10,20.0,20.8,0.46,445,19.7,75.0
11931,50,2024-12-09,SK023,B08,R01,20.0,21.0,7.3,4094,15.4,75.0
11932,50,2024-12-09,SK023,B08,R02,20.0,18.6,8.24,2492,18.1,75.0
11933,50,2024-12-09,SK023,B08,R03,20.0,20.7,3.24,1691,19.1,75.0
11934,50,2024-12-09,SK023,B08,R04,20.0,21.7,3.09,511,16.1,75.0
11935,50,2024-12-09,SK023,B08,R05,20.0,19.6,2.2,1183,20.0,75.0
11936,50,2024-12-09,SK023,B08,R06,20.0,18.6,2.32,2029,16.3,75.0
11937,50,2024-12-09,SK023,B08,R07,20.0,20.6,2.09,1780,21.3,75.0
11938,50,2024-12-09,SK023,B08,R08,20.0,19.5,0.98,302,17.7,75.0
11939,50,2024-12-09,SK023,B08,R09,20.0,17.5,1.09,16910,22.6,75.0
11940,50,2024-12-09,SK023,B08,R10,20.0,20.3,0.94,445,23.4,75.0
11941,51,2024-12-16,SK023,B08,R01,20.0,18.8,5.92,4094,24.0,75.0
11942,51,2024-12-16,SK023,B08,R02,20.0,19.3,3.92,2492,19.9,75.0
11943,51,2024-12-16,SK023,B08,R03,20.0,19.1,3.01,1691,18.1,75.0
11944,51,2024-12-16,SK023,B08,R04,20.0,18.9,2.03,511,17.5,75.0
11945,51,2024-12-16,SK023,B08,R05,20.0,20.9,1.66,1183,16.8,75.0
11946,51,2024-12-16,SK023,B08,R06,20.0,18.5,1.55,2029,23.0,75.0
11947,51,2024-12-16,SK023,B08,R07,20.0,19.9,1.2,1780,18.1,75.0
11948,51,2024-12-16,SK023,B08,R08,20.0,21.2,0.45,302,22.2,75.0
11949,51,2024-12-16,SK023,B08,R09,20.0,17.3,0.62,16910,17.8,75.0
11950,51,2024-12-16,SK023,B08,R10,20.0,18.0,0.23,445,18.7,75.0
11951,52,2024-12-23,SK023,B08,R01,20.0,20.7,10.18,4094,15.8,75.0
11952,52,2024-12-23,SK023,B08,R02,20.0,22.0,2.61,2492,22.1,75.0
11953,52,2024-12-23,SK023,B08,R03,20.0,21.2,3.16,1691,15.5,75.0
11954,52,2024-12-23,SK023,B08,R04,20.0,20.2,1.03,511,22.1,75.0
11955,52,2024-12-23,SK023,B08,R05,20.0,17.8,1.59,1183,21.8,75.0
11956,52,2024-12-23,SK023,B08,R06,20.0,21.9,1.75,2029,24.1,75.0
11957,52,2024-12-23,SK023,B08,R07,20.0,19.1,2.51,1780,23.8,75.0
11958,52,2024-12-23,SK023,B08,R08,20.0,20.1,1.19,302,19.2,75.0
11959,52,2024-12-23,SK023,B08,R09,20.0,17.7,0.86,16910,17.3,75.0
11960,52,2024-12-23,SK023,B08,R10,20.0,18.4,1.04,445,22.2,75.0
11961,1,2024-01-01,SK024,B09,R01,20.0,20.7,8.47,3864,23.9,75.0
11962,1,2024-01-01,SK024,B09,R02,20.0,20.9,5.28,2352,24.9,75.0
11963,1,2024-01-01,SK024,B09,R03,20.0,17.3,3.38,1596,18.0,75.0
11964,1,2024-01-01,SK024,B09,R04,20.0,20.4,2.23,483,15.4,75.0
11965,1,2024-01-01,SK024,B09,R05,20.0,20.1,1.94,1117,24.5,75.0
11966,1,2024-01-01,SK024,B09,R06,20.0,18.8,2.42,1915,22.3,75.0
11967,1,2024-01-01,SK024,B09,R07,20.0,21.6,1.8,1680,18.8,75.0
11968,1,2024-01-01,SK024,B09,R08,20.0,18.5,1.75,285,21.1,75.0
11969,1,2024-01-01,SK024,B09,R09,20.0,20.3,1.28,15960,24.7,75.0
11970,1,2024-01-01,SK024,B09,R10,20.0,21.6,0.25,420,21.9,75.0
11971,2,2024-01-08,SK024,B09,R01,20.0,21.2,8.57,3864,17.2,75.0
11972,2,2024-01-08,SK024,B09,R02,20.0,20.4,3.82,2352,20.4,75.0
11973,2,2024-01-08,SK024,B09,R03,20.0,20.8,2.81,1596,19.8,75.0
11974,2,2024-01-08,SK024,B09,R04,20.0,21.9,2.37,483,16.7,75.0
11975,2,2024-01-08,SK024,B09,R05,20.0,17.9,2.18,1117,20.1,75.0
11976,2,2024-01-08,SK024,B09,R06,20.0,19.1,1.7,1915,15.1,75.0
11977,2,2024-01-08,SK024,B09,R07,20.0,18.3,2.13,1680,18.1,75.0
11978,2,2024-01-08,SK024,B09,R08,20.0,19.4,1.0,285,15.7,75.0
11979,2,2024-01-08,SK024,B09,R09,20.0,18.9,1.37,15960,18.0,75.0
11980,2,2024-01-08,SK024,B09,R10,20.0,17.3,1.13,420,24.0,75.0
11981,3,2024-01-15,SK024,B09,R01,20.0,17.3,7.5,3864,15.4,75.0
11982,3,2024-01-15,SK024,B09,R02,20.0,17.3,4.71,2352,24.2,75.0
11983,3,2024-01-15,SK024,B09,R03,20.0,17.7,2.2,1596,22.3,75.0
11984,3,2024-01-15,SK024,B09,R04,20.0,20.8,2.47,483,22.1,75.0
11985,3,2024-01-15,SK024,B09,R05,20.0,18.6,2.79,1117,22.0,75.0
11986,3,2024-01-15,SK024,B09,R06,20.0,20.2,2.25,1915,16.0,75.0
11987,3,2024-01-15,SK024,B09,R07,20.0,17.9,1.64,1680,15.3,75.0
11988,3,2024-01-15,SK024,B09,R08,20.0,18.1,1.43,285,15.8,75.0
11989,3,2024-01-15,SK024,B09,R09,20.0,17.4,1.86,15960,16.8,75.0
11990,3,2024-01-15,SK024,B09,R10,20.0,20.5,0.95,420,16.5,75.0
11991,4,2024-01-22,SK024,B09,R01,20.0,20.9,8.95,3864,20.8,75.0
11992,4,2024-01-22,SK024,B09,R02,20.0,18.7,5.9,2352,24.5,75.0
11993,4,2024-01-22,SK024,B09,R03,20.0,18.1,5.38,1596,16.3,75.0
11994,4,2024-01-22,SK024,B09,R04,20.0,21.9,3.26,483,16.2,75.0
11995,4,2024-01-22,SK024,B09,R05,20.0,21.3,3.35,1117,19.1,75.0
11996,4,2024-01-22,SK024,B09,R06,20.0,20.5,2.22,1915,24.6,75.0
11997,4,2024-01-22,SK024,B09,R07,20.0,17.2,3.02,1680,20.6,75.0
11998,4,2024-01-22,SK024,B09,R08,20.0,18.6,2.09,285,19.1,75.0
11999,4,2024-01-22,SK024,B09,R09,20.0,20.8,1.56,15960,22.6,75.0
12000,4,2024-01-22,SK024,B09,R10,20.0,21.2,0.61,420,22.5,75.0
12001,5,2024-01-29,SK024,B09,R01,20.0,17.0,12.22,3864,16.5,75.0
12002,5,2024-01-29,SK024,B09,R02,20.0,19.7,3.62,2352,23.0,75.0
12003,5,2024-01-29,SK024,B09,R03,20.0,17.3,3.75,1596,23.3,75.0
12004,5,2024-01-29,SK024,B09,R04,20.0,20.6,2.84,483,21.4,75.0
12005,5,2024-01-29,SK024,B09,R05,20.0,17.1,2.66,1117,18.6,75.0
12006,5,2024-01-29,SK024,B09,R06,20.0,17.8,2.55,1915,18.8,75.0
12007,5,2024-01-29,SK024,B09,R07,20.0,17.4,2.24,1680,23.5,75.0
12008,5,2024-01-29,SK024,B09,R08,20.0,18.8,1.38,285,22.9,75.0
12009,5,2024-01-29,SK024,B09,R09,20.0,20.6,0.95,15960,19.6,75.0
12010,5,2024-01-29,SK024,B09,R10,20.0,21.6,0.6,420,19.5,75.0
12011,6,2024-02-05,SK024,B09,R01,20.0,21.4,7.28,3864,21.5,75.0
12012,6,2024-02-05,SK024,B09,R02,20.0,17.3,7.13,2352,15.5,75.0
12013,6,2024-02-05,SK024,B09,R03,20.0,21.6,3.0,1596,16.4,75.0
12014,6,2024-02-05,SK024,B09,R04,20.0,19.6,2.94,483,19.7,75.0
12015,6,2024-02-05,SK024,B09,R05,20.0,18.5,1.87,1117,19.3,75.0
12016,6,2024-02-05,SK024,B09,R06,20.0,21.7,1.79,1915,15.2,75.0
12017,6,2024-02-05,SK024,B09,R07,20.0,21.7,1.79,1680,21.2,75.0
12018,6,2024-02-05,SK024,B09,R08,20.0,20.5,0.95,285,17.5,75.0
12019,6,2024-02-05,SK024,B09,R09,20.0,20.1,1.03,15960,18.2,75.0
12020,6,2024-02-05,SK024,B09,R10,20.0,18.9,0.69,420,18.4,75.0
12021,7,2024-02-12,SK024,B09,R01,20.0,21.4,7.28,3864,24.7,75.0
12022,7,2024-02-12,SK024,B09,R02,20.0,20.7,5.96,2352,24.6,75.0
12023,7,2024-02-12,SK024,B09,R03,20.0,21.2,3.67,1596,22.3,75.0
12024,7,2024-02-12,SK024,B09,R04,20.0,18.9,3.78,483,24.9,75.0
12025,7,2024-02-12,SK024,B09,R05,20.0,21.3,2.74,1117,19.9,75.0
12026,7,2024-02-12,SK024,B09,R06,20.0,21.1,2.15,1915,20.6,75.0
12027,7,2024-02-12,SK024,B09,R07,20.0,17.5,1.48,1680,16.7,75.0
12028,7,2024-02-12,SK024,B09,R08,20.0,17.4,1.4,285,17.6,75.0
12029,7,2024-02-12,SK024,B09,R09,20.0,19.7,0.66,15960,24.5,75.0
12030,7,2024-02-12,SK024,B09,R10,20.0,19.1,1.02,420,20.0,75.0
12031,8,2024-02-19,SK024,B09,R01,20.0,17.9,10.51,3864,18.2,75.0
12032,8,2024-02-19,SK024,B09,R02,20.0,18.3,4.61,2352,20.4,75.0
12033,8,2024-02-19,SK024,B09,R03,20.0,20.8,3.43,1596,24.6,75.0
12034,8,2024-02-19,SK024,B09,R04,20.0,20.5,2.85,483,22.4,75.0
12035,8,2024-02-19,SK024,B09,R05,20.0,20.8,2.81,1117,24.2,75.0
12036,8,2024-02-19,SK024,B09,R06,20.0,19.2,1.6,1915,23.2,75.0
12037,8,2024-02-19,SK024,B09,R07,20.0,21.7,1.2,1680,23.6,75.0
12038,8,2024-02-19,SK024,B09,R08,20.0,18.7,0.54,285,23.1,75.0
12039,8,2024-02-19,SK024,B09,R09,20.0,19.4,1.67,15960,23.2,75.0
12040,8,2024-02-19,SK024,B09,R10,20.0,18.7,0.69,420,16.4,75.0
12041,9,2024-02-26,SK024,B09,R01,20.0,20.5,12.66,3864,17.8,75.0
12042,9,2024-02-26,SK024,B09,R02,20.0,21.8,6.85,2352,23.8,75.0
12043,9,2024-02-26,SK024,B09,R03,20.0,21.0,3.99,1596,21.2,75.0
12044,9,2024-02-26,SK024,B09,R04,20.0,17.2,5.66,483,24.3,75.0
12045,9,2024-02-26,SK024,B09,R05,20.0,19.7,4.61,1117,22.1,75.0
12046,9,2024-02-26,SK024,B09,R06,20.0,19.1,3.4,1915,22.1,75.0
12047,9,2024-02-26,SK024,B09,R07,20.0,20.0,2.92,1680,19.1,75.0
12048,9,2024-02-26,SK024,B09,R08,20.0,20.1,1.94,285,17.5,75.0
12049,9,2024-02-26,SK024,B09,R09,20.0,20.6,1.89,15960,22.3,75.0
12050,9,2024-02-26,SK024,B09,R10,20.0,21.4,0.91,420,21.4,75.0
12051,10,2024-03-04,SK024,B09,R01,20.0,17.5,11.87,3864,18.8,75.0
12052,10,2024-03-04,SK024,B09,R02,20.0,18.6,6.98,2352,16.0,75.0
12053,10,2024-03-04,SK024,B09,R03,20.0,21.5,3.92,1596,15.1,75.0
12054,10,2024-03-04,SK024,B09,R04,20.0,19.5,2.66,483,21.3,75.0
12055,10,2024-03-04,SK024,B09,R05,20.0,21.3,2.13,1117,21.9,75.0
12056,10,2024-03-04,SK024,B09,R06,20.0,17.6,1.94,1915,16.5,75.0
12057,10,2024-03-04,SK024,B09,R07,20.0,17.0,1.53,1680,19.2,75.0
12058,10,2024-03-04,SK024,B09,R08,20.0,20.1,1.35,285,20.1,75.0
12059,10,2024-03-04,SK024,B09,R09,20.0,18.9,1.03,15960,15.5,75.0
12060,10,2024-03-04,SK024,B09,R10,20.0,20.6,0.63,420,19.7,75.0
12061,11,2024-03-11,SK024,B09,R01,20.0,20.4,7.64,3864,19.5,75.0
12062,11,2024-03-11,SK024,B09,R02,20.0,17.5,4.82,2352,18.6,75.0
12063,11,2024-03-11,SK024,B09,R03,20.0,21.5,3.02,1596,18.9,75.0
12064,11,2024-03-11,SK024,B09,R04,20.0,22.0,2.95,483,16.9,75.0
12065,11,2024-03-11,SK024,B09,R05,20.0,20.4,1.92,1117,20.0,75.0
12066,11,2024-03-11,SK024,B09,R06,20.0,18.5,2.46,1915,19.1,75.0
12067,11,2024-03-11,SK024,B09,R07,20.0,22.0,1.77,1680,21.2,75.0
12068,11,2024-03-11,SK024,B09,R08,20.0,20.7,0.94,285,23.3,75.0
12069,11,2024-03-11,SK024,B09,R09,20.0,19.3,1.35,15960,23.0,75.0
12070,11,2024-03-11,SK024,B09,R10,20.0,20.1,0.76,420,22.0,75.0
12071,12,2024-03-18,SK024,B09,R01,20.0,22.0,7.09,3864,22.3,75.0
12072,12,2024-03-18,SK024,B09,R02,20.0,19.9,6.2,2352,16.2,75.0
12073,12,2024-03-18,SK024,B09,R03,20.0,20.6,3.78,1596,24.2,75.0
12074,12,2024-03-18,SK024,B09,R04,20.0,17.1,2.66,483,18.1,75.0
12075,12,2024-03-18,SK024,B09,R05,20.0,20.1,1.94,1117,24.9,75.0
12076,12,2024-03-18,SK024,B09,R06,20.0,18.8,1.93,1915,15.2,75.0
12077,12,2024-03-18,SK024,B09,R07,20.0,18.1,2.15,1680,16.3,75.0
12078,12,2024-03-18,SK024,B09,R08,20.0,21.2,0.92,285,23.4,75.0
12079,12,2024-03-18,SK024,B09,R09,20.0,20.8,1.56,15960,16.3,75.0
12080,12,2024-03-18,SK024,B09,R10,20.0,20.5,0.63,420,22.3,75.0
12081,13,2024-03-25,SK024,B09,R01,20.0,17.3,12.38,3864,16.0,75.0
12082,13,2024-03-25,SK024,B09,R02,20.0,21.3,5.18,2352,15.3,75.0
12083,13,2024-03-25,SK024,B09,R03,20.0,19.3,3.03,1596,15.3,75.0
12084,13,2024-03-25,SK024,B09,R04,20.0,18.1,3.23,483,23.5,75.0
12085,13,2024-03-25,SK024,B09,R05,20.0,17.8,1.63,1117,19.1,75.0
12086,13,2024-03-25,SK024,B09,R06,20.0,21.6,2.7,1915,19.2,75.0
12087,13,2024-03-25,SK024,B09,R07,20.0,20.1,2.26,1680,19.2,75.0
12088,13,2024-03-25,SK024,B09,R08,20.0,20.3,1.01,285,24.2,75.0
12089,13,2024-03-25,SK024,B09,R09,20.0,19.2,1.35,15960,15.1,75.0
12090,13,2024-03-25,SK024,B09,R10,20.0,21.7,0.3,420,15.9,75.0
12091,14,2024-04-01,SK024,B09,R01,20.0,19.5,11.98,3864,24.8,75.0
12092,14,2024-04-01,SK024,B09,R02,20.0,20.1,5.17,2352,24.5,75.0
12093,14,2024-04-01,SK024,B09,R03,20.0,17.0,5.34,1596,21.6,75.0
12094,14,2024-04-01,SK024,B09,R04,20.0,21.5,3.32,483,21.1,75.0
12095,14,2024-04-01,SK024,B09,R05,20.0,19.2,2.58,1117,16.7,75.0
12096,14,2024-04-01,SK024,B09,R06,20.0,18.4,2.48,1915,24.9,75.0
12097,14,2024-04-01,SK024,B09,R07,20.0,18.7,3.12,1680,16.2,75.0
12098,14,2024-04-01,SK024,B09,R08,20.0,21.2,1.22,285,19.5,75.0
12099,14,2024-04-01,SK024,B09,R09,20.0,21.7,1.5,15960,17.6,75.0
12100,14,2024-04-01,SK024,B09,R10,20.0,21.9,0.89,420,22.9,75.0
12101,15,2024-04-08,SK024,B09,R01,20.0,17.5,5.93,3864,23.1,75.0
12102,15,2024-04-08,SK024,B09,R02,20.0,17.4,3.24,2352,15.5,75.0
12103,15,2024-04-08,SK024,B09,R03,20.0,18.2,3.21,1596,21.3,75.0
12104,15,2024-04-08,SK024,B09,R04,20.0,18.7,3.07,483,19.9,75.0
12105,15,2024-04-08,SK024,B09,R05,20.0,20.1,1.79,1117,18.3,75.0
12106,15,2024-04-08,SK024,B09,R06,20.0,19.7,1.32,1915,21.5,75.0
12107,15,2024-04-08,SK024,B09,R07,20.0,21.8,1.49,1680,21.5,75.0
12108,15,2024-04-08,SK024,B09,R08,20.0,18.5,1.02,285,20.9,75.0
12109,15,2024-04-08,SK024,B09,R09,20.0,18.4,1.06,15960,21.3,75.0
12110,15,2024-04-08,SK024,B09,R10,20.0,18.4,0.55,420,18.7,75.0
12111,16,2024-04-15,SK024,B09,R01,20.0,19.1,6.69,3864,19.0,75.0
12112,16,2024-04-15,SK024,B09,R02,20.0,19.8,4.28,2352,18.4,75.0
12113,16,2024-04-15,SK024,B09,R03,20.0,19.8,2.44,1596,23.6,75.0
12114,16,2024-04-15,SK024,B09,R04,20.0,20.4,2.25,483,16.8,75.0
12115,16,2024-04-15,SK024,B09,R05,20.0,19.0,1.63,1117,17.1,75.0
12116,16,2024-04-15,SK024,B09,R06,20.0,21.7,2.09,1915,21.5,75.0
12117,16,2024-04-15,SK024,B09,R07,20.0,21.6,1.5,1680,17.3,75.0
12118,16,2024-04-15,SK024,B09,R08,20.0,21.9,0.68,285,15.8,75.0
12119,16,2024-04-15,SK024,B09,R09,20.0,17.3,0.75,15960,18.6,75.0
12120,16,2024-04-15,SK024,B09,R10,20.0,18.8,0.35,420,17.7,75.0
12121,17,2024-04-22,SK024,B09,R01,20.0,17.5,8.12,3864,19.0,75.0
12122,17,2024-04-22,SK024,B09,R02,20.0,21.7,4.49,2352,19.3,75.0
12123,17,2024-04-22,SK024,B09,R03,20.0,21.2,3.06,1596,17.1,75.0
12124,17,2024-04-22,SK024,B09,R04,20.0,18.1,2.21,483,24.6,75.0
12125,17,2024-04-22,SK024,B09,R05,20.0,18.7,2.43,1117,15.6,75.0
12126,17,2024-04-22,SK024,B09,R06,20.0,20.6,1.3,1915,20.7,75.0
12127,17,2024-04-22,SK024,B09,R07,20.0,18.8,1.73,1680,17.8,75.0
12128,17,2024-04-22,SK024,B09,R08,20.0,17.7,1.47,285,23.5,75.0
12129,17,2024-04-22,SK024,B09,R09,20.0,19.8,1.31,15960,19.6,75.0
12130,17,2024-04-22,SK024,B09,R10,20.0,18.7,0.69,420,22.6,75.0
12131,18,2024-04-29,SK024,B09,R01,20.0,21.9,13.04,3864,17.5,75.0
12132,18,2024-04-29,SK024,B09,R02,20.0,20.1,5.28,2352,15.4,75.0
12133,18,2024-04-29,SK024,B09,R03,20.0,19.9,3.59,1596,21.3,75.0
12134,18,2024-04-29,SK024,B09,R04,20.0,21.5,3.62,483,16.6,75.0
12135,18,2024-04-29,SK024,B09,R05,20.0,21.3,2.44,1117,15.7,75.0
12136,18,2024-04-29,SK024,B09,R06,20.0,19.4,3.01,1915,16.2,75.0
12137,18,2024-04-29,SK024,B09,R07,20.0,18.8,2.42,1680,16.9,75.0
12138,18,2024-04-29,SK024,B09,R08,20.0,21.7,1.5,285,17.4,75.0
12139,18,2024-04-29,SK024,B09,R09,20.0,20.5,0.95,15960,22.9,75.0
12140,18,2024-04-29,SK024,B09,R10,20.0,21.7,0.68,420,22.9,75.0
12141,19,2024-05-06,SK024,B09,R01,20.2,17.7,4.82,3864,16.5,74.8
12142,19,2024-05-06,SK024,B09,R02,20.0,20.8,3.74,2352,22.9,75.0
12143,19,2024-05-06,SK024,B09,R03,20.0,19.9,3.26,1596,21.3,75.0
12144,19,2024-05-06,SK024,B09,R04,20.0,21.1,3.08,483,22.5,75.0
12145,19,2024-05-06,SK024,B09,R05,20.0,21.4,1.49,1117,19.2,75.0
12146,19,2024-05-06,SK024,B09,R06,20.0,19.9,2.0,1915,20.0,75.0
12147,19,2024-05-06,SK024,B09,R07,20.0,19.4,2.01,1680,23.7,75.0
12148,19,2024-05-06,SK024,B09,R08,20.0,20.1,1.29,285,18.6,75.0
12149,19,2024-05-06,SK024,B09,R09,20.0,18.2,1.07,15960,15.2,75.0
12150,19,2024-05-06,SK024,B09,R10,20.0,18.2,0.26,420,23.5,75.0
12151,20,2024-05-13,SK024,B09,R01,20.0,19.7,4.61,3864,22.7,75.0
12152,20,2024-05-13,SK024,B09,R02,20.0,19.6,4.64,2352,22.7,75.0
12153,20,2024-05-13,SK024,B09,R03,20.0,18.0,4.33,1596,21.0,75.0
12154,20,2024-05-13,SK024,B09,R04,20.0,17.5,2.23,483,17.3,75.0
12155,20,2024-05-13,SK024,B09,R05,20.0,20.4,1.61,1117,19.7,75.0
12156,20,2024-05-13,SK024,B09,R06,20.0,18.8,1.73,1915,22.6,75.0
12157,20,2024-05-13,SK024,B09,R07,20.0,18.5,1.75,1680,17.5,75.0
12158,20,2024-05-13,SK024,B09,R08,20.0,21.7,1.04,285,19.9,75.0
12159,20,2024-05-13,SK024,B09,R09,20.0,20.0,0.65,15960,17.5,75.0
12160,20,2024-05-13,SK024,B09,R10,20.0,17.8,0.6,420,18.7,75.0
12161,21,2024-05-20,SK024,B09,R01,20.0,18.0,7.57,3864,22.8,75.0
12162,21,2024-05-20,SK024,B09,R02,20.0,17.3,6.38,2352,15.3,75.0
12163,21,2024-05-20,SK024,B09,R03,20.0,18.0,3.61,1596,16.5,75.0
