vd_id,fiscal_week,brand_id,retailer_id,current_net_sales,prior_yr_net_sales,total_change,pct_change,distribution_driver,velocity_driver,price_mix_driver,promo_driver,base_volume,incremental_volume,price_elasticity
4041,41,B08,R01,358.62,369.71,-11.09,-3.0,-3.32,0.37,-0.67,-7.47,254.41,116.7,-1.29
4042,41,B08,R02,192.77,198.73,-5.96,-3.0,-0.22,1.46,-0.66,-6.54,118.24,76.13,-1.63
4043,41,B08,R03,143.42000000000002,147.86,-4.44,-3.0,-1.77,-2.05,-0.3,-0.32,89.11,52.2,-1.68
4044,41,B08,R04,110.83,114.26,-3.43,-3.0,-1.22,0.68,-0.32,-2.57,68.0,42.77,-1.39
4045,41,B08,R05,92.33999999999999,95.2,-2.86,-3.0,-0.59,0.99,-0.03,-3.23,54.93,27.03,-1.65
4046,41,B08,R06,82.61999999999999,85.18,-2.56,-3.0,0.52,-1.44,-0.75,-0.89,56.58,32.66,-1.62
4047,41,B08,R07,73.27,75.54,-2.27,-3.0,-0.39,-1.11,-0.19,-0.58,40.35,27.41,-2.1
4048,41,B08,R08,34.449999999999996,35.52,-1.07,-3.0,0.16,0.05,0.29,-1.57,20.47,13.5,-1.35
4049,41,B08,R09,36.52,37.65,-1.13,-3.0,0.25,0.35,-0.03,-1.7,20.27,11.7,-2.19
4050,41,B08,R10,27.54,28.39,-0.85,-3.0,0.1,-0.13,0.03,-0.85,16.3,9.13,-2.26
4051,42,B08,R01,301.93,311.27,-9.34,-3.0,0.89,-1.06,-0.24,-8.93,194.93,82.92,-1.06
4052,42,B08,R02,229.3,236.39,-7.09,-3.0,-1.39,-0.98,-0.21,-4.51,147.61,59.54,-2.32
4053,42,B08,R03,147.97,152.55,-4.58,-3.0,-1.97,-1.45,-0.78,-0.38,97.87,40.06,-1.42
4054,42,B08,R04,128.42000000000002,132.39,-3.97,-3.0,0.96,-2.0,-0.92,-2.01,71.55,57.27,-1.18
4055,42,B08,R05,78.13,80.55,-2.42,-3.0,-0.34,0.05,0.35,-2.48,52.18,27.68,-1.26
4056,42,B08,R06,52.39999999999999,54.02,-1.62,-3.0,-0.65,-0.96,-0.42,0.41,31.74,15.79,-2.28
4057,42,B08,R07,68.34,70.45,-2.11,-3.0,0.4,-1.07,0.53,-1.97,41.62,25.93,-1.57
4058,42,B08,R08,50.59,52.15,-1.56,-3.0,-0.08,0.46,0.2,-2.14,37.17,19.68,-1.97
4059,42,B08,R09,50.29,51.85,-1.56,-3.0,0.44,-0.19,0.3,-2.11,37.56,14.85,-1.14
4060,42,B08,R10,32.03,33.02,-0.99,-3.0,0.11,0.13,0.07,-1.3,18.0,8.42,-2.0
4061,43,B08,R01,335.87,346.26,-10.39,-3.0,-4.55,3.86,-1.93,-7.77,189.35,115.86,-1.5
4062,43,B08,R02,196.97,203.06,-6.09,-3.0,-0.37,0.92,-1.16,-5.48,125.46,80.07,-1.79
4063,43,B08,R03,114.63,118.18,-3.55,-3.0,0.08,0.93,-0.69,-3.87,73.1,33.41,-1.04
4064,43,B08,R04,129.1,133.09,-3.99,-3.0,0.35,1.47,0.63,-6.44,92.49,43.13,-1.91
4065,43,B08,R05,82.72,85.28,-2.56,-3.0,0.19,-1.53,0.13,-1.35,59.34,31.44,-1.04
4066,43,B08,R06,70.33,72.51,-2.18,-3.0,-0.52,-0.84,-0.2,-0.62,52.69,26.14,-1.64
4067,43,B08,R07,68.85,70.98,-2.13,-3.0,0.37,-1.24,0.17,-1.43,46.35,24.96,-1.41
4068,43,B08,R08,45.5,46.91,-1.41,-3.0,-0.61,-0.56,-0.14,-0.1,27.89,18.74,-2.14
4069,43,B08,R09,45.8,47.22,-1.42,-3.0,0.27,-0.16,0.29,-1.82,26.11,16.21,-2.12
4070,43,B08,R10,26.340000000000003,27.15,-0.81,-3.0,0.11,-0.41,-0.16,-0.35,18.07,8.62,-1.32
4071,44,B08,R01,543.62,560.43,-16.81,-3.0,-4.74,-3.04,-4.45,-4.58,341.28,159.58,-2.24
4072,44,B08,R02,303.89,313.29,-9.4,-3.0,1.37,-2.06,-1.65,-7.06,209.81,104.72,-1.27
4073,44,B08,R03,205.63,211.99,-6.36,-3.0,-0.89,-3.53,0.24,-2.18,123.1,88.1,-1.71
4074,44,B08,R04,164.02,169.09,-5.07,-3.0,-1.94,-1.09,-1.22,-0.82,112.21,62.85,-1.41
4075,44,B08,R05,150.87,155.54,-4.67,-3.0,0.11,1.09,-0.27,-5.6,111.85,61.89,-2.05
4076,44,B08,R06,118.53999999999999,122.21,-3.67,-3.0,0.13,-2.15,-0.87,-0.78,80.83,47.69,-2.27
4077,44,B08,R07,100.88,104.0,-3.12,-3.0,0.53,-1.56,-0.57,-1.52,63.0,28.44,-1.63
4078,44,B08,R08,61.35000000000001,63.25,-1.9,-3.0,0.27,-0.02,0.16,-2.31,36.36,24.16,-1.98
4079,44,B08,R09,59.870000000000005,61.72,-1.85,-3.0,-0.45,0.28,-0.51,-1.17,39.58,25.03,-1.57
4080,44,B08,R10,37.8,38.97,-1.17,-3.0,0.23,-0.3,-0.2,-0.9,25.02,15.37,-1.09
4081,45,B08,R01,349.04,359.84,-10.8,-3.0,0.84,-1.6,-1.35,-8.69,231.73,107.02,-2.45
4082,45,B08,R02,183.72,189.4,-5.68,-3.0,0.24,0.16,-1.35,-4.73,113.77,59.72,-1.54
4083,45,B08,R03,128.72,132.7,-3.98,-3.0,0.05,-1.4,-0.72,-1.91,95.11,57.28,-1.7
4084,45,B08,R04,128.42000000000002,132.39,-3.97,-3.0,0.13,-0.16,0.47,-4.41,72.74,47.57,-2.42
4085,45,B08,R05,87.42,90.12,-2.7,-3.0,0.09,0.28,-0.74,-2.33,52.23,37.61,-1.79
4086,45,B08,R06,88.54,91.28,-2.74,-3.0,-0.18,-1.62,-0.69,-0.25,50.11,24.85,-2.3
4087,45,B08,R07,77.83,80.24,-2.41,-3.0,-1.02,-0.72,-0.3,-0.37,52.77,26.2,-1.73
4088,45,B08,R08,49.370000000000005,50.9,-1.53,-3.0,0.24,-0.52,0.08,-1.33,33.07,19.66,-2.38
4089,45,B08,R09,36.82,37.96,-1.14,-3.0,-0.51,0.22,-0.29,-0.56,24.43,14.19,-1.32
4090,45,B08,R10,26.36,27.18,-0.82,-3.0,-0.09,0.09,-0.15,-0.67,15.32,9.78,-1.81
4091,46,B08,R01,308.03,317.56,-9.53,-3.0,0.43,2.35,-2.29,-10.02,172.93,99.91,-1.98
4092,46,B08,R02,219.39,226.18,-6.79,-3.0,-2.71,-1.96,0.98,-3.1,163.26,80.09,-1.83
4093,46,B08,R03,137.39999999999998,141.65,-4.25,-3.0,-0.28,1.1,0.37,-5.44,93.86,43.56,-1.11
4094,46,B08,R04,101.36000000000001,104.49,-3.13,-3.0,0.87,-1.52,-0.12,-2.36,72.82,35.16,-2.48
4095,46,B08,R05,78.13,80.55,-2.42,-3.0,0.03,-0.8,-0.69,-0.96,55.96,32.47,-1.46
4096,46,B08,R06,59.879999999999995,61.73,-1.85,-3.0,0.35,-0.8,0.04,-1.44,42.4,15.89,-1.63
4097,46,B08,R07,73.34,75.61,-2.27,-3.0,-1.09,-0.07,-0.67,-0.44,49.12,26.03,-1.27
4098,46,B08,R08,44.0,45.36,-1.36,-3.0,-0.34,-0.21,-0.34,-0.47,29.52,16.89,-2.14
4099,46,B08,R09,43.26,44.6,-1.34,-3.0,-0.43,-0.61,0.31,-0.61,31.3,15.53,-2.49
4100,46,B08,R10,25.34,26.12,-0.78,-3.0,0.07,-0.13,0.16,-0.88,18.65,9.58,-1.97
4101,47,B08,R01,519.37,535.43,-16.06,-3.0,-2.27,5.18,-2.81,-16.16,382.34,149.44,-1.24
4102,47,B08,R02,219.99,226.79,-6.8,-3.0,-0.13,1.81,-1.93,-6.55,162.87,88.61,-2.35
4103,47,B08,R03,152.64999999999998,157.37,-4.72,-3.0,-1.53,-1.56,0.91,-2.54,109.82,52.05,-1.99
4104,47,B08,R04,142.19,146.59,-4.4,-3.0,-0.28,-1.44,0.34,-3.02,81.16,48.47,-1.75
4105,47,B08,R05,107.67,111.0,-3.33,-3.0,0.87,0.69,-0.67,-4.22,61.55,36.63,-1.44
4106,47,B08,R06,152.07,156.77,-4.7,-3.0,1.22,-0.08,1.11,-6.95,97.79,39.12,-2.22
4107,47,B08,R07,109.1,112.47,-3.37,-3.0,-0.9,0.13,0.61,-3.21,68.25,38.51,-1.51
4108,47,B08,R08,59.27,61.1,-1.83,-3.0,-0.0,-0.9,-0.17,-0.76,35.0,15.25,-1.04
4109,47,B08,R09,59.56999999999999,61.41,-1.84,-3.0,0.27,-0.79,0.39,-1.71,37.53,19.68,-1.93
4110,47,B08,R10,41.31,42.59,-1.28,-3.0,0.18,0.26,0.3,-2.02,25.56,18.29,-1.67
4111,48,B08,R01,477.39,492.15,-14.76,-3.0,-2.9,3.73,2.18,-17.77,320.3,152.71,-2.13
4112,48,B08,R02,284.23,293.02,-8.79,-3.0,1.63,2.71,-2.5,-10.63,191.49,115.11,-2.16
4113,48,B08,R03,192.12,198.06,-5.94,-3.0,1.31,0.07,0.28,-7.6,110.4,65.83,-2.41
4114,48,B08,R04,146.98,151.53,-4.55,-3.0,-1.27,-0.05,0.6,-3.83,83.94,59.73,-1.05
4115,48,B08,R05,122.36000000000001,126.14,-3.78,-3.0,-1.56,-1.32,-0.53,-0.37,68.48,54.55,-1.34
4116,48,B08,R06,105.97,109.25,-3.28,-3.0,-0.79,-1.92,0.43,-1.0,75.66,29.84,-2.11
4117,48,B08,R07,112.39999999999999,115.88,-3.48,-3.0,0.02,-1.62,0.34,-2.22,73.27,34.42,-2.18
4118,48,B08,R08,70.84,73.03,-2.19,-3.0,0.49,-0.47,0.63,-2.84,45.26,26.38,-2.23
4119,48,B08,R09,54.370000000000005,56.05,-1.68,-3.0,0.02,-0.11,-0.23,-1.36,34.97,16.96,-1.18
4120,48,B08,R10,33.1,34.12,-1.02,-3.0,-0.34,-0.26,-0.2,-0.22,22.05,8.8,-1.33
4121,49,B08,R01,336.17,346.57,-10.4,-3.0,-2.6,-5.76,-1.88,-0.16,206.78,107.57,-1.65
4122,49,B08,R02,207.15,213.56,-6.41,-3.0,-0.36,0.4,0.46,-6.91,154.69,84.78,-1.55
4123,49,B08,R03,128.43,132.4,-3.97,-3.0,0.25,0.27,0.41,-4.9,90.09,37.67,-2.09
4124,49,B08,R04,110.16,113.57,-3.41,-3.0,-0.74,-0.05,-0.47,-2.15,71.64,48.6,-1.02
4125,49,B08,R05,96.08999999999999,99.06,-2.97,-3.0,-1.28,0.03,0.45,-2.17,68.61,29.02,-1.16
4126,49,B08,R06,88.41,91.14,-2.73,-3.0,-0.55,0.18,0.65,-3.01,59.12,26.88,-1.97
4127,49,B08,R07,78.72999999999999,81.16,-2.43,-3.0,-0.65,-0.71,-0.67,-0.4,45.46,21.9,-1.81
4128,49,B08,R08,47.95,49.43,-1.48,-3.0,0.27,-0.09,0.2,-1.86,29.72,13.1,-2.33
4129,49,B08,R09,45.8,47.22,-1.42,-3.0,0.17,-0.71,0.28,-1.16,25.71,11.9,-1.77
4130,49,B08,R10,32.03,33.02,-0.99,-3.0,0.26,0.35,0.1,-1.7,19.47,13.48,-1.6
4131,50,B08,R01,434.89,448.34,-13.45,-3.0,-2.9,-6.85,2.3,-6.0,261.8,158.33,-2.01
4132,50,B08,R02,328.39,338.55,-10.16,-3.0,1.69,3.45,1.41,-16.71,188.2,96.58,-2.01
4133,50,B08,R03,206.25,212.63,-6.38,-3.0,-2.46,-3.78,0.02,-0.16,122.34,57.16,-2.1
4134,50,B08,R04,188.29,194.11,-5.82,-3.0,-0.73,1.88,-0.17,-6.8,123.22,60.24,-1.11
4135,50,B08,R05,128.42000000000002,132.39,-3.97,-3.0,0.17,0.64,-0.08,-4.7,72.2,54.56,-1.19
4136,50,B08,R06,113.14,116.64,-3.5,-3.0,-0.85,-0.49,0.23,-2.39,63.51,48.36,-1.23
4137,50,B08,R07,101.48,104.62,-3.14,-3.0,0.54,0.77,0.63,-5.08,66.74,28.24,-1.02
4138,50,B08,R08,55.08,56.78,-1.7,-3.0,-0.11,-0.93,0.51,-1.17,31.43,24.66,-1.85
4139,50,B08,R09,55.08,56.78,-1.7,-3.0,-0.8,-0.07,0.35,-1.18,34.16,20.18,-2.1
4140,50,B08,R10,46.1,47.53,-1.43,-3.0,-0.12,-0.05,-0.33,-0.93,29.74,13.36,-2.47
4141,51,B08,R01,322.33,332.3,-9.97,-3.0,2.69,2.11,-0.86,-13.91,205.03,93.95,-2.31
4142,51,B08,R02,219.28,226.06,-6.78,-3.0,-0.41,2.38,-1.91,-6.84,140.76,75.1,-1.41
4143,51,B08,R03,128.7,132.68,-3.98,-3.0,-1.32,1.51,-0.08,-4.09,86.93,43.42,-1.47
4144,51,B08,R04,119.25,122.94,-3.69,-3.0,-1.32,-0.79,-0.73,-0.85,86.63,45.31,-1.77
4145,51,B08,R05,88.47999999999999,91.22,-2.74,-3.0,-1.08,0.48,-0.81,-1.33,52.28,25.58,-2.03
4146,51,B08,R06,73.64,75.92,-2.28,-3.0,-0.47,-1.1,-0.65,-0.06,47.64,20.44,-1.31
4147,51,B08,R07,50.82,52.39,-1.57,-3.0,-0.12,-0.63,-0.35,-0.47,35.19,13.86,-2.0
4148,51,B08,R08,37.44,38.6,-1.16,-3.0,-0.53,-0.27,-0.31,-0.05,24.66,10.98,-1.14
4149,51,B08,R09,37.620000000000005,38.78,-1.16,-3.0,0.29,-0.37,0.07,-1.15,25.08,10.74,-2.39
4150,51,B08,R10,22.14,22.82,-0.68,-3.0,-0.17,-0.03,0.08,-0.56,12.71,9.58,-2.15
4151,52,B08,R01,520.5699999999999,536.67,-16.1,-3.0,-1.84,-0.49,-3.54,-10.23,336.45,159.43,-1.24
4152,52,B08,R02,261.0,269.07,-8.07,-3.0,-2.72,-0.72,-2.12,-2.51,179.01,116.98,-2.47
4153,52,B08,R03,156.86,161.71,-4.85,-3.0,0.06,-2.35,-0.15,-2.41,115.43,41.79,-1.59
4154,52,B08,R04,128.3,132.27,-3.97,-3.0,-1.4,-0.55,-0.3,-1.72,85.42,43.34,-2.33
4155,52,B08,R05,89.78999999999999,92.57,-2.78,-3.0,0.68,0.4,0.02,-3.88,57.37,23.35,-1.03
4156,52,B08,R06,110.16,113.57,-3.41,-3.0,-0.03,-0.34,-0.88,-2.16,62.7,29.25,-1.7
4157,52,B08,R07,115.25,118.81,-3.56,-3.0,-1.38,0.12,0.08,-2.38,79.26,32.2,-2.33
4158,52,B08,R08,68.85000000000001,70.98,-2.13,-3.0,0.26,0.28,0.32,-2.99,48.98,20.33,-1.44
4159,52,B08,R09,51.13,52.71,-1.58,-3.0,0.31,-0.73,0.24,-1.4,34.4,16.31,-1.8
4160,52,B08,R10,46.1,47.53,-1.43,-3.0,-0.42,-0.77,-0.01,-0.23,32.72,17.96,-1.7
4161,1,B09,R01,319.96999999999997,333.3,-13.33,-4.0,-0.41,3.38,3.42,-19.72,198.71,130.55,-2.24
4162,1,B09,R02,208.12,216.79,-8.67,-4.0,-0.12,-0.62,-2.02,-5.91,146.93,63.86,-1.67
4163,1,B09,R03,105.36,109.75,-4.39,-4.0,0.11,-0.77,-0.41,-3.32,73.3,29.65,-2.25
4164,1,B09,R04,93.95,97.86,-3.91,-4.0,0.1,-2.03,0.67,-2.65,69.24,37.31,-1.62
4165,1,B09,R05,73.63,76.7,-3.07,-4.0,-0.14,0.98,-0.25,-3.66,55.03,31.22,-1.08
4166,1,B09,R06,79.82000000000001,83.15,-3.33,-4.0,0.47,-1.19,-0.24,-2.37,56.96,32.42,-1.91
4167,1,B09,R07,67.05,69.84,-2.79,-4.0,-0.95,-0.22,0.44,-2.06,46.68,18.39,-1.01
4168,1,B09,R08,54.28,56.54,-2.26,-4.0,0.05,-0.23,-0.25,-1.83,40.52,20.04,-2.12
4169,1,B09,R09,44.8,46.67,-1.87,-4.0,0.4,0.13,0.42,-2.82,28.0,14.76,-1.8
4170,1,B09,R10,18.04,18.79,-0.75,-4.0,0.09,0.04,-0.13,-0.75,13.17,7.4,-1.81
4171,2,B09,R01,347.07,361.53,-14.46,-4.0,-4.1,-6.03,1.25,-5.58,233.05,146.54,-1.88
4172,2,B09,R02,165.5,172.4,-6.9,-4.0,0.01,-0.47,-1.08,-5.36,94.94,50.76,-1.09
4173,2,B09,R03,104.81,109.18,-4.37,-4.0,-1.29,1.71,0.77,-5.56,67.93,31.24,-2.04
4174,2,B09,R04,106.05,110.47,-4.42,-4.0,0.94,-0.79,0.51,-5.08,68.45,44.18,-1.69
4175,2,B09,R05,73.61999999999999,76.69,-3.07,-4.0,0.42,-0.92,-0.61,-1.96,49.91,29.25,-1.72
4176,2,B09,R06,56.46000000000001,58.81,-2.35,-4.0,-0.03,-0.91,-0.53,-0.88,33.76,15.95,-1.98
4177,2,B09,R07,66.75,69.53,-2.78,-4.0,-0.49,-0.83,-0.11,-1.35,42.23,19.43,-1.18
4178,2,B09,R08,44.59,46.45,-1.86,-4.0,-0.03,0.64,0.42,-2.89,31.15,13.52,-2.27
4179,2,B09,R09,43.03,44.82,-1.79,-4.0,0.2,0.27,0.34,-2.6,27.43,16.36,-2.24
4180,2,B09,R10,29.04,30.25,-1.21,-4.0,0.03,-0.66,0.08,-0.66,19.42,12.79,-1.3
4181,3,B09,R01,271.27,282.57,-11.3,-4.0,-2.88,-5.12,-0.18,-3.12,183.91,115.45,-1.09
4182,3,B09,R02,157.82,164.4,-6.58,-4.0,-1.77,0.46,1.5,-6.77,111.37,63.56,-2.17
4183,3,B09,R03,92.72,96.58,-3.86,-4.0,-0.35,-1.04,0.83,-3.3,68.24,31.28,-1.58
4184,3,B09,R04,108.9,113.44,-4.54,-4.0,0.94,-0.12,0.92,-6.28,65.09,28.98,-2.15
4185,3,B09,R05,90.13,93.89,-3.76,-4.0,-1.76,-2.25,0.66,-0.41,55.4,35.19,-1.05
4186,3,B09,R06,85.89,89.47,-3.58,-4.0,0.44,1.4,0.09,-5.51,56.81,25.1,-1.97
4187,3,B09,R07,62.22,64.81,-2.59,-4.0,0.73,-0.61,0.08,-2.79,35.77,26.26,-2.26
4188,3,B09,R08,44.8,46.67,-1.87,-4.0,0.1,-1.08,-0.05,-0.84,28.05,13.14,-1.72
4189,3,B09,R09,48.300000000000004,50.31,-2.01,-4.0,-0.43,0.57,-0.25,-1.9,29.91,17.15,-1.16
4190,3,B09,R10,30.67,31.95,-1.28,-4.0,-0.56,0.11,0.13,-0.96,17.49,8.18,-1.52
4191,4,B09,R01,392.45000000000005,408.8,-16.35,-4.0,4.6,-1.18,0.77,-20.54,264.11,159.86,-1.71
4192,4,B09,R02,230.73000000000002,240.34,-9.61,-4.0,-2.3,2.31,-2.7,-6.92,132.82,82.0,-2.14
4193,4,B09,R03,178.82,186.27,-7.45,-4.0,1.41,0.19,1.51,-10.56,98.96,44.9,-2.16
4194,4,B09,R04,159.60999999999999,166.26,-6.65,-4.0,-3.07,-2.76,1.85,-2.67,119.24,54.73,-2.14
4195,4,B09,R05,136.21,141.89,-5.68,-4.0,-2.36,-0.51,1.24,-4.05,74.97,42.47,-1.68
4196,4,B09,R06,102.25,106.51,-4.26,-4.0,1.07,-1.41,-0.68,-3.24,76.54,27.81,-1.85
4197,4,B09,R07,108.74000000000001,113.27,-4.53,-4.0,-0.61,-0.54,-0.6,-2.78,68.8,47.98,-2.37
4198,4,B09,R08,68.11999999999999,70.96,-2.84,-4.0,-0.33,-1.17,0.71,-2.05,49.4,23.78,-1.05
4199,4,B09,R09,63.85000000000001,66.51,-2.66,-4.0,0.69,-0.6,-0.53,-2.22,37.39,23.38,-1.9
4200,4,B09,R10,32.99,34.36,-1.37,-4.0,0.2,0.19,0.03,-1.79,21.44,13.88,-1.54
4201,5,B09,R01,342.25,356.51,-14.26,-4.0,-1.69,-2.57,3.12,-13.12,245.81,92.05,-2.24
4202,5,B09,R02,150.29999999999998,156.56,-6.26,-4.0,-1.92,2.42,0.21,-6.97,84.64,59.56,-2.4
4203,5,B09,R03,131.59,137.07,-5.48,-4.0,-0.03,1.82,0.52,-7.79,98.0,58.4,-1.48
4204,5,B09,R04,102.37,106.64,-4.27,-4.0,-0.52,-0.22,-0.35,-3.18,65.37,45.42,-1.19
4205,5,B09,R05,76.83,80.03,-3.2,-4.0,-0.62,-1.65,-0.05,-0.88,47.24,19.63,-1.28
4206,5,B09,R06,86.49000000000001,90.09,-3.6,-4.0,0.28,-1.14,-0.23,-2.51,54.83,33.29,-1.17
4207,5,B09,R07,67.52,70.33,-2.81,-4.0,-0.88,-0.25,-0.77,-0.91,45.91,17.63,-2.04
4208,5,B09,R08,49.32,51.38,-2.06,-4.0,0.04,-0.16,-0.31,-1.63,30.16,19.99,-1.17
4209,5,B09,R09,38.309999999999995,39.91,-1.6,-4.0,-0.38,-0.83,-0.4,0.01,27.39,13.58,-1.01
4210,5,B09,R10,24.22,25.23,-1.01,-4.0,-0.15,-0.56,0.26,-0.56,15.55,10.82,-2.11
4211,6,B09,R01,310.07,322.99,-12.92,-4.0,-3.94,4.76,-1.94,-11.8,206.62,94.2,-1.4
4212,6,B09,R02,212.38,221.23,-8.85,-4.0,-1.31,-4.81,-0.25,-2.48,143.12,59.28,-2.15
4213,6,B09,R03,130.99,136.45,-5.46,-4.0,-0.96,-0.12,-1.53,-2.85,90.23,52.67,-1.35
4214,6,B09,R04,126.91,132.2,-5.29,-4.0,-0.75,-0.43,-0.28,-3.83,80.94,48.91,-1.98
4215,6,B09,R05,65.91,68.66,-2.75,-4.0,-0.27,0.81,-0.65,-2.64,46.55,17.64,-1.58
4216,6,B09,R06,70.64,73.58,-2.94,-4.0,0.73,-1.45,-0.53,-1.69,44.55,28.23,-1.89
4217,6,B09,R07,70.92999999999999,73.89,-2.96,-4.0,0.59,-0.13,0.49,-3.91,39.94,18.57,-1.86
4218,6,B09,R08,36.69,38.22,-1.53,-4.0,0.31,0.28,0.19,-2.31,20.88,11.41,-2.32
4219,6,B09,R09,35.47,36.95,-1.48,-4.0,0.07,0.42,0.39,-2.36,24.07,10.93,-1.78
4220,6,B09,R10,21.880000000000003,22.79,-0.91,-4.0,-0.45,0.36,0.14,-0.96,15.74,6.41,-1.23
4221,7,B09,R01,289.99,302.07,-12.08,-4.0,-1.76,-7.22,2.34,-5.44,207.67,109.36,-1.15
4222,7,B09,R02,234.56,244.33,-9.77,-4.0,0.4,-5.3,-2.16,-2.71,148.22,95.89,-1.91
4223,7,B09,R03,140.98,146.85,-5.87,-4.0,-2.43,0.29,-0.03,-3.7,96.42,50.41,-2.0
4224,7,B09,R04,128.21,133.55,-5.34,-4.0,-1.54,-0.53,-0.1,-3.17,94.08,55.23,-1.82
4225,7,B09,R05,96.39,100.41,-4.02,-4.0,-1.97,-2.19,0.7,-0.56,60.07,39.73,-2.42
4226,7,B09,R06,86.69999999999999,90.31,-3.61,-4.0,0.32,-0.74,-0.56,-2.63,58.29,26.92,-2.45
4227,7,B09,R07,64.19,66.86,-2.67,-4.0,0.69,-1.25,-0.07,-2.04,35.56,17.45,-2.29
4228,7,B09,R08,46.43000000000001,48.36,-1.93,-4.0,0.05,0.19,0.36,-2.53,34.67,19.8,-1.91
4229,7,B09,R09,26.700000000000003,27.81,-1.11,-4.0,-0.39,0.35,-0.15,-0.92,15.5,11.79,-2.32
4230,7,B09,R10,32.03,33.36,-1.33,-4.0,-0.64,-0.4,-0.38,0.09,18.61,13.2,-2.17
4231,8,B09,R01,348.50000000000006,363.02,-14.52,-4.0,4.34,3.95,3.12,-25.93,229.9,124.18,-2.42
4232,8,B09,R02,170.20000000000002,177.29,-7.09,-4.0,1.58,-3.93,0.51,-5.25,99.95,64.71,-1.95
4233,8,B09,R03,140.47,146.32,-5.85,-4.0,-0.3,-2.2,1.61,-4.96,103.73,40.79,-2.37
4234,8,B09,R04,114.92999999999999,119.72,-4.79,-4.0,-1.61,-2.58,0.47,-1.07,83.07,51.24,-1.34
4235,8,B09,R05,99.38,103.52,-4.14,-4.0,-0.57,1.07,-0.79,-3.85,58.93,37.88,-1.68
4236,8,B09,R06,59.07000000000001,61.53,-2.46,-4.0,0.35,-0.19,-0.39,-2.23,41.03,19.36,-1.88
4237,8,B09,R07,60.64,63.17,-2.53,-4.0,-0.88,-1.24,-0.12,-0.29,33.56,16.29,-1.63
4238,8,B09,R08,35.599999999999994,37.08,-1.48,-4.0,-0.39,0.38,0.24,-1.71,21.12,15.99,-1.7
4239,8,B09,R09,51.59,53.74,-2.15,-4.0,0.15,-0.4,0.57,-2.47,33.02,18.65,-1.85
4240,8,B09,R10,22.55,23.49,-0.94,-4.0,-0.15,0.32,0.09,-1.2,12.95,7.83,-1.43
4241,9,B09,R01,490.17,510.59,-20.42,-4.0,0.86,3.01,0.92,-25.21,288.36,196.46,-1.54
4242,9,B09,R02,274.87,286.32,-11.45,-4.0,-5.25,1.63,-1.66,-6.17,152.69,95.53,-1.46
4243,9,B09,R03,157.04,163.58,-6.54,-4.0,1.29,-3.19,-0.12,-4.52,104.16,61.77,-2.02
4244,9,B09,R04,163.14000000000001,169.94,-6.8,-4.0,-3.28,1.67,-0.49,-4.7,116.02,58.99,-2.35
4245,9,B09,R05,141.39999999999998,147.29,-5.89,-4.0,-0.97,-2.38,0.55,-3.09,95.64,45.06,-1.56
4246,9,B09,R06,115.14000000000001,119.94,-4.8,-4.0,0.17,0.28,0.03,-5.28,78.5,33.79,-1.13
4247,9,B09,R07,111.94,116.6,-4.66,-4.0,-1.47,-1.48,0.88,-2.59,69.25,44.29,-1.33
4248,9,B09,R08,61.66,64.23,-2.57,-4.0,-1.17,0.89,-0.75,-1.54,34.63,21.96,-2.11
4249,9,B09,R09,61.06999999999999,63.61,-2.54,-4.0,-0.05,-0.68,0.2,-2.01,45.29,19.8,-2.16
4250,9,B09,R10,36.489999999999995,38.01,-1.52,-4.0,0.26,-0.7,-0.1,-0.98,20.93,12.75,-1.97
4251,10,B09,R01,336.87,350.91,-14.04,-4.0,-2.07,-5.46,-2.33,-4.18,239.72,144.44,-1.33
4252,10,B09,R02,230.28000000000003,239.88,-9.6,-4.0,-1.42,-5.69,-2.83,0.34,149.07,83.69,-1.64
4253,10,B09,R03,150.46,156.73,-6.27,-4.0,-1.29,2.11,1.84,-8.93,101.33,67.33,-1.03
4254,10,B09,R04,85.07000000000001,88.61,-3.54,-4.0,-0.99,-1.45,0.28,-1.38,61.35,21.48,-2.35
4255,10,B09,R05,87.57,91.22,-3.65,-4.0,-1.19,-1.53,-0.75,-0.18,61.44,26.2,-1.28
4256,10,B09,R06,69.22,72.1,-2.88,-4.0,-1.39,-0.5,0.24,-1.23,41.8,22.57,-1.3
4257,10,B09,R07,61.75000000000001,64.32,-2.57,-4.0,-0.06,0.3,0.44,-3.25,36.3,18.4,-1.09
4258,10,B09,R08,46.04,47.96,-1.92,-4.0,-0.26,-0.62,-0.42,-0.62,31.51,11.77,-1.82
4259,10,B09,R09,35.32,36.79,-1.47,-4.0,-0.59,-0.27,0.15,-0.76,25.83,11.28,-2.08
4260,10,B09,R10,22.55,23.49,-0.94,-4.0,0.23,-0.01,-0.01,-1.15,12.79,7.42,-1.06
4261,11,B09,R01,316.05,329.22,-13.17,-4.0,1.16,-0.39,-2.01,-11.93,181.35,137.19,-1.36
4262,11,B09,R02,162.42000000000002,169.19,-6.77,-4.0,-2.64,0.93,1.33,-6.39,119.3,67.06,-1.01
4263,11,B09,R03,127.70000000000002,133.02,-5.32,-4.0,1.51,-2.33,0.06,-4.56,82.4,35.89,-1.0
4264,11,B09,R04,112.26000000000002,116.94,-4.68,-4.0,-1.56,1.67,-1.13,-3.66,82.76,46.18,-1.61
